col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Register Of Wills - Republican,Council At Large - Republican,,,,,,,All
,Ross Feinberg,David Oh,Dennis M O Brien,Terry Tracy,Daniel Tinney,Al Taubenberger,Matt Wolfe,James Williams,All
Ross Feinberg,267,"7,037","5,735","6,366","5,653","4,850","4,512","4,401",All
David Oh,,495,"4,429","4,735","3,923","3,330","2,896","3,567",All
Dennis M O Brien,,,486,"3,669","4,609","3,894","3,153","2,176",All
Terry Tracy,,,,210,"3,945","3,054","3,059","3,467",All
Daniel Tinney,,,,,265,"3,684","3,478","2,263",All
Al Taubenberger,,,,,,257,"3,235","1,575",All
Matt Wolfe,,,,,,,146,"1,570",All
James Williams,,,,,,,,111,All
Total,"11,497","8,859","7,942","7,738","7,441","6,468","5,727","4,937",All
