col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 1st District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Mark F Squilla,Allan Domb,Frank Rizzo,Derek S Green,Ed Neilson,Helen Gym,Paul Steinke,William K Greenlee,Sherrie Cohen,Jenne Ayers,Thomas Wyatt,Blondell Reynolds Brown,Carla M Cain,W Wilson Goode Jr,Isaiah Thomas,Wilson Alexander,Marnie Aument Loughrey,All
Mark F Squilla,58,341,257,202,150,171,161,167,157,163,122,104,98,86,67,78,66,All
Allan Domb,,61,173,87,157,119,126,121,105,75,77,33,58,41,33,34,32,All
Frank Rizzo,,,27,56,47,59,94,67,59,53,49,36,45,50,20,20,32,All
Derek S Green,,,,7,22,20,57,32,30,66,57,36,32,24,29,54,28,All
Ed Neilson,,,,,8,63,30,91,60,14,21,28,12,31,25,5,12,All
Helen Gym,,,,,,8,69,66,99,32,26,31,31,29,25,5,17,All
Paul Steinke,,,,,,,6,52,54,40,59,26,28,25,26,16,23,All
William K Greenlee,,,,,,,,5,66,25,18,49,10,33,18,3,14,All
Sherrie Cohen,,,,,,,,,1,43,34,39,33,21,15,9,16,All
Jenne Ayers,,,,,,,,,,9,35,30,50,15,11,40,23,All
Thomas Wyatt,,,,,,,,,,,7,16,24,9,26,30,17,All
Blondell Reynolds Brown,,,,,,,,,,,,4,18,41,27,14,16,All
Carla M Cain,,,,,,,,,,,,,1,8,15,12,23,All
W Wilson Goode Jr,,,,,,,,,,,,,,1,23,9,7,All
Isaiah Thomas,,,,,,,,,,,,,,,2,6,6,All
Wilson Alexander,,,,,,,,,,,,,,,,8,9,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,All
Total,776,533,335,233,228,217,213,199,195,192,159,128,118,108,93,93,77,All
,District Council 1st District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,1
