col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,William K Greenlee,Helen Gym,Paul Steinke,Sherrie Cohen,Allan Domb,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Ed Neilson,Jenne Ayers,Thomas Wyatt,Isaiah Thomas,Frank Rizzo,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Brian T Ortelere,Abbe Fletman,Kai Scott,Rainy Papademetriou,Ken Powell,Chris Mallios,Tracy B Roman,Daine Grey Jr,Stella Tsai,Stephanie M Sawyer,Mia Roberts Perez,Scott Diclaudio,Lyris Younge,Betsy Wahl,Vincent N Melchiorre,Chris Mccabe,Jennifer Schultz,Deborah Watson Stokes,Leon Goodman,Anthony Kyriakakis,James F Berardinelli,Jodi Lobel,Lucretia Clemons,Michael Fanning,Lynne M Summers,Marissa Brumbach,Edward William Louden Jr,Vince Giusini,Leon A King Ii,Thomas Martin,Vincent Furlong,Jon Marshall,Rania Major,Shanese Johnson,Frances Fattah,Wayne M D Bennett,Franklin A Bennett Iii,Sherman Toppin,William J Ciancaglini,Joshua Hill,Sandjai Weaver,Starr Marshall Cash,Tangie M Boston,1
William K Greenlee,18,72,65,57,57,47,28,15,25,14,18,20,15,6,1,1,89,75,64,49,52,52,46,46,35,37,37,41,37,25,31,30,22,21,24,26,23,19,17,22,15,11,10,15,14,11,10,8,9,7,10,9,6,7,7,7,5,4,1,1
Helen Gym,,1,50,42,32,29,16,13,9,14,22,16,6,4,5,1,44,58,45,42,25,34,24,23,41,29,23,20,12,29,13,19,21,22,15,21,19,18,17,10,17,14,8,7,8,10,8,6,10,7,7,8,4,8,5,8,3,2,0,1
Paul Steinke,,,0,25,40,13,5,10,9,5,17,16,7,2,3,1,40,50,39,30,25,29,16,24,20,21,22,12,12,18,14,13,10,11,12,13,20,10,14,10,12,11,6,5,8,11,4,5,5,1,2,2,3,5,3,5,0,2,1,1
Sherrie Cohen,,,,1,23,31,15,5,17,11,6,6,4,0,3,1,38,39,31,31,24,25,26,17,30,26,23,18,16,24,13,14,19,11,9,14,12,15,13,9,10,9,5,4,4,4,4,4,8,5,4,4,2,2,4,4,4,2,1,1
Allan Domb,,,,,2,14,4,10,3,11,6,6,9,1,2,2,34,28,22,13,21,11,20,21,17,14,10,16,13,18,12,12,16,10,11,7,13,11,10,6,9,9,11,7,3,7,7,11,8,4,2,3,4,6,2,2,2,2,0,1
Blondell Reynolds Brown,,,,,,0,19,10,19,8,3,5,2,2,1,1,25,26,25,20,19,15,21,16,19,16,15,12,17,10,10,10,14,11,7,10,9,8,7,6,8,5,6,5,5,3,2,4,5,8,9,3,1,3,1,1,4,4,1,1
W Wilson Goode Jr,,,,,,,0,4,13,5,4,6,1,1,1,1,12,16,16,12,14,11,11,12,7,5,8,9,12,1,8,8,6,5,6,5,2,6,5,7,5,1,1,4,4,4,2,1,0,2,3,3,3,1,0,1,1,0,1,1
Derek S Green,,,,,,,,1,2,6,4,1,1,3,2,2,9,10,11,8,12,7,11,10,7,7,4,8,5,8,3,3,6,7,3,4,5,2,6,3,3,5,5,0,4,3,2,6,1,2,2,2,2,2,1,1,1,1,0,1
Ed Neilson,,,,,,,,,0,1,2,2,0,0,0,0,12,13,11,12,9,8,9,8,2,5,5,9,11,0,8,4,2,2,3,1,1,3,5,4,3,1,1,1,4,4,1,1,1,1,4,0,0,1,1,1,1,0,1,1
Jenne Ayers,,,,,,,,,,0,6,3,3,3,3,0,8,13,10,9,7,4,13,5,12,8,7,6,6,9,0,3,16,11,7,3,2,6,5,3,6,5,3,1,3,2,4,5,4,7,2,3,4,2,2,1,3,3,2,1
Thomas Wyatt,,,,,,,,,,,0,6,2,0,1,0,13,15,11,13,4,7,5,3,8,4,4,4,1,5,2,5,6,5,2,3,4,4,7,1,4,3,3,3,1,4,3,1,2,3,0,2,2,1,4,3,1,0,1,1
Isaiah Thomas,,,,,,,,,,,,0,2,2,2,0,11,12,9,10,7,7,5,6,6,7,8,4,3,6,5,6,4,7,6,3,3,7,6,4,8,4,1,1,4,2,1,0,1,1,5,3,3,4,0,4,0,2,1,1
Frank Rizzo,,,,,,,,,,,,,0,1,2,1,6,5,4,4,3,1,4,3,3,4,3,6,1,3,2,1,3,3,3,4,5,2,2,0,3,3,3,1,1,1,3,3,2,0,2,3,0,1,3,1,1,2,1,1
Wilson Alexander,,,,,,,,,,,,,,0,0,0,4,3,2,1,4,3,3,3,4,1,0,3,1,1,1,0,1,3,4,2,2,0,0,1,1,0,1,0,3,0,1,2,0,1,1,3,1,0,0,1,1,1,0,1
Carla M Cain,,,,,,,,,,,,,,,0,1,5,3,4,1,2,0,3,2,3,5,2,0,1,4,0,1,2,4,3,0,0,2,2,1,2,3,1,0,1,0,2,0,1,1,1,0,2,1,0,0,2,2,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2,0,0,1,2,0,1,2,0,1,0,1,1,0,0,0,1,1,2,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,0,43,31,33,28,24,26,21,29,16,14,15,14,18,13,26,15,14,14,15,16,10,12,9,9,7,7,4,5,7,4,4,6,5,3,4,4,3,3,5,4,2,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,,0,60,39,37,48,32,38,34,29,31,27,22,24,22,16,15,11,9,16,13,15,15,17,9,10,4,6,6,12,3,4,7,6,2,6,4,4,3,6,2,2,1,1
Kai Scott,,,,,,,,,,,,,,,,,,,0,33,27,46,22,30,27,29,35,21,25,22,19,16,16,14,12,19,12,15,14,18,7,10,5,7,6,8,5,4,4,4,8,7,3,3,2,4,2,2,2,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,0,21,21,15,18,28,14,16,14,14,14,13,14,10,10,11,17,14,11,14,4,9,5,6,4,6,9,5,4,1,6,4,3,1,3,4,4,3,1,2,1
Ken Powell,,,,,,,,,,,,,,,,,,,,,0,24,33,33,16,26,23,30,24,4,19,13,8,7,11,8,12,4,5,16,8,4,7,3,6,8,3,7,2,2,1,2,3,4,2,1,2,3,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,1,16,22,20,22,26,18,12,15,17,9,6,10,7,16,12,11,7,18,2,4,0,3,6,4,2,0,0,0,3,6,0,2,1,4,1,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,0,28,17,23,14,32,29,15,17,10,15,11,9,5,6,5,6,13,10,6,7,4,2,6,4,7,6,8,5,1,1,2,5,1,4,3,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,1,14,21,19,27,25,11,20,4,8,7,14,8,13,7,4,17,6,3,8,5,5,6,5,6,4,4,2,4,4,5,1,3,2,1,0,1
