col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,City Commissioners - Republican,Justice Of The Supreme Court - Republican,,,,,,All
,Al Schmidt,Anne Covey,Correale Stevens,Mike George,Judy Olson,Rebecca Warren,Cheryl Allen,All
Al Schmidt,908,"7,731","4,890","4,290","3,343","3,232","2,562",All
Anne Covey,,477,"2,859","3,053","2,563","2,184","1,503",All
Correale Stevens,,,349,"1,492",780,"1,502","1,038",All
Mike George,,,,216,"2,012",868,943,All
Judy Olson,,,,,82,908,817,All
Rebecca Warren,,,,,,123,"1,094",All
Cheryl Allen,,,,,,,95,All
Total,"12,267","8,919","5,713","5,057","3,895","3,800","3,055",All
