col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Helen Gym,Paul Steinke,Allan Domb,Derek S Green,Thomas Wyatt,Sherrie Cohen,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,William K Greenlee,Jenne Ayers,Frank Rizzo,Carla M Cain,Ed Neilson,Wilson Alexander,Marnie Aument Loughrey,Joffie C Pittman,Daniel R Sulman,Christine Hope,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,All
Helen Gym,47,"1,170",889,721,871,503,316,305,207,216,181,65,124,89,36,74,"1,038",926,326,230,357,198,90,58,All
Paul Steinke,,22,928,775,948,368,225,324,123,190,105,71,47,76,30,35,977,896,269,159,337,225,103,43,All
Allan Domb,,,78,731,732,226,214,237,147,174,129,118,73,71,44,36,787,713,290,191,275,226,128,75,All
Derek S Green,,,,26,696,183,244,284,174,148,124,62,57,69,77,32,753,625,278,237,242,165,96,60,All
Thomas Wyatt,,,,,8,183,109,246,98,81,78,50,47,26,34,23,777,711,207,123,252,146,70,41,All
Sherrie Cohen,,,,,,9,325,229,192,247,176,60,118,61,33,68,413,280,298,245,187,158,92,39,All
Blondell Reynolds Brown,,,,,,,24,285,299,257,96,72,80,64,40,42,323,183,273,258,129,138,67,68,All
Isaiah Thomas,,,,,,,,17,294,156,84,51,38,39,35,14,327,212,230,193,172,121,60,50,All
W Wilson Goode Jr,,,,,,,,,7,166,63,65,26,45,29,11,223,107,186,179,92,96,58,53,All
William K Greenlee,,,,,,,,,,4,47,59,27,67,12,20,231,142,163,139,112,112,52,39,All
Jenne Ayers,,,,,,,,,,,9,46,124,15,65,70,175,99,181,187,118,83,59,38,All
Frank Rizzo,,,,,,,,,,,,10,30,25,15,26,77,56,80,62,53,107,40,35,All
Carla M Cain,,,,,,,,,,,,,2,7,25,68,85,47,149,126,61,70,36,28,All
Ed Neilson,,,,,,,,,,,,,,4,8,12,68,44,54,49,33,44,32,17,All
Wilson Alexander,,,,,,,,,,,,,,,5,10,64,19,55,73,63,38,33,22,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,50,20,87,82,29,41,24,23,All
Joffie C Pittman,,,,,,,,,,,,,,,,,8,995,303,247,368,109,72,33,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,1,134,57,298,86,64,23,All
Christine Hope,,,,,,,,,,,,,,,,,,,2,347,95,192,80,63,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,15,105,116,73,50,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,,6,73,53,24,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,6,53,52,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,1,26,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,759","1,630","1,501","1,286","1,183",851,794,763,568,526,433,258,244,184,163,144,"1,509","1,180",729,659,616,472,241,155,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Helen Gym,Allan Domb,Paul Steinke,Derek S Green,Thomas Wyatt,Sherrie Cohen,Blondell Reynolds Brown,Isaiah Thomas,William K Greenlee,W Wilson Goode Jr,Jenne Ayers,Carla M Cain,Frank Rizzo,Wilson Alexander,Marnie Aument Loughrey,Ed Neilson,Joffie C Pittman,Daniel R Sulman,Matthew Perks,Sharon Williams Losier,Christine Hope,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,1
Helen Gym,1,80,89,52,70,45,23,29,23,14,21,18,3,4,6,7,96,94,38,17,23,12,11,4,1
Allan Domb,,7,72,56,65,25,26,17,19,15,12,14,9,6,5,1,67,62,25,20,19,17,14,10,1
Paul Steinke,,,1,52,69,31,13,25,13,12,4,3,6,3,2,6,74,73,30,12,20,15,8,4,1
Derek S Green,,,,2,52,16,19,14,14,17,15,11,2,9,2,1,61,44,20,22,21,7,9,5,1
Thomas Wyatt,,,,,2,15,6,17,6,7,8,6,3,5,1,2,62,58,24,11,15,11,5,3,1
Sherrie Cohen,,,,,,1,22,23,27,16,22,12,1,3,4,6,39,31,20,19,27,13,9,6,1
Blondell Reynolds Brown,,,,,,,5,20,33,22,8,8,8,4,2,1,32,19,9,25,13,9,8,9,1
Isaiah Thomas,,,,,,,,2,12,26,8,5,4,1,2,2,28,19,16,18,19,12,7,6,1
William K Greenlee,,,,,,,,,1,20,2,2,3,1,2,2,28,19,12,13,10,6,4,5,1
W Wilson Goode Jr,,,,,,,,,,0,6,3,3,1,2,1,21,9,8,16,14,5,8,7,1
Jenne Ayers,,,,,,,,,,,1,17,1,9,5,1,18,15,11,12,18,7,7,5,1
Carla M Cain,,,,,,,,,,,,0,2,3,5,1,12,5,5,13,15,8,7,3,1
Frank Rizzo,,,,,,,,,,,,,1,0,1,0,7,6,4,5,2,5,3,7,1
Wilson Alexander,,,,,,,,,,,,,,0,0,0,8,4,8,9,4,2,3,3,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,4,2,2,3,5,2,2,4,1
Ed Neilson,,,,,,,,,,,,,,,,0,4,5,4,4,2,0,1,0,1
Joffie C Pittman,,,,,,,,,,,,,,,,,0,95,42,24,18,5,10,4,1
