col_1,col_2,col_3,division
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,1
,Brian J O Neill,Christine Hope,1
Brian J O Neill,11,35,1
Christine Hope,,7,1
Total,46,42,1
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,2
,Brian J O Neill,Christine Hope,2
Brian J O Neill,14,24,2
Christine Hope,,4,2
Total,38,28,2
,Judge Of The Municipal Court - Republican,District Council 10th District - Republican,3
,Christine Hope,Brian J O Neill,3
Christine Hope,10,43,3
Brian J O Neill,,7,3
Total,53,50,3
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,4
,Brian J O Neill,Christine Hope,4
Brian J O Neill,13,48,4
Christine Hope,,6,4
Total,61,54,4
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,5
,Brian J O Neill,Christine Hope,5
Brian J O Neill,10,20,5
Christine Hope,,7,5
Total,30,27,5
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,6
,Brian J O Neill,Christine Hope,6
Brian J O Neill,13,15,6
Christine Hope,,8,6
Total,28,23,6
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,7
,Brian J O Neill,Christine Hope,7
Brian J O Neill,4,10,7
Christine Hope,,2,7
Total,14,12,7
,Judge Of The Municipal Court - Republican,District Council 10th District - Republican,8
,Christine Hope,Brian J O Neill,8
Christine Hope,9,26,8
Brian J O Neill,,7,8
Total,35,33,8
,Judge Of The Municipal Court - Republican,District Council 10th District - Republican,9
,Christine Hope,Brian J O Neill,9
Christine Hope,11,27,9
Brian J O Neill,,7,9
Total,38,34,9
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,10
,Brian J O Neill,Christine Hope,10
Brian J O Neill,11,39,10
Christine Hope,,9,10
Total,50,48,10
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,11
,Brian J O Neill,Christine Hope,11
Brian J O Neill,12,34,11
Christine Hope,,9,11
Total,46,43,11
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,12
,Brian J O Neill,Christine Hope,12
Brian J O Neill,8,17,12
Christine Hope,,2,12
Total,25,19,12
,Judge Of The Municipal Court - Republican,District Council 10th District - Republican,13
,Christine Hope,Brian J O Neill,13
Christine Hope,11,27,13
Brian J O Neill,,4,13
Total,38,31,13
,Judge Of The Municipal Court - Republican,District Council 10th District - Republican,14
,Christine Hope,Brian J O Neill,14
Christine Hope,16,32,14
Brian J O Neill,,6,14
Total,48,38,14
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,15
,Brian J O Neill,Christine Hope,15
Brian J O Neill,4,30,15
Christine Hope,,3,15
Total,34,33,15
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,16
,Brian J O Neill,Christine Hope,16
Brian J O Neill,6,28,16
Christine Hope,,4,16
Total,34,32,16
,Judge Of The Municipal Court - Republican,District Council 10th District - Republican,17
,Christine Hope,Brian J O Neill,17
Christine Hope,6,16,17
Brian J O Neill,,4,17
Total,22,20,17
,Judge Of The Municipal Court - Republican,District Council 10th District - Republican,18
,Christine Hope,Brian J O Neill,18
Christine Hope,7,27,18
Brian J O Neill,,3,18
Total,34,30,18
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,19
,Brian J O Neill,Christine Hope,19
Brian J O Neill,9,29,19
Christine Hope,,6,19
Total,38,35,19
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,20
,Brian J O Neill,Christine Hope,20
Brian J O Neill,8,18,20
Christine Hope,,1,20
Total,26,19,20
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,21
,Brian J O Neill,Christine Hope,21
Brian J O Neill,6,18,21
Christine Hope,,4,21
Total,24,22,21
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,22
,Brian J O Neill,Christine Hope,22
Brian J O Neill,4,12,22
Christine Hope,,4,22
Total,16,16,22
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,23
,Brian J O Neill,Christine Hope,23
Brian J O Neill,8,36,23
Christine Hope,,5,23
Total,44,41,23
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,24
,Brian J O Neill,Christine Hope,24
Brian J O Neill,4,18,24
Christine Hope,,3,24
Total,22,21,24
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,25
,Brian J O Neill,Christine Hope,25
Brian J O Neill,6,12,25
Christine Hope,,2,25
Total,18,14,25
,District Council 10th District - Republican,Judge Of The Municipal Court - Republican,All
,Brian J O Neill,Christine Hope,All
Brian J O Neill,189,641,All
Christine Hope,,156,All
Total,830,797,All
