col_1,col_2,division
,District Council 3rd District - Democrat,1
,Jannie L Blackwell,1
Jannie L Blackwell,67,1
Total,67,1
,District Council 3rd District - Democrat,2
,Jannie L Blackwell,2
Jannie L Blackwell,133,2
Total,133,2
,District Council 3rd District - Democrat,3
,Jannie L Blackwell,3
Jannie L Blackwell,87,3
Total,87,3
,District Council 3rd District - Democrat,4
,Jannie L Blackwell,4
Jannie L Blackwell,85,4
Total,85,4
,District Council 3rd District - Democrat,5
,Jannie L Blackwell,5
Jannie L Blackwell,99,5
Total,99,5
,District Council 3rd District - Democrat,6
,Jannie L Blackwell,6
Jannie L Blackwell,105,6
Total,105,6
,District Council 3rd District - Democrat,7
,Jannie L Blackwell,7
Jannie L Blackwell,108,7
Total,108,7
,District Council 3rd District - Democrat,8
,Jannie L Blackwell,8
Jannie L Blackwell,73,8
Total,73,8
,District Council 3rd District - Democrat,9
,Jannie L Blackwell,9
Jannie L Blackwell,162,9
Total,162,9
,District Council 3rd District - Democrat,10
,Jannie L Blackwell,10
Jannie L Blackwell,101,10
Total,101,10
,District Council 3rd District - Democrat,11
,Jannie L Blackwell,11
Jannie L Blackwell,128,11
Total,128,11
,District Council 3rd District - Democrat,12
,Jannie L Blackwell,12
Jannie L Blackwell,89,12
Total,89,12
,District Council 3rd District - Democrat,13
,Jannie L Blackwell,13
Jannie L Blackwell,76,13
Total,76,13
,District Council 3rd District - Democrat,14
,Jannie L Blackwell,14
Jannie L Blackwell,109,14
Total,109,14
,District Council 3rd District - Democrat,15
,Jannie L Blackwell,15
Jannie L Blackwell,99,15
Total,99,15
,District Council 3rd District - Democrat,16
,Jannie L Blackwell,16
Jannie L Blackwell,110,16
Total,110,16
,District Council 3rd District - Democrat,17
,Jannie L Blackwell,17
Jannie L Blackwell,134,17
Total,134,17
,District Council 3rd District - Democrat,18
,Jannie L Blackwell,18
Jannie L Blackwell,123,18
Total,123,18
,District Council 3rd District - Democrat,19
,Jannie L Blackwell,19
Jannie L Blackwell,96,19
Total,96,19
,District Council 3rd District - Democrat,20
,Jannie L Blackwell,20
Jannie L Blackwell,105,20
Total,105,20
,District Council 3rd District - Democrat,21
,Jannie L Blackwell,21
Jannie L Blackwell,72,21
Total,72,21
,District Council 3rd District - Democrat,22
,Jannie L Blackwell,22
Jannie L Blackwell,101,22
Total,101,22
,District Council 3rd District - Democrat,23
,Jannie L Blackwell,23
Jannie L Blackwell,91,23
Total,91,23
,District Council 3rd District - Democrat,All
,Jannie L Blackwell,All
Jannie L Blackwell,"2,353",All
Total,"2,353",All
