col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,All
,Kai Scott,Tracy B Roman,Ken Powell,Frances Fattah,Mia Roberts Perez,Brian T Ortelere,Rainy Papademetriou,Thomas Martin,Michael Fanning,Abbe Fletman,Vincent N Melchiorre,Chris Mallios,Lyris Younge,Daine Grey Jr,Leon Goodman,Deborah Watson Stokes,Stephanie M Sawyer,Scott Diclaudio,Jennifer Schultz,Leon A King Ii,Jon Marshall,Lynne M Summers,Shanese Johnson,Edward William Louden Jr,Vincent Furlong,Lucretia Clemons,Wayne M D Bennett,Sherman Toppin,James F Berardinelli,Stella Tsai,Rania Major,Betsy Wahl,Sandjai Weaver,Joshua Hill,Anthony Kyriakakis,Marissa Brumbach,Tangie M Boston,Jodi Lobel,Chris Mccabe,Franklin A Bennett Iii,Starr Marshall Cash,Vince Giusini,William J Ciancaglini,Michael Wojcik,Todd Eagen,All
Kai Scott,62,"1,107","1,093","1,195","1,294","1,113","1,127",969,"1,079",922,880,883,427,363,258,410,388,191,231,298,125,252,290,121,138,225,185,215,84,172,149,172,143,117,103,116,131,115,128,70,116,77,47,535,511,All
Tracy B Roman,,42,"1,308","1,070","1,006","1,004",981,"1,007",867,938,840,801,415,337,381,269,277,340,289,242,258,252,244,274,178,168,157,147,134,154,161,126,124,128,84,105,111,61,51,76,84,62,45,551,544,All
Ken Powell,,,47,"1,055",998,"1,028",981,"1,027",893,935,858,840,390,327,385,216,212,310,241,251,322,184,182,273,177,131,187,156,138,103,127,111,98,137,89,70,80,62,70,63,54,68,52,504,538,All
Frances Fattah,,,,49,"1,022",877,883,"1,005",862,819,847,803,272,252,225,357,273,125,192,281,114,242,267,111,145,179,154,165,75,173,141,129,129,135,71,93,116,76,80,84,84,41,56,471,404,All
Mia Roberts Perez,,,,,11,"1,043","1,051",901,"1,067",854,865,852,293,273,146,271,293,138,161,177,90,183,147,68,92,170,128,164,50,149,123,117,92,89,83,99,76,87,109,33,88,48,33,395,416,All
Brian T Ortelere,,,,,,27,"1,269",882,987,925,778,755,170,240,164,118,100,158,199,126,132,90,84,114,164,73,89,81,159,68,63,35,62,49,58,30,50,30,29,38,26,44,33,355,307,All
Rainy Papademetriou,,,,,,,11,907,976,958,789,755,186,227,139,138,119,137,192,109,147,119,105,97,159,116,65,77,152,79,69,51,63,52,80,85,43,62,38,20,39,34,23,343,331,All
Thomas Martin,,,,,,,,9,840,815,814,788,160,176,206,189,158,122,151,169,169,161,146,113,121,141,157,119,70,79,88,70,92,108,84,90,65,72,49,72,37,62,45,369,329,All
Michael Fanning,,,,,,,,,4,741,821,815,158,162,99,156,171,125,74,108,99,89,96,51,70,93,83,88,31,46,62,44,53,66,69,66,53,68,64,40,52,21,33,295,283,All
Abbe Fletman,,,,,,,,,,4,784,756,231,253,118,131,149,141,219,121,105,92,85,79,147,98,91,93,135,109,52,83,42,47,61,49,38,59,64,26,32,50,23,317,274,All
Vincent N Melchiorre,,,,,,,,,,,3,825,128,93,47,84,102,77,51,57,31,40,62,23,38,58,32,52,21,64,31,29,38,32,29,26,25,49,46,24,16,16,27,233,175,All
Chris Mallios,,,,,,,,,,,,0,133,118,53,94,122,80,65,75,36,53,64,29,32,43,40,65,34,42,32,56,29,34,40,29,23,22,66,21,46,27,17,214,212,All
Lyris Younge,,,,,,,,,,,,,33,339,260,232,265,296,198,178,227,160,158,246,134,151,134,179,108,116,94,119,84,76,72,70,61,60,91,41,74,82,31,325,355,All
Daine Grey Jr,,,,,,,,,,,,,,28,257,236,297,222,247,216,165,185,180,147,218,115,170,148,172,109,115,114,105,100,82,72,79,52,69,63,76,66,39,302,296,All
Leon Goodman,,,,,,,,,,,,,,,29,191,144,282,221,223,304,151,141,248,157,106,170,123,136,80,113,64,96,107,80,56,67,52,46,72,42,57,39,321,318,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,31,302,105,170,214,92,219,210,88,105,184,150,150,71,153,113,119,128,94,59,99,108,85,101,69,101,39,40,303,273,All
Stephanie M Sawyer,,,,,,,,,,,,,,,,,22,116,158,171,77,203,209,64,73,148,118,145,54,129,130,122,98,77,62,95,101,60,69,59,94,40,39,250,256,All
Scott Diclaudio,,,,,,,,,,,,,,,,,,28,176,126,255,93,87,239,102,69,121,86,137,68,71,45,58,65,72,37,44,29,24,56,22,50,28,268,301,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,18,154,171,179,141,144,201,122,130,107,188,121,109,110,82,95,86,84,68,36,39,52,42,70,39,263,250,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,19,125,172,172,113,105,131,181,110,104,104,109,104,104,114,96,64,80,41,50,76,50,62,44,274,227,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,18,88,77,212,110,70,112,85,111,40,73,35,51,66,76,67,31,53,24,45,24,49,24,215,255,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,14,181,96,107,146,111,97,53,112,130,104,74,100,48,94,86,49,29,61,50,46,32,237,219,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,6,69,82,120,103,95,44,101,113,110,88,83,47,80,81,53,37,62,69,32,40,208,215,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,23,105,49,92,79,96,42,62,40,53,61,45,35,23,15,20,39,13,57,26,181,232,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,6,62,94,79,122,38,57,52,44,65,48,33,37,33,26,34,18,42,30,162,157,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,5,74,104,35,113,88,75,64,66,73,105,53,97,49,38,38,24,29,182,151,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,8,92,68,68,84,62,73,82,71,53,59,32,33,79,23,77,35,170,199,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,68,79,66,58,63,62,59,33,37,57,75,33,56,38,31,177,173,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,62,35,29,56,56,47,31,37,13,24,31,11,45,18,145,121,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,82,88,78,37,53,61,53,54,44,26,39,33,24,183,116,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66,73,58,43,66,60,33,24,43,44,30,25,136,163,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,44,50,60,83,47,35,32,18,39,45,23,130,131,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,36,32,42,43,32,17,31,31,34,16,135,107,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,45,41,36,23,33,48,28,29,25,130,123,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,75,19,42,24,22,19,54,17,98,107,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,57,30,24,32,26,12,106,108,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,18,35,32,15,14,103,94,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42,27,11,6,13,89,66,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,49,18,21,91,91,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,18,22,85,77,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,14,58,97,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,67,83,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,64,38,All
Michael Wojcik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,All
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,All
Total,"2,115","1,935","1,901","1,708","1,642","1,620","1,596","1,403","1,346","1,307","1,042","1,028",923,861,785,768,708,703,682,639,579,550,537,506,445,440,440,435,372,363,339,326,302,283,270,267,235,211,206,193,193,191,131,"1,343","1,318",All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Ken Powell,Kai Scott,Rainy Papademetriou,Mia Roberts Perez,Frances Fattah,Tracy B Roman,Michael Fanning,Brian T Ortelere,Lyris Younge,Leon Goodman,Thomas Martin,Jon Marshall,Leon A King Ii,Daine Grey Jr,Scott Diclaudio,Abbe Fletman,Stephanie M Sawyer,Deborah Watson Stokes,Jennifer Schultz,Lucretia Clemons,Wayne M D Bennett,Edward William Louden Jr,Lynne M Summers,Anthony Kyriakakis,Sherman Toppin,Vincent N Melchiorre,Chris Mallios,James F Berardinelli,Jodi Lobel,Marissa Brumbach,Stella Tsai,Vincent Furlong,Rania Major,Shanese Johnson,Chris Mccabe,Joshua Hill,Vince Giusini,Betsy Wahl,Sandjai Weaver,Starr Marshall Cash,Franklin A Bennett Iii,William J Ciancaglini,Tangie M Boston,Michael Wojcik,Todd Eagen,1
Ken Powell,2,18,19,20,19,24,18,17,16,14,17,18,14,13,16,15,9,9,9,4,10,13,9,7,5,12,10,8,3,5,6,6,7,3,4,1,2,4,4,0,2,1,0,15,22,1
Kai Scott,,1,30,32,22,13,25,27,11,9,15,4,12,9,4,13,10,10,5,11,5,2,4,6,6,15,12,1,8,4,7,2,5,3,5,1,2,6,2,2,1,1,1,10,14,1
Rainy Papademetriou,,,1,30,17,17,29,27,8,5,20,11,5,10,7,18,4,7,8,11,3,4,5,6,2,11,11,6,12,10,4,6,3,2,4,2,2,3,2,2,0,0,0,6,14,1
Mia Roberts Perez,,,,1,21,14,29,25,9,6,15,4,9,10,5,15,9,12,6,11,8,4,9,5,7,13,13,1,10,8,6,3,2,2,8,4,3,4,1,1,1,0,0,14,11,1
Frances Fattah,,,,,1,13,20,15,11,9,18,4,14,7,2,9,10,14,3,7,9,6,7,4,12,16,9,2,5,5,7,6,7,8,6,5,1,2,2,4,3,4,1,16,15,1
