col_1,col_2,col_3,division
,District Council 1st District - Democrat,Sheriff - Democrat,1
,Mark F Squilla,Jewell Williams,1
Mark F Squilla,45,44,1
Jewell Williams,,5,1
Total,89,49,1
,District Council 1st District - Democrat,Sheriff - Democrat,2
,Mark F Squilla,Jewell Williams,2
Mark F Squilla,113,21,2
Jewell Williams,,1,2
Total,134,22,2
,District Council 1st District - Democrat,Sheriff - Democrat,3
,Mark F Squilla,Jewell Williams,3
Mark F Squilla,181,52,3
Jewell Williams,,4,3
Total,233,56,3
,District Council 1st District - Democrat,Sheriff - Democrat,4
,Mark F Squilla,Jewell Williams,4
Mark F Squilla,39,37,4
Jewell Williams,,0,4
Total,76,37,4
,District Council 1st District - Democrat,Sheriff - Democrat,5
,Mark F Squilla,Jewell Williams,5
Mark F Squilla,31,36,5
Jewell Williams,,8,5
Total,67,44,5
,District Council 1st District - Democrat,Sheriff - Democrat,6
,Mark F Squilla,Jewell Williams,6
Mark F Squilla,22,39,6
Jewell Williams,,6,6
Total,61,45,6
,District Council 1st District - Democrat,Sheriff - Democrat,7
,Mark F Squilla,Jewell Williams,7
Mark F Squilla,291,84,7
Jewell Williams,,3,7
Total,375,87,7
,District Council 1st District - Democrat,Sheriff - Democrat,8
,Mark F Squilla,Jewell Williams,8
Mark F Squilla,103,68,8
Jewell Williams,,4,8
Total,171,72,8
,District Council 1st District - Democrat,Sheriff - Democrat,9
,Mark F Squilla,Jewell Williams,9
Mark F Squilla,37,51,9
Jewell Williams,,5,9
Total,88,56,9
,District Council 1st District - Democrat,Sheriff - Democrat,10
,Mark F Squilla,Jewell Williams,10
Mark F Squilla,30,60,10
Jewell Williams,,8,10
Total,90,68,10
,District Council 1st District - Democrat,Sheriff - Democrat,11
,Mark F Squilla,Jewell Williams,11
Mark F Squilla,39,19,11
Jewell Williams,,2,11
Total,58,21,11
,District Council 1st District - Democrat,Sheriff - Democrat,12
,Mark F Squilla,Jewell Williams,12
Mark F Squilla,28,32,12
Jewell Williams,,5,12
Total,60,37,12
,District Council 1st District - Democrat,Sheriff - Democrat,13
,Mark F Squilla,Jewell Williams,13
Mark F Squilla,39,61,13
Jewell Williams,,7,13
Total,100,68,13
,Sheriff - Democrat,District Council 1st District - Democrat,14
,Jewell Williams,Mark F Squilla,14
Jewell Williams,34,0,14
Mark F Squilla,,0,14
Total,34,0,14
,District Council 1st District - Democrat,Sheriff - Democrat,15
,Mark F Squilla,Jewell Williams,15
Mark F Squilla,203,83,15
Jewell Williams,,5,15
Total,286,88,15
,District Council 1st District - Democrat,Sheriff - Democrat,16
,Mark F Squilla,Jewell Williams,16
Mark F Squilla,7,25,16
Jewell Williams,,4,16
Total,32,29,16
,District Council 1st District - Democrat,Sheriff - Democrat,17
,Mark F Squilla,Jewell Williams,17
Mark F Squilla,18,34,17
Jewell Williams,,6,17
Total,52,40,17
,District Council 1st District - Democrat,Sheriff - Democrat,18
,Mark F Squilla,Jewell Williams,18
Mark F Squilla,39,29,18
Jewell Williams,,3,18
Total,68,32,18
,District Council 1st District - Democrat,Sheriff - Democrat,19
,Mark F Squilla,Jewell Williams,19
Mark F Squilla,28,21,19
Jewell Williams,,5,19
Total,49,26,19
,District Council 1st District - Democrat,Sheriff - Democrat,20
,Mark F Squilla,Jewell Williams,20
Mark F Squilla,213,42,20
Jewell Williams,,2,20
Total,255,44,20
,District Council 1st District - Democrat,Sheriff - Democrat,21
,Mark F Squilla,Jewell Williams,21
Mark F Squilla,247,61,21
Jewell Williams,,3,21
Total,308,64,21
,District Council 1st District - Democrat,Sheriff - Democrat,22
,Mark F Squilla,Jewell Williams,22
Mark F Squilla,50,64,22
Jewell Williams,,10,22
Total,114,74,22
,District Council 1st District - Democrat,Sheriff - Democrat,23
,Mark F Squilla,Jewell Williams,23
Mark F Squilla,22,36,23
Jewell Williams,,6,23
Total,58,42,23
,District Council 1st District - Democrat,Sheriff - Democrat,24
,Mark F Squilla,Jewell Williams,24
Mark F Squilla,166,87,24
Jewell Williams,,4,24
Total,253,91,24
,District Council 1st District - Democrat,Sheriff - Democrat,25
,Mark F Squilla,Jewell Williams,25
Mark F Squilla,45,66,25
Jewell Williams,,6,25
Total,111,72,25
,District Council 1st District - Democrat,Sheriff - Democrat,26
,Mark F Squilla,Jewell Williams,26
Mark F Squilla,46,87,26
Jewell Williams,,3,26
Total,133,90,26
,District Council 1st District - Democrat,Sheriff - Democrat,27
,Mark F Squilla,Jewell Williams,27
Mark F Squilla,23,64,27
Jewell Williams,,6,27
Total,87,70,27
,District Council 1st District - Democrat,Sheriff - Democrat,28
,Mark F Squilla,Jewell Williams,28
Mark F Squilla,17,33,28
Jewell Williams,,10,28
Total,50,43,28
,District Council 1st District - Democrat,Sheriff - Democrat,29
,Mark F Squilla,Jewell Williams,29
Mark F Squilla,75,39,29
Jewell Williams,,5,29
Total,114,44,29
,District Council 1st District - Democrat,Sheriff - Democrat,30
,Mark F Squilla,Jewell Williams,30
Mark F Squilla,39,78,30
Jewell Williams,,8,30
Total,117,86,30
,District Council 1st District - Democrat,Sheriff - Democrat,31
,Mark F Squilla,Jewell Williams,31
Mark F Squilla,43,63,31
Jewell Williams,,5,31
Total,106,68,31
,District Council 1st District - Democrat,Sheriff - Democrat,32
,Mark F Squilla,Jewell Williams,32
Mark F Squilla,16,37,32
Jewell Williams,,6,32
Total,53,43,32
,District Council 1st District - Democrat,Sheriff - Democrat,33
,Mark F Squilla,Jewell Williams,33
Mark F Squilla,53,39,33
Jewell Williams,,1,33
Total,92,40,33
,District Council 1st District - Democrat,Sheriff - Democrat,34
,Mark F Squilla,Jewell Williams,34
Mark F Squilla,33,38,34
Jewell Williams,,4,34
Total,71,42,34
,District Council 1st District - Democrat,Sheriff - Democrat,35
,Mark F Squilla,Jewell Williams,35
Mark F Squilla,38,54,35
Jewell Williams,,3,35
Total,92,57,35
,Sheriff - Democrat,District Council 1st District - Democrat,36
,Jewell Williams,Mark F Squilla,36
Jewell Williams,66,0,36
Mark F Squilla,,0,36
Total,66,0,36
,District Council 1st District - Democrat,Sheriff - Democrat,37
,Mark F Squilla,Jewell Williams,37
Mark F Squilla,48,52,37
Jewell Williams,,6,37
Total,100,58,37
,District Council 1st District - Democrat,Sheriff - Democrat,38
,Mark F Squilla,Jewell Williams,38
Mark F Squilla,39,84,38
Jewell Williams,,13,38
Total,123,97,38
,District Council 1st District - Democrat,Sheriff - Democrat,39
,Mark F Squilla,Jewell Williams,39
Mark F Squilla,29,47,39
Jewell Williams,,1,39
Total,76,48,39
,District Council 1st District - Democrat,Sheriff - Democrat,40
,Mark F Squilla,Jewell Williams,40
Mark F Squilla,17,24,40
Jewell Williams,,4,40
Total,41,28,40
,Sheriff - Democrat,District Council 1st District - Democrat,41
,Jewell Williams,Mark F Squilla,41
Jewell Williams,62,0,41
Mark F Squilla,,0,41
Total,62,0,41
,District Council 1st District - Democrat,Sheriff - Democrat,42
,Mark F Squilla,Jewell Williams,42
Mark F Squilla,48,47,42
Jewell Williams,,5,42
Total,95,52,42
,District Council 1st District - Democrat,Sheriff - Democrat,43
,Mark F Squilla,Jewell Williams,43
Mark F Squilla,61,40,43
Jewell Williams,,5,43
Total,101,45,43
,District Council 1st District - Democrat,Sheriff - Democrat,44
,Mark F Squilla,Jewell Williams,44
Mark F Squilla,47,46,44
Jewell Williams,,0,44
Total,93,46,44
,District Council 1st District - Democrat,Sheriff - Democrat,45
,Mark F Squilla,Jewell Williams,45
Mark F Squilla,60,102,45
Jewell Williams,,14,45
Total,162,116,45
,District Council 1st District - Democrat,Sheriff - Democrat,46
,Mark F Squilla,Jewell Williams,46
Mark F Squilla,81,118,46
Jewell Williams,,13,46
Total,199,131,46
,District Council 1st District - Democrat,Sheriff - Democrat,All
,Mark F Squilla,Jewell Williams,All
Mark F Squilla,"2,849","2,244",All
Jewell Williams,,386,All
Total,"5,093","2,630",All
