col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,Allan Domb,William K Greenlee,Sherrie Cohen,Jenne Ayers,Ed Neilson,Helen Gym,Wilson Alexander,Thomas Wyatt,Paul Steinke,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,All
Sharon Williams Losier,103,"1,355","1,375",473,410,324,207,126,"1,552","1,303","1,163",874,641,878,872,657,685,421,452,342,326,252,294,157,All
Christine Hope,,44,999,289,369,289,232,178,"1,376","1,156",799,807,612,811,789,419,579,446,257,326,286,248,319,138,All
Joffie C Pittman,,,29,442,218,137,105,192,"1,196","1,058",800,688,463,756,710,442,593,369,328,287,291,192,153,76,All
Matthew Perks,,,,9,114,148,101,136,413,361,578,284,325,242,219,315,109,204,288,244,191,136,118,56,All
Christian Dicicco,,,,,9,152,87,59,437,355,305,320,292,258,223,181,151,215,109,155,194,164,121,80,All
Gary S Silver,,,,,,12,118,83,329,264,329,254,292,192,190,156,94,144,153,238,143,125,148,69,All
Franklin A Bennett Iii,,,,,,,3,41,274,250,231,215,177,153,133,101,82,104,97,113,81,105,72,52,All
Daniel R Sulman,,,,,,,,2,202,200,202,179,156,138,168,101,49,154,72,107,121,74,44,29,All
Blondell Reynolds Brown,,,,,,,,,134,"1,790",867,"1,072",631,"1,118",959,369,788,477,250,263,278,302,217,102,All
W Wilson Goode Jr,,,,,,,,,,86,669,996,488,967,805,284,715,442,200,203,225,314,134,54,All
Derek S Green,,,,,,,,,,,137,785,669,488,328,527,286,307,436,420,333,190,194,111,All
Isaiah Thomas,,,,,,,,,,,,86,566,575,331,226,377,380,151,251,285,199,135,54,All
Allan Domb,,,,,,,,,,,,,110,436,270,258,210,282,178,287,334,214,160,82,All
William K Greenlee,,,,,,,,,,,,,,15,667,118,823,205,82,136,174,160,58,63,All
Sherrie Cohen,,,,,,,,,,,,,,,7,217,523,317,124,169,200,160,176,69,All
Jenne Ayers,,,,,,,,,,,,,,,,85,53,200,297,180,123,94,188,76,All
