col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,1
,Christine Hope,Anne Covey,Mike George,Judy Olson,Cheryl Allen,Correale Stevens,Rebecca Warren,1
Christine Hope,1,22,13,11,8,8,7,1
Anne Covey,,1,10,6,5,4,7,1
Mike George,,,0,5,2,3,5,1
Judy Olson,,,,1,6,3,2,1
Cheryl Allen,,,,,0,1,2,1
Correale Stevens,,,,,,0,0,1
Rebecca Warren,,,,,,,1,1
Total,32,25,15,13,9,9,9,1
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,2
,Christine Hope,Anne Covey,Mike George,Correale Stevens,Judy Olson,Rebecca Warren,Cheryl Allen,2
Christine Hope,0,9,8,6,7,5,4,2
Anne Covey,,2,4,4,4,4,2,2
Mike George,,,0,1,5,1,1,2
Correale Stevens,,,,0,1,3,2,2
Judy Olson,,,,,0,0,0,2
Rebecca Warren,,,,,,1,2,2
Cheryl Allen,,,,,,,0,2
Total,18,12,8,7,7,7,4,2
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,3
,Christine Hope,Anne Covey,Mike George,Judy Olson,Correale Stevens,Rebecca Warren,Cheryl Allen,3
Christine Hope,3,49,42,35,20,18,13,3
Anne Covey,,4,25,26,11,13,5,3
Mike George,,,4,27,9,4,5,3
Judy Olson,,,,0,4,4,7,3
Correale Stevens,,,,,1,9,4,3
Rebecca Warren,,,,,,0,6,3
Cheryl Allen,,,,,,,0,3
Total,81,58,50,36,25,21,14,3
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,4
,Christine Hope,Anne Covey,Mike George,Correale Stevens,Rebecca Warren,Judy Olson,Cheryl Allen,4
Christine Hope,1,24,9,13,9,7,4,4
Anne Covey,,1,4,10,5,4,2,4
Mike George,,,5,3,2,6,1,4
Correale Stevens,,,,0,6,0,1,4
Rebecca Warren,,,,,0,1,4,4
Judy Olson,,,,,,0,2,4
Cheryl Allen,,,,,,,1,4
Total,33,26,15,14,9,8,6,4
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,5
,Christine Hope,Anne Covey,Mike George,Judy Olson,Correale Stevens,Rebecca Warren,Cheryl Allen,5
Christine Hope,2,17,12,9,6,5,2,5
Anne Covey,,3,10,10,4,4,2,5
Mike George,,,1,8,1,1,0,5
Judy Olson,,,,0,0,3,0,5
Correale Stevens,,,,,1,3,2,5
Rebecca Warren,,,,,,0,2,5
