col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,1
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,1
Darrell L Clarke,3,28,15,14,11,6,5,1
Anthony Clark,,5,6,7,6,1,1,1
Lisa M Deeley,,,2,4,1,5,1,1
Carol A Jenkins,,,,0,2,0,3,1
Tracey L Gordon,,,,,0,2,0,1
Omar Sabir,,,,,,1,0,1
Will Mega,,,,,,,0,1
Total,48,35,19,17,11,9,6,1
,City Commissioners - Democrat,,,,,,District Council 5th District - Democrat,2
,Anthony Clark,Will Mega,Lisa M Deeley,Carol A Jenkins,Omar Sabir,Tracey L Gordon,Darrell L Clarke,2
Anthony Clark,1,6,6,4,3,1,20,2
Will Mega,,1,2,0,0,0,7,2
Lisa M Deeley,,,0,0,0,0,5,2
Carol A Jenkins,,,,0,0,0,6,2
Omar Sabir,,,,,1,0,1,2
Tracey L Gordon,,,,,,1,0,2
Darrell L Clarke,,,,,,,2,2
Total,27,10,8,6,4,2,26,2
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,3
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,3
Darrell L Clarke,19,68,25,14,16,10,8,3
Anthony Clark,,5,27,6,10,6,4,3
Lisa M Deeley,,,5,4,2,2,1,3
Carol A Jenkins,,,,4,2,1,3,3
Tracey L Gordon,,,,,0,0,1,3
Omar Sabir,,,,,,3,1,3
Will Mega,,,,,,,2,3
Total,106,83,43,22,17,15,12,3
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,4
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Will Mega,Omar Sabir,Tracey L Gordon,Carol A Jenkins,4
Darrell L Clarke,28,26,4,6,5,3,3,4
Anthony Clark,,1,3,1,3,2,2,4
Lisa M Deeley,,,1,0,1,0,0,4
Will Mega,,,,0,0,1,0,4
Omar Sabir,,,,,0,0,0,4
Tracey L Gordon,,,,,,2,0,4
Carol A Jenkins,,,,,,,1,4
Total,63,28,6,6,5,5,4,4
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,5
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,5
Darrell L Clarke,16,13,3,4,3,2,2,5
Anthony Clark,,2,4,3,1,0,0,5
Lisa M Deeley,,,1,0,0,2,0,5
Tracey L Gordon,,,,1,0,1,0,5
Carol A Jenkins,,,,,1,0,0,5
Will Mega,,,,,,0,0,5
Omar Sabir,,,,,,,1,5
Total,35,16,7,5,4,4,3,5
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,6
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,Carol A Jenkins,6
Darrell L Clarke,5,33,10,5,3,3,0,6
Anthony Clark,,4,10,5,1,1,0,6
Lisa M Deeley,,,0,0,0,1,0,6
Tracey L Gordon,,,,2,0,0,1,6
Omar Sabir,,,,,0,0,0,6
Will Mega,,,,,,0,0,6
Carol A Jenkins,,,,,,,0,6
Total,42,38,11,8,3,3,1,6
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,7
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Will Mega,Carol A Jenkins,Tracey L Gordon,Omar Sabir,7
Darrell L Clarke,9,23,6,4,3,2,1,7
Anthony Clark,,3,6,2,3,2,0,7
Lisa M Deeley,,,2,1,0,0,0,7
Will Mega,,,,1,0,0,0,7
Carol A Jenkins,,,,,0,1,0,7
Tracey L Gordon,,,,,,0,0,7
Omar Sabir,,,,,,,0,7
Total,35,27,9,5,4,3,1,7
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,8
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,8
Darrell L Clarke,9,23,5,6,5,2,3,8
Anthony Clark,,1,5,0,1,1,2,8
Lisa M Deeley,,,1,2,0,0,0,8
Tracey L Gordon,,,,1,2,0,0,8
Carol A Jenkins,,,,,1,1,0,8
Will Mega,,,,,,2,0,8
Omar Sabir,,,,,,,0,8
Total,41,26,8,7,6,4,3,8
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,9
,Darrell L Clarke,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Omar Sabir,Will Mega,Tracey L Gordon,9
Darrell L Clarke,11,30,8,5,5,3,3,9
Anthony Clark,,4,6,4,3,1,1,9
Carol A Jenkins,,,0,0,0,2,1,9
Lisa M Deeley,,,,1,0,0,0,9
Omar Sabir,,,,,1,0,0,9
Will Mega,,,,,,0,1,9
Tracey L Gordon,,,,,,,0,9
Total,47,34,9,6,6,4,3,9
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,10
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Will Mega,Omar Sabir,Carol A Jenkins,10
Darrell L Clarke,18,71,25,22,18,18,12,10
Anthony Clark,,26,20,12,10,9,3,10
Lisa M Deeley,,,0,3,5,3,1,10
Tracey L Gordon,,,,1,3,0,6,10
Will Mega,,,,,0,3,1,10
Omar Sabir,,,,,,0,1,10
Carol A Jenkins,,,,,,,3,10
Total,117,103,32,27,23,20,17,10
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,11
,Darrell L Clarke,Anthony Clark,Tracey L Gordon,Will Mega,Carol A Jenkins,Lisa M Deeley,Omar Sabir,11
Darrell L Clarke,15,35,13,12,9,11,5,11
Anthony Clark,,1,6,3,2,6,2,11
Tracey L Gordon,,,1,2,5,2,1,11
Will Mega,,,,1,2,2,0,11
Carol A Jenkins,,,,,1,3,1,11
Lisa M Deeley,,,,,,0,0,11
Omar Sabir,,,,,,,2,11
Total,71,39,19,15,14,13,7,11
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,12
,Darrell L Clarke,Lisa M Deeley,Anthony Clark,Omar Sabir,Carol A Jenkins,Will Mega,Tracey L Gordon,12
Darrell L Clarke,25,52,45,10,8,9,4,12
Lisa M Deeley,,6,17,1,2,2,1,12
Anthony Clark,,,3,5,6,5,3,12
Omar Sabir,,,,3,2,1,1,12
Carol A Jenkins,,,,,1,0,0,12
Will Mega,,,,,,0,0,12
Tracey L Gordon,,,,,,,1,12
Total,113,59,52,15,12,9,7,12
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,13
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Will Mega,Omar Sabir,Carol A Jenkins,Tracey L Gordon,13
Darrell L Clarke,25,66,15,11,11,9,8,13
Anthony Clark,,11,12,7,5,8,8,13
Lisa M Deeley,,,1,4,1,0,0,13
Will Mega,,,,0,2,0,0,13
Omar Sabir,,,,,2,0,1,13
Carol A Jenkins,,,,,,0,1,13
Tracey L Gordon,,,,,,,1,13
Total,103,79,19,15,14,11,11,13
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,14
,Darrell L Clarke,Anthony Clark,Will Mega,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Carol A Jenkins,14
Darrell L Clarke,11,32,12,10,8,5,4,14
Anthony Clark,,4,7,3,6,2,3,14
Will Mega,,,1,0,0,1,0,14
Tracey L Gordon,,,,0,1,3,2,14
Lisa M Deeley,,,,,2,0,0,14
Omar Sabir,,,,,,0,0,14
Carol A Jenkins,,,,,,,0,14
Total,58,39,13,11,10,7,6,14
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,15
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,15
Darrell L Clarke,13,47,15,13,8,8,4,15
Anthony Clark,,4,14,6,3,3,2,15
Lisa M Deeley,,,0,1,1,0,0,15
Tracey L Gordon,,,,1,3,0,0,15
Carol A Jenkins,,,,,0,0,0,15
Omar Sabir,,,,,,0,1,15
Will Mega,,,,,,,0,15
Total,76,53,16,14,9,8,4,15
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,16
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Will Mega,Tracey L Gordon,Carol A Jenkins,Omar Sabir,16
Darrell L Clarke,18,72,18,11,11,4,6,16
Anthony Clark,,4,14,6,7,3,2,16
Lisa M Deeley,,,2,4,1,2,1,16
Will Mega,,,,2,2,0,1,16
Tracey L Gordon,,,,,1,0,0,16
Carol A Jenkins,,,,,,0,1,16
Omar Sabir,,,,,,,0,16
Total,103,78,24,17,13,7,6,16
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,17
,Darrell L Clarke,Anthony Clark,Will Mega,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Carol A Jenkins,17
Darrell L Clarke,9,45,11,11,8,11,9,17
Anthony Clark,,6,6,7,9,4,2,17
Will Mega,,,1,2,1,3,0,17
Tracey L Gordon,,,,0,0,1,2,17
Lisa M Deeley,,,,,0,1,1,17
Omar Sabir,,,,,,0,0,17
Carol A Jenkins,,,,,,,0,17
Total,73,55,15,14,12,12,10,17
,City Commissioners - Democrat,,,,,,District Council 5th District - Democrat,18
,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Will Mega,Carol A Jenkins,Omar Sabir,Darrell L Clarke,18
Anthony Clark,15,65,3,6,0,1,28,18
Lisa M Deeley,,11,0,1,3,1,18,18
Tracey L Gordon,,,3,0,0,1,4,18
Will Mega,,,,0,0,0,5,18
Carol A Jenkins,,,,,0,0,5,18
Omar Sabir,,,,,,1,1,18
Darrell L Clarke,,,,,,,13,18
Total,95,82,8,7,5,4,48,18
,District Council 5th District - Democrat,City Commissioners - Democrat,,,,,,All
,Darrell L Clarke,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Will Mega,Carol A Jenkins,Omar Sabir,All
Darrell L Clarke,249,705,248,146,133,124,111,All
Anthony Clark,,100,234,85,69,60,52,All
Lisa M Deeley,,,35,14,27,21,16,All
Tracey L Gordon,,,,16,13,28,10,All
Will Mega,,,,,11,12,13,All
Carol A Jenkins,,,,,,12,6,All
Omar Sabir,,,,,,,15,All
Total,"1,205",907,384,185,172,164,142,All
