col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Allan Domb,Ed Neilson,Sherrie Cohen,Helen Gym,Frank Rizzo,Derek S Green,Paul Steinke,Jenne Ayers,William K Greenlee,Carla M Cain,Isaiah Thomas,Wilson Alexander,Blondell Reynolds Brown,W Wilson Goode Jr,Thomas Wyatt,Marnie Aument Loughrey,Christine Hope,Sharon Williams Losier,Daniel R Sulman,Christian Dicicco,Joffie C Pittman,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,1
Allan Domb,2,22,18,6,8,6,12,1,5,4,5,4,4,1,4,4,12,13,16,8,5,7,3,4,1
Ed Neilson,,2,11,5,3,1,5,0,4,1,2,1,3,2,2,1,9,5,15,7,1,3,3,2,1
Sherrie Cohen,,,0,8,11,5,7,7,4,8,5,2,0,1,4,1,15,9,6,9,6,5,2,4,1
Helen Gym,,,,8,3,3,7,4,2,5,3,2,2,2,1,3,10,5,3,6,4,2,3,1,1
Frank Rizzo,,,,,1,3,3,1,8,2,3,2,0,1,1,0,7,3,2,5,2,2,1,1,1
Derek S Green,,,,,,0,3,6,3,4,2,2,2,0,1,2,4,10,0,4,4,3,4,3,1
Paul Steinke,,,,,,,0,3,1,4,3,1,4,2,2,2,8,5,5,7,3,1,3,4,1
Jenne Ayers,,,,,,,,1,1,6,1,2,0,1,2,1,6,7,1,3,6,3,2,2,1
William K Greenlee,,,,,,,,,0,0,1,0,3,2,0,1,5,1,1,4,2,0,1,0,1
Carla M Cain,,,,,,,,,,0,0,1,0,0,2,1,7,5,1,4,4,1,2,3,1
Isaiah Thomas,,,,,,,,,,,1,2,2,2,1,1,4,4,2,3,3,4,2,0,1
Wilson Alexander,,,,,,,,,,,,1,0,0,1,1,2,5,1,2,3,4,0,1,1
Blondell Reynolds Brown,,,,,,,,,,,,,0,2,1,3,0,2,0,2,1,0,2,1,1
W Wilson Goode Jr,,,,,,,,,,,,,,0,1,0,4,3,0,0,0,1,1,0,1
Thomas Wyatt,,,,,,,,,,,,,,,0,1,3,3,2,0,2,1,0,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2,2,1,1,2,0,1,0,1
Christine Hope,,,,,,,,,,,,,,,,,1,9,8,10,4,2,3,2,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,0,4,4,4,5,3,3,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,2,2,3,1,1,2,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,0,1,3,3,2,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,0,2,3,1,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,1,1
