col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Ronald R Donatucci,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,All
Ronald R Donatucci,324,"1,296",963,877,383,239,224,170,136,All
Sharon Williams Losier,,117,774,659,219,130,112,96,47,All
Joffie C Pittman,,,59,507,224,66,52,38,106,All
Christine Hope,,,,87,112,128,130,79,56,All
Matthew Perks,,,,,17,48,29,35,66,All
Gary S Silver,,,,,,19,47,39,27,All
Christian Dicicco,,,,,,,14,26,18,All
Franklin A Bennett Iii,,,,,,,,4,6,All
Daniel R Sulman,,,,,,,,,7,All
Total,"2,223","1,539","1,156","1,072",451,312,255,190,189,All
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Ronald R Donatucci,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,Christian Dicicco,Daniel R Sulman,1
Ronald R Donatucci,13,41,35,30,14,11,9,2,1,1
Sharon Williams Losier,,7,30,22,6,3,6,2,0,1
Joffie C Pittman,,,1,23,4,5,5,1,2,1
Christine Hope,,,,1,7,5,1,0,1,1
Gary S Silver,,,,,0,5,5,1,0,1
Matthew Perks,,,,,,1,2,0,0,1
Franklin A Bennett Iii,,,,,,,0,0,0,1
Christian Dicicco,,,,,,,,2,0,1
Daniel R Sulman,,,,,,,,,0,1
Total,70,52,41,33,14,12,10,4,2,1
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Ronald R Donatucci,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,2
Ronald R Donatucci,6,56,38,31,14,8,8,6,7,2
Sharon Williams Losier,,2,32,31,10,10,2,6,5,2
Joffie C Pittman,,,3,23,12,5,8,1,2,2
Christine Hope,,,,1,4,5,3,4,5,2
Matthew Perks,,,,,1,1,5,1,1,2
Gary S Silver,,,,,,0,1,2,2,2
Daniel R Sulman,,,,,,,0,0,0,2
Christian Dicicco,,,,,,,,1,0,2
Franklin A Bennett Iii,,,,,,,,,0,2
Total,76,66,48,41,20,14,10,9,9,2
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Ronald R Donatucci,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,3
Ronald R Donatucci,7,45,39,27,8,7,5,2,2,3
Sharon Williams Losier,,2,34,20,6,6,3,0,1,3
Joffie C Pittman,,,2,21,5,2,5,0,0,3
Christine Hope,,,,2,2,3,3,1,1,3
Matthew Perks,,,,,1,1,0,1,1,3
Gary S Silver,,,,,,1,1,0,1,3
Daniel R Sulman,,,,,,,0,1,0,3
Christian Dicicco,,,,,,,,0,0,3
Franklin A Bennett Iii,,,,,,,,,0,3
Total,66,53,45,31,10,9,8,2,2,3
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Ronald R Donatucci,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,Christian Dicicco,Daniel R Sulman,4
Ronald R Donatucci,8,45,41,34,15,8,9,5,1,4
Sharon Williams Losier,,2,33,30,8,4,5,2,0,4
Christine Hope,,,6,25,4,3,2,3,0,4
Joffie C Pittman,,,,3,3,2,2,0,0,4
Matthew Perks,,,,,1,3,2,1,1,4
Franklin A Bennett Iii,,,,,,1,2,2,0,4
Gary S Silver,,,,,,,0,1,1,4
Christian Dicicco,,,,,,,,0,0,4
Daniel R Sulman,,,,,,,,,0,4
Total,74,50,48,38,16,10,9,5,1,4
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Ronald R Donatucci,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,5
