col_1,col_2,col_3,division
,City Commissioners - Republican,Register Of Wills - Republican,1
,Al Schmidt,Ross Feinberg,1
Al Schmidt,2,6,1
Ross Feinberg,,0,1
Total,8,6,1
,City Commissioners - Republican,Register Of Wills - Republican,2
,Al Schmidt,Ross Feinberg,2
Al Schmidt,0,7,2
Ross Feinberg,,0,2
Total,7,7,2
,City Commissioners - Republican,Register Of Wills - Republican,3
,Al Schmidt,Ross Feinberg,3
Al Schmidt,1,19,3
Ross Feinberg,,1,3
Total,20,20,3
,City Commissioners - Republican,Register Of Wills - Republican,4
,Al Schmidt,Ross Feinberg,4
Al Schmidt,9,65,4
Ross Feinberg,,1,4
Total,74,66,4
,City Commissioners - Republican,Register Of Wills - Republican,5
,Al Schmidt,Ross Feinberg,5
Al Schmidt,4,27,5
Ross Feinberg,,0,5
Total,31,27,5
,City Commissioners - Republican,Register Of Wills - Republican,6
,Al Schmidt,Ross Feinberg,6
Al Schmidt,3,22,6
Ross Feinberg,,1,6
Total,25,23,6
,City Commissioners - Republican,Register Of Wills - Republican,7
,Al Schmidt,Ross Feinberg,7
Al Schmidt,3,24,7
Ross Feinberg,,3,7
Total,27,27,7
,Register Of Wills - Republican,City Commissioners - Republican,8
,Ross Feinberg,Al Schmidt,8
Ross Feinberg,1,14,8
Al Schmidt,,0,8
Total,15,14,8
,City Commissioners - Republican,Register Of Wills - Republican,9
,Al Schmidt,Ross Feinberg,9
Al Schmidt,2,28,9
Ross Feinberg,,2,9
Total,30,30,9
,City Commissioners - Republican,Register Of Wills - Republican,10
,Al Schmidt,Ross Feinberg,10
Al Schmidt,2,26,10
Ross Feinberg,,1,10
Total,28,27,10
,City Commissioners - Republican,Register Of Wills - Republican,11
,Al Schmidt,Ross Feinberg,11
Al Schmidt,2,24,11
Ross Feinberg,,1,11
Total,26,25,11
,City Commissioners - Republican,Register Of Wills - Republican,12
,Al Schmidt,Ross Feinberg,12
Al Schmidt,0,28,12
Ross Feinberg,,0,12
Total,28,28,12
,City Commissioners - Republican,Register Of Wills - Republican,13
,Al Schmidt,Ross Feinberg,13
Al Schmidt,4,24,13
Ross Feinberg,,4,13
Total,28,28,13
,City Commissioners - Republican,Register Of Wills - Republican,14
,Al Schmidt,Ross Feinberg,14
Al Schmidt,3,9,14
Ross Feinberg,,2,14
Total,12,11,14
,City Commissioners - Republican,Register Of Wills - Republican,15
,Al Schmidt,Ross Feinberg,15
Al Schmidt,0,6,15
Ross Feinberg,,0,15
Total,6,6,15
,City Commissioners - Republican,Register Of Wills - Republican,16
,Al Schmidt,Ross Feinberg,16
Al Schmidt,7,51,16
Ross Feinberg,,1,16
Total,58,52,16
,City Commissioners - Republican,Register Of Wills - Republican,17
,Al Schmidt,Ross Feinberg,17
Al Schmidt,2,16,17
Ross Feinberg,,2,17
Total,18,18,17
,City Commissioners - Republican,Register Of Wills - Republican,18
,Al Schmidt,Ross Feinberg,18
Al Schmidt,3,6,18
Ross Feinberg,,1,18
Total,9,7,18
,City Commissioners - Republican,Register Of Wills - Republican,19
,Al Schmidt,Ross Feinberg,19
Al Schmidt,1,35,19
Ross Feinberg,,0,19
Total,36,35,19
,City Commissioners - Republican,Register Of Wills - Republican,20
,Al Schmidt,Ross Feinberg,20
Al Schmidt,0,15,20
Ross Feinberg,,0,20
Total,15,15,20
,City Commissioners - Republican,Register Of Wills - Republican,21
,Al Schmidt,Ross Feinberg,21
Al Schmidt,7,39,21
Ross Feinberg,,0,21
Total,46,39,21
,Register Of Wills - Republican,City Commissioners - Republican,22
