col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Derek S Green,Isaiah Thomas,Blondell Reynolds Brown,William K Greenlee,Ed Neilson,W Wilson Goode Jr,Allan Domb,Jenne Ayers,Sherrie Cohen,Thomas Wyatt,Helen Gym,Wilson Alexander,Carla M Cain,Paul Steinke,Frank Rizzo,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Derek S Green,118,"1,747","1,457","1,294","1,130",500,468,375,286,332,241,251,162,181,123,66,"1,939","1,332","1,234",556,421,357,203,191,All
Isaiah Thomas,,257,"1,462","1,245","1,119",646,418,217,314,247,274,94,105,170,149,39,"1,607","1,272","1,148",462,275,351,176,175,All
Blondell Reynolds Brown,,,57,"1,123",914,668,400,245,354,194,283,117,128,117,175,49,"1,444","1,332","1,055",489,253,187,180,196,All
William K Greenlee,,,,9,"1,059",312,232,93,143,75,120,44,49,51,79,32,"1,211",942,"1,025",218,121,288,74,103,All
Ed Neilson,,,,,6,158,115,44,100,58,91,20,29,36,33,21,"1,090",845,922,149,68,242,43,63,All
W Wilson Goode Jr,,,,,,28,257,139,243,106,203,69,72,83,152,24,536,449,266,363,181,121,123,141,All
Allan Domb,,,,,,,49,171,173,217,129,109,149,73,86,39,419,420,218,252,213,96,154,122,All
Jenne Ayers,,,,,,,,41,134,118,106,177,119,47,40,36,407,278,144,279,224,69,95,62,All
Sherrie Cohen,,,,,,,,,12,116,149,68,108,55,92,34,344,325,202,195,143,90,98,103,All
Thomas Wyatt,,,,,,,,,,13,63,93,134,128,51,30,236,260,108,171,159,69,152,63,All
Helen Gym,,,,,,,,,,,18,33,65,61,51,29,289,266,154,184,92,96,71,66,All
Wilson Alexander,,,,,,,,,,,,11,49,35,23,21,229,122,74,174,186,30,70,47,All
Carla M Cain,,,,,,,,,,,,,4,25,26,22,187,226,82,101,90,39,112,49,All
Paul Steinke,,,,,,,,,,,,,,0,15,22,141,130,88,94,57,41,44,36,All
Frank Rizzo,,,,,,,,,,,,,,,5,12,136,116,100,96,81,47,54,62,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,1,66,67,49,33,29,13,20,26,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,60,"1,340","1,225",475,305,299,161,140,All
Christine Hope,,,,,,,,,,,,,,,,,,39,969,369,184,104,167,153,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,3,109,69,273,71,62,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,26,280,103,80,71,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,,15,66,80,67,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,3,33,23,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,7,81,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"3,038","2,817","2,304","1,647","1,348","1,107","1,025",732,655,614,567,415,391,312,310,129,"2,691","2,028","1,539","1,002",702,494,429,332,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Derek S Green,Isaiah Thomas,Blondell Reynolds Brown,William K Greenlee,Allan Domb,Ed Neilson,W Wilson Goode Jr,Jenne Ayers,Thomas Wyatt,Paul Steinke,Wilson Alexander,Helen Gym,Sherrie Cohen,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,1
Derek S Green,6,59,36,37,23,28,14,15,14,10,11,5,11,5,1,3,51,33,26,20,21,17,9,6,1
Isaiah Thomas,,9,29,32,20,28,20,4,6,13,6,8,9,2,6,1,42,24,28,15,12,18,6,5,1
Blondell Reynolds Brown,,,1,29,11,17,18,9,7,9,3,7,10,5,6,3,30,24,18,15,9,9,10,3,1
William K Greenlee,,,,1,11,27,8,4,1,4,2,8,3,0,2,1,29,15,20,7,7,15,5,2,1
Allan Domb,,,,,2,5,7,4,9,4,3,3,5,7,2,0,14,12,5,11,6,4,5,7,1
Ed Neilson,,,,,,0,8,2,5,0,1,7,4,0,1,2,26,14,20,2,3,11,3,2,1
W Wilson Goode Jr,,,,,,,1,3,4,4,4,7,5,1,6,4,14,10,10,8,4,7,4,3,1
Jenne Ayers,,,,,,,,2,4,3,10,4,4,5,0,0,16,7,2,10,14,2,6,3,1
Thomas Wyatt,,,,,,,,,0,7,2,3,3,5,0,3,9,14,4,5,4,1,4,7,1
Paul Steinke,,,,,,,,,,0,1,3,0,1,1,0,9,8,2,7,4,3,2,1,1
Wilson Alexander,,,,,,,,,,,0,2,1,2,0,1,11,4,1,11,11,2,1,2,1
Helen Gym,,,,,,,,,,,,0,4,3,1,2,12,6,7,4,1,3,4,2,1
Sherrie Cohen,,,,,,,,,,,,,0,5,2,2,12,10,6,4,3,3,4,1,1
Carla M Cain,,,,,,,,,,,,,,0,0,1,6,6,3,2,3,0,3,5,1
Frank Rizzo,,,,,,,,,,,,,,,1,1,4,2,1,3,1,2,2,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,3,3,3,3,2,1,1,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,3,30,29,20,13,12,8,3,1
Christine Hope,,,,,,,,,,,,,,,,,,0,14,11,6,3,8,5,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,0,2,0,11,1,2,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,0,15,5,3,1,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,0,6,3,2,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,1,1,4,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,3,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,109,96,58,49,38,38,33,28,25,18,18,17,17,13,10,6,80,49,37,32,32,24,15,13,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
