col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Will Mega,Blondell Reynolds Brown,Derek S Green,Sherrie Cohen,Helen Gym,Isaiah Thomas,William K Greenlee,W Wilson Goode Jr,Paul Steinke,Allan Domb,Thomas Wyatt,Jenne Ayers,Carla M Cain,Ed Neilson,Wilson Alexander,Frank Rizzo,Marnie Aument Loughrey,1
Anthony Clark,5,8,6,4,7,4,21,23,18,8,15,20,13,4,9,9,11,5,13,10,3,3,1
Carol A Jenkins,,0,6,3,1,3,11,8,15,19,9,7,6,11,6,6,8,7,1,4,2,2,1
Lisa M Deeley,,,0,3,2,4,10,6,11,10,6,6,5,6,5,8,8,8,7,3,4,3,1
Omar Sabir,,,,0,6,2,13,8,8,4,14,7,8,3,4,4,3,5,3,2,3,1,1
Tracey L Gordon,,,,,0,2,10,9,8,10,11,6,9,3,5,8,4,6,2,4,2,1,1
Will Mega,,,,,,0,5,10,4,7,6,3,3,3,2,5,8,3,3,3,2,4,1
Blondell Reynolds Brown,,,,,,,0,10,26,14,18,23,20,4,7,6,7,9,13,4,4,1,1
Derek S Green,,,,,,,,2,10,9,15,6,7,7,9,15,9,5,5,11,3,4,1
Sherrie Cohen,,,,,,,,,0,20,13,19,16,9,4,8,12,7,10,2,3,3,1
Helen Gym,,,,,,,,,,2,14,9,10,16,6,12,10,9,3,3,1,3,1
Isaiah Thomas,,,,,,,,,,,1,12,12,9,13,8,7,5,7,4,4,5,1
William K Greenlee,,,,,,,,,,,,0,16,3,8,3,3,3,12,3,2,0,1
W Wilson Goode Jr,,,,,,,,,,,,,1,3,6,3,4,3,8,2,3,0,1
Paul Steinke,,,,,,,,,,,,,,1,6,11,2,2,3,1,2,4,1
Allan Domb,,,,,,,,,,,,,,,4,9,2,2,3,2,0,1,1
Thomas Wyatt,,,,,,,,,,,,,,,,0,5,4,2,6,2,3,1
Jenne Ayers,,,,,,,,,,,,,,,,,0,11,2,4,2,3,1
Carla M Cain,,,,,,,,,,,,,,,,,,0,2,2,2,2,1
Ed Neilson,,,,,,,,,,,,,,,,,,,0,0,1,1,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,1,2,1,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,0,3,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,1
Total,53,28,23,23,21,17,48,46,43,42,41,33,32,28,27,26,24,19,19,17,11,10,1
,City Commissioners - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Tracey L Gordon,Will Mega,Blondell Reynolds Brown,Derek S Green,William K Greenlee,W Wilson Goode Jr,Isaiah Thomas,Allan Domb,Sherrie Cohen,Jenne Ayers,Ed Neilson,Thomas Wyatt,Wilson Alexander,Helen Gym,Paul Steinke,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,2
Anthony Clark,7,22,7,13,10,11,46,45,33,36,22,20,29,21,24,17,15,7,11,9,8,6,2
Lisa M Deeley,,0,3,1,0,0,22,7,20,13,7,4,17,2,18,2,0,2,3,1,3,4,2
Omar Sabir,,,0,2,2,2,12,9,9,6,8,5,5,6,3,4,3,6,4,2,2,1,2
Carol A Jenkins,,,,0,3,0,6,7,8,7,6,7,7,3,2,8,4,6,4,2,1,1,2
Tracey L Gordon,,,,,0,0,5,8,5,5,7,9,3,4,2,4,3,2,3,5,1,0,2
Will Mega,,,,,,0,3,9,2,2,5,7,0,8,1,7,4,1,3,3,2,0,2
Blondell Reynolds Brown,,,,,,,2,16,33,30,15,11,22,8,24,7,3,6,7,3,5,5,2
Derek S Green,,,,,,,,1,15,11,12,14,10,17,8,11,11,2,8,7,6,1,2
William K Greenlee,,,,,,,,,0,23,10,7,22,6,23,7,3,4,4,3,5,2,2
W Wilson Goode Jr,,,,,,,,,,1,13,6,23,3,14,5,1,4,4,2,6,0,2
Isaiah Thomas,,,,,,,,,,,1,15,7,6,6,1,2,7,9,2,4,4,2
Allan Domb,,,,,,,,,,,,3,4,7,4,7,4,5,7,5,5,3,2
Sherrie Cohen,,,,,,,,,,,,,0,5,16,5,3,7,3,1,4,1,2
Jenne Ayers,,,,,,,,,,,,,,1,2,8,10,3,2,3,1,2,2
Ed Neilson,,,,,,,,,,,,,,,0,2,0,3,5,0,0,3,2
Thomas Wyatt,,,,,,,,,,,,,,,,1,7,3,2,3,1,1,2
Wilson Alexander,,,,,,,,,,,,,,,,,0,3,2,3,0,0,2
Helen Gym,,,,,,,,,,,,,,,,,,1,5,0,3,1,2
Paul Steinke,,,,,,,,,,,,,,,,,,,0,1,2,0,2
Carla M Cain,,,,,,,,,,,,,,,,,,,,1,1,1,2
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,1,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,2
Total,108,29,21,19,18,15,60,56,45,43,37,36,35,29,28,25,19,17,16,13,12,6,2
