col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
Ken Powell,,,,,,,,,,,,,,,,,,1,28,24,20,20,17,16,15,17,14,8,11,8,3,2,1,2,1,3,3,3,2,3,3,2,2,1,3,3,3,1,0,2,1,0,0,2,0,1,0,0,0,1
Tracy B Roman,,,,,,,,,,,,,,,,,,,1,26,16,18,15,15,13,15,14,6,12,4,1,1,1,1,1,2,0,0,2,1,2,0,0,0,0,1,0,2,0,2,0,1,0,1,0,0,1,0,0,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,2,13,15,14,14,12,14,13,4,11,3,0,1,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,1
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,0,19,18,14,14,14,14,5,10,6,3,4,4,1,1,3,3,3,2,4,3,2,1,3,2,2,3,2,0,1,1,0,0,1,0,1,0,0,0,1
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,0,16,16,13,16,16,4,11,3,4,3,3,2,1,2,2,1,0,0,3,3,1,2,2,0,1,2,1,1,2,0,1,1,0,0,0,0,0,1
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,0,17,16,14,16,4,12,2,2,5,4,2,3,2,2,3,4,5,2,4,0,3,2,1,2,0,1,0,1,1,1,0,1,2,0,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,0,16,18,16,2,14,3,4,2,3,2,2,1,1,2,4,3,3,4,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,0,13,14,1,13,4,2,1,2,2,0,1,2,2,2,3,2,1,1,1,1,2,2,1,1,0,1,1,2,0,2,1,0,0,0,1
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,2,12,1,1,1,1,0,0,0,1,0,1,1,2,1,1,0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,12,0,1,2,1,1,1,0,1,0,1,1,2,1,0,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,1,0,1,1,3,0,1,1,0,2,1,1,1,2,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,2,0,1,0,2,0,0,1,1,1,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,3,1,4,2,3,3,2,3,1,2,1,2,3,2,2,0,2,1,1,1,1,0,1,1,0,0,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,2,2,2,3,2,1,2,4,2,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,2,2,1,3,2,2,3,0,4,2,1,2,1,1,1,1,1,1,0,0,1,1,0,0,1
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,1,1,2,2,1,2,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,2,1,2,1,1,1,1,0,0,1,1,0,1,0,2,1,0,0,0,0,0,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,2,1,1,2,1,0,2,0,1,1,2,0,1,1,2,1,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,0,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,0,3,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,2,0,1,1,0,1,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,0,1,0,1,0,0,1,0,0,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,0,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,47,39,29,27,25,22,22,17,12,12,9,6,5,4,3,3,45,38,35,31,26,25,25,25,22,19,18,17,15,12,10,10,9,8,7,6,6,6,6,6,6,6,5,5,4,4,4,4,3,3,3,3,2,2,2,2,1,1,0,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Isaiah Thomas,William K Greenlee,Jenne Ayers,Sherrie Cohen,Allan Domb,Ed Neilson,Wilson Alexander,Helen Gym,Carla M Cain,Frank Rizzo,Paul Steinke,Thomas Wyatt,Marnie Aument Loughrey,Lyris Younge,Ken Powell,Daine Grey Jr,Tracy B Roman,Kai Scott,Scott Diclaudio,Stephanie M Sawyer,Mia Roberts Perez,Leon Goodman,Michael Fanning,Abbe Fletman,Chris Mallios,Vincent N Melchiorre,Lynne M Summers,Frances Fattah,Deborah Watson Stokes,Jennifer Schultz,Edward William Louden Jr,Wayne M D Bennett,Jon Marshall,Leon A King Ii,Shanese Johnson,Rania Major,Vincent Furlong,Sherman Toppin,Thomas Martin,Sandjai Weaver,Stella Tsai,Starr Marshall Cash,Betsy Wahl,Brian T Ortelere,Chris Mccabe,Joshua Hill,Lucretia Clemons,Marissa Brumbach,Tangie M Boston,James F Berardinelli,Rainy Papademetriou,Vince Giusini,Franklin A Bennett Iii,Jodi Lobel,Anthony Kyriakakis,William J Ciancaglini,2
Blondell Reynolds Brown,5,50,21,30,31,15,27,11,25,7,7,7,5,5,6,0,41,33,38,31,33,24,32,31,18,20,17,21,19,15,18,16,11,7,14,7,15,13,9,9,9,8,4,8,8,5,2,5,6,5,4,5,2,3,2,3,2,2,0,2
W Wilson Goode Jr,,2,13,28,28,11,20,8,23,3,10,3,5,3,3,0,27,24,30,21,30,17,32,25,13,17,13,19,17,9,13,13,5,3,9,3,8,8,6,6,8,5,7,8,7,5,1,4,2,5,1,5,1,2,0,1,1,1,0,2
Derek S Green,,,4,18,3,12,8,11,1,11,4,7,5,5,2,0,17,14,15,14,11,10,10,10,16,6,3,2,2,13,7,10,9,9,10,9,8,9,5,5,5,6,4,3,2,2,3,3,5,3,3,3,1,0,2,1,3,0,0,2
Isaiah Thomas,,,,0,11,12,10,6,8,4,10,2,3,5,1,0,20,13,21,13,20,8,20,16,10,13,6,8,7,14,10,12,8,2,10,6,8,10,8,7,9,4,7,7,4,3,2,4,3,4,5,3,1,0,3,2,2,0,0,2
William K Greenlee,,,,,0,2,19,5,23,0,4,1,3,2,3,0,23,20,22,15,21,17,24,21,5,15,14,19,16,5,9,7,3,2,7,2,6,6,4,1,3,3,0,2,5,2,1,3,1,3,1,2,1,1,1,1,0,0,0,2
Jenne Ayers,,,,,,1,7,4,1,8,4,4,0,2,2,0,15,12,11,17,7,9,6,6,13,2,3,0,2,10,5,5,6,8,5,7,4,7,6,2,2,3,6,4,1,2,2,1,2,1,3,2,1,1,2,3,2,1,0,2
Sherrie Cohen,,,,,,,0,1,13,3,4,4,2,1,3,0,21,17,21,21,18,15,18,20,10,11,11,14,15,7,8,8,6,1,6,1,5,9,5,3,3,3,2,5,1,3,0,1,5,4,4,3,0,1,1,2,2,1,0,2
Allan Domb,,,,,,,,2,3,2,1,5,3,4,3,0,8,7,6,4,6,5,5,6,4,4,4,3,3,6,2,2,9,5,2,3,4,2,2,4,1,1,2,2,1,1,3,1,2,2,1,0,1,1,2,1,2,0,0,2
Ed Neilson,,,,,,,,,0,0,2,0,0,1,0,0,19,16,16,11,18,15,20,18,3,13,11,17,14,1,4,6,1,0,1,1,3,1,0,1,4,0,0,1,4,0,0,4,0,2,0,0,1,0,0,0,0,0,0,2
Wilson Alexander,,,,,,,,,,1,1,3,0,1,1,0,8,7,6,9,2,7,2,2,6,1,3,0,1,5,4,3,2,7,4,4,3,3,2,3,2,2,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1,1,0,2
Helen Gym,,,,,,,,,,,0,2,1,1,1,0,4,2,4,5,7,4,4,5,4,1,0,0,1,7,2,4,4,1,2,2,2,4,6,1,1,0,3,2,1,1,0,0,0,1,3,1,0,2,1,1,1,0,0,2
Carla M Cain,,,,,,,,,,,,0,1,2,2,0,5,5,7,6,3,3,4,4,6,1,3,1,2,6,1,4,4,4,2,1,1,2,3,2,2,2,1,1,2,2,2,2,1,0,2,1,2,3,0,3,1,0,0,2
Frank Rizzo,,,,,,,,,,,,,1,2,1,0,3,5,5,2,5,4,4,5,5,3,3,3,3,2,4,3,1,1,4,1,3,1,1,0,0,2,1,1,0,1,0,1,0,0,1,2,0,0,1,0,2,0,0,2
Paul Steinke,,,,,,,,,,,,,,0,0,0,6,6,4,2,6,4,4,3,1,3,3,3,3,2,2,1,1,2,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2
Thomas Wyatt,,,,,,,,,,,,,,,0,0,4,3,5,2,5,3,3,3,3,1,2,1,2,2,3,1,4,0,2,2,3,2,3,3,0,0,0,0,0,0,1,0,2,0,0,1,1,2,0,0,0,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lyris Younge,,,,,,,,,,,,,,,,,1,37,34,37,32,35,29,30,13,19,19,22,22,11,10,11,6,8,11,8,8,6,4,6,7,2,3,3,6,2,3,5,4,3,4,2,2,2,2,3,1,0,0,2
Ken Powell,,,,,,,,,,,,,,,,,,0,25,31,23,33,25,25,15,18,20,19,19,8,11,5,7,8,12,11,8,6,6,6,0,3,1,2,1,1,1,1,3,3,2,0,2,1,1,3,0,0,0,2
Daine Grey Jr,,,,,,,,,,,,,,,,,,,0,26,28,22,26,28,12,15,21,19,18,9,12,11,8,3,11,3,9,7,6,7,9,7,4,6,6,4,4,4,4,3,4,5,3,3,3,2,2,1,0,2
Tracy B Roman,,,,,,,,,,,,,,,,,,,,1,17,29,20,24,16,13,16,14,16,12,5,8,9,8,8,6,6,7,9,3,3,5,3,6,1,3,2,1,4,3,4,3,2,2,2,3,1,1,0,2
Kai Scott,,,,,,,,,,,,,,,,,,,,,0,22,32,26,8,20,16,22,21,8,9,10,3,2,7,4,7,5,5,5,6,1,7,3,6,2,1,5,2,2,2,3,0,2,1,2,2,0,0,2
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,,0,21,22,11,13,19,18,20,6,6,4,5,6,6,8,5,2,3,3,0,0,1,1,1,0,2,0,1,2,1,1,2,2,2,1,1,0,0,2
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,0,27,9,20,17,22,21,7,8,13,5,2,6,3,6,7,5,4,8,1,6,5,5,2,1,5,1,4,1,3,1,1,0,2,0,0,0,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,0,9,18,19,23,20,9,10,8,7,2,9,2,5,4,7,1,5,3,1,3,5,4,1,5,2,5,2,2,0,2,1,0,1,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,2,7,9,9,7,8,5,9,8,7,8,5,3,5,3,5,2,4,0,1,4,2,3,4,1,3,1,2,3,1,0,2
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,17,14,3,3,5,2,1,5,4,2,4,4,4,5,1,2,2,4,0,2,4,0,1,2,0,0,0,2,1,1,0,0,2
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,4,5,0,3,1,7,2,3,0,1,2,0,2,0,1,0,0,4,0,0,1,0,0,3,1,2,0,0,0,0,2
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,1,4,4,1,1,4,0,2,1,0,0,4,0,0,1,5,0,0,4,1,1,0,0,0,0,0,0,0,0,0,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,1,0,0,4,0,3,1,0,2,1,1,2,2,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,2
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,7,5,9,2,5,9,8,1,2,4,3,2,2,2,2,1,3,2,4,4,1,2,3,4,1,0,0,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,2,10,4,8,8,3,5,1,6,2,2,1,3,0,1,1,2,1,2,0,1,0,0,2,1,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,2,2,6,8,4,4,6,2,4,5,5,3,1,6,2,3,2,5,1,1,0,2,1,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,5,3,4,6,7,4,1,1,0,3,1,2,3,0,4,3,2,1,2,1,2,0,1,0,0,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,2,4,2,1,0,1,1,0,3,1,1,1,1,0,0,2,0,2,1,2,0,0,0,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,5,4,3,1,3,0,0,0,0,2,0,2,1,3,1,1,0,4,1,1,1,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,5,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,5,1,2,2,2,1,1,1,0,3,0,1,4,2,1,1,0,0,1,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,2,3,3,4,1,2,0,1,2,3,2,4,0,0,1,2,1,1,0,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,3,2,3,1,0,2,2,3,2,0,3,2,2,1,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,2,0,0,3,0,2,1,1,1,3,1,1,0,1,1,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,4,0,1,4,1,1,2,0,0,0,1,1,1,2,0,2
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,3,1,1,2,1,1,1,1,0,1,1,2,1,0,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,1,1,0,1,0,2,0,0,0,1,1,1,0,2
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,1,0,2,3,1,3,0,0,0,1,1,1,0,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,4,1,0,0,1,0,2,0,1,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,0,3,0,1,0,0,1,0,0,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3,1,2,0,0,0,0,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,0,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,1,0,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,81,63,44,44,36,32,32,30,26,17,14,13,10,10,10,0,58,50,49,49,42,41,41,39,31,26,24,24,24,23,21,19,19,17,17,16,16,16,13,13,11,10,9,9,8,6,6,6,6,6,6,6,5,5,5,4,4,2,0,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,3
