col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Anthony Clark,"8,969","12,188","8,538","9,025","7,706","6,653","36,531","26,045","26,028","14,528","17,094","6,494","9,022","6,975",All
Lisa M Deeley,,"2,635","9,167","4,369","8,128","2,315","22,549","26,049","16,523","14,948","8,162","8,574","4,037","2,955",All
Carol A Jenkins,,,"2,260","6,598","2,119","1,632","12,506","16,031","14,818","8,879","11,641","9,829","6,072","3,567",All
Tracey L Gordon,,,,"2,139","2,852","2,029","13,488","15,559","9,133","8,078","7,208","4,330","6,287","3,658",All
Omar Sabir,,,,,"2,932","2,369","15,618","14,135","10,098","8,464","5,012","4,638","3,267","3,165",All
Will Mega,,,,,,"1,519","9,185","5,201","8,989","3,399","6,786","3,122","2,641","1,720",All
Sharon Williams Losier,,,,,,,"3,009","32,555","25,253","14,688","11,929","4,623","6,321","4,449",All
Christine Hope,,,,,,,,"2,600","20,047","16,913","8,765","5,653","6,789","5,499",All
Joffie C Pittman,,,,,,,,,"1,983","5,944","16,959","12,747","3,544","2,553",All
Christian Dicicco,,,,,,,,,,"3,839","5,250","4,274","4,342","3,230",All
Matthew Perks,,,,,,,,,,,"1,442","9,217","3,812","2,408",All
Daniel R Sulman,,,,,,,,,,,,611,"2,550","1,239",All
Gary S Silver,,,,,,,,,,,,,729,"2,660",All
Franklin A Bennett Iii,,,,,,,,,,,,,,264,All
Total,"74,989","47,098","37,577","31,796","30,915","20,450","70,009","63,606","55,585","38,345","36,632","23,818","19,042","12,662",All
