col_1,col_2,col_3,col_4,col_5,division
,District Council 2nd District - Democrat,,Judge Of The Commonwealth Court - Democrat,,All
,Ori C Feibush,Kenyatta Johnson,Michael Wojcik,Todd Eagen,All
Ori C Feibush,209,0,54,47,All
Kenyatta Johnson,,44,25,29,All
Michael Wojcik,,,7,0,All
Todd Eagen,,,,10,All
Total,310,98,86,86,All
,District Council 2nd District - Democrat,,Judge Of The Commonwealth Court - Democrat,,14
,Ori C Feibush,Kenyatta Johnson,Michael Wojcik,Todd Eagen,14
Ori C Feibush,35,0,14,12,14
Kenyatta Johnson,,11,7,5,14
Michael Wojcik,,,2,0,14
Todd Eagen,,,,0,14
Total,61,23,23,17,14
,District Council 2nd District - Democrat,,Judge Of The Commonwealth Court - Democrat,,36
,Ori C Feibush,Kenyatta Johnson,Michael Wojcik,Todd Eagen,36
Ori C Feibush,109,0,22,13,36
Kenyatta Johnson,,15,10,13,36
Michael Wojcik,,,3,0,36
Todd Eagen,,,,5,36
Total,144,38,35,31,36
,District Council 2nd District - Democrat,,Judge Of The Commonwealth Court - Democrat,,41
,Ori C Feibush,Kenyatta Johnson,Todd Eagen,Michael Wojcik,41
Ori C Feibush,65,0,22,18,41
Kenyatta Johnson,,18,11,8,41
Todd Eagen,,,5,0,41
Michael Wojcik,,,,2,41
Total,105,37,38,28,41
