col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
Rainy Papademetriou,,,,,,,,,,82,719,"1,261","1,079",805,"1,667","1,429","1,050",697,820,478,704,"1,345","1,050",470,438,856,985,613,406,719,288,584,597,522,374,237,243,316,222,293,99,92,149,113,All
Stephanie M Sawyer,,,,,,,,,,,25,"1,606","1,011",494,410,944,989,287,"1,325",731,"1,230",477,668,"1,073",834,411,349,524,198,480,394,409,609,281,504,551,394,308,293,222,174,299,204,285,All
Chris Mallios,,,,,,,,,,,,37,600,476,850,"1,148",901,173,"1,497",271,"1,319",918,594,495,252,340,546,503,120,536,249,495,248,169,155,137,165,266,165,214,105,75,129,127,All
Jennifer Schultz,,,,,,,,,,,,,68,939,918,"1,049","1,042",693,358,660,277,592,734,824,"1,002",473,808,575,567,610,496,411,708,658,615,522,451,382,385,382,203,234,209,206,All
Leon Goodman,,,,,,,,,,,,,,58,783,627,531,"1,287",255,634,268,591,552,577,605,575,637,751,"1,070",359,560,260,284,535,328,372,343,386,362,299,248,187,177,144,All
Brian T Ortelere,,,,,,,,,,,,,,,67,991,645,493,596,407,409,926,655,287,265,579,934,548,421,330,354,561,188,494,278,148,178,283,245,264,171,103,119,70,All
Stella Tsai,,,,,,,,,,,,,,,,24,"1,260",225,461,504,319,"1,101",927,771,611,285,574,656,172,638,280,452,584,229,497,425,363,364,219,275,110,181,135,201,All
Betsy Wahl,,,,,,,,,,,,,,,,,38,204,418,482,291,732,826,837,727,294,325,532,159,693,259,467,694,217,488,439,280,320,205,242,129,172,167,187,All
Jon Marshall,,,,,,,,,,,,,,,,,,62,151,363,367,467,417,243,370,611,521,354,"1,008",339,368,140,346,435,263,216,212,222,264,241,161,97,123,111,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,10,339,"1,397",362,411,319,230,510,300,196,91,250,157,488,197,185,129,179,183,173,120,248,110,83,186,89,All
Frances Fattah,,,,,,,,,,,,,,,,,,,,64,381,286,474,786,713,631,292,630,304,224,401,290,348,409,463,549,399,346,364,208,259,260,190,217,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,16,439,416,318,244,580,269,236,125,330,260,278,371,214,222,154,153,214,174,171,187,116,144,110,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,36,769,345,315,459,571,609,193,622,341,352,465,248,228,155,203,283,224,317,125,64,163,74,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,13,689,628,702,260,546,182,628,292,422,739,199,450,434,333,240,240,204,172,183,129,173,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,21,822,392,312,523,217,502,340,408,602,293,498,560,388,307,300,176,202,324,174,293,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,22,453,285,454,283,433,374,249,565,363,551,571,354,345,311,237,234,234,194,211,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,26,312,397,296,368,431,387,394,358,308,326,267,333,312,303,231,124,150,130,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,38,367,434,266,377,228,212,490,205,153,202,281,251,363,157,95,184,72,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,278,278,510,245,229,308,351,341,287,320,347,255,210,173,138,135,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,105,291,123,102,352,178,173,159,190,188,226,134,68,102,67,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,188,288,600,155,297,231,208,199,153,157,98,95,123,91,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,166,208,319,335,248,238,299,296,352,283,158,134,80,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,225,191,153,167,158,192,163,208,101,79,165,140,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,152,400,304,235,176,129,172,98,151,89,161,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,212,227,193,214,196,247,174,112,174,78,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,400,319,185,190,151,206,209,108,165,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,349,216,208,174,166,188,108,203,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,129,210,212,135,141,95,131,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,219,176,166,107,106,85,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,178,154,86,85,117,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,111,73,157,69,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,109,104,59,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,73,104,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,83,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,All
Total,"15,738","5,822","5,662","5,478","5,428","4,480","4,423","4,367","4,351","3,932","3,682","3,629","3,484","3,424","3,009","2,989","2,731","2,632","2,632","2,547","2,513","2,461","2,411","2,356","2,203","2,202","2,077","2,066","1,999","1,783","1,634","1,630","1,630","1,598","1,547","1,419","1,313","1,214","1,180","1,173",753,725,712,632,All
