col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 9th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Cherelle Parker,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,William K Greenlee,Sherrie Cohen,Allan Domb,Jenne Ayers,Ed Neilson,Helen Gym,Wilson Alexander,Thomas Wyatt,Carla M Cain,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,All
Cherelle Parker,144,737,699,631,577,483,437,344,342,305,247,227,190,156,144,104,71,All
Derek S Green,,35,284,358,230,240,151,180,164,144,105,141,127,65,53,57,36,All
Blondell Reynolds Brown,,,19,361,444,331,312,175,124,214,125,64,78,79,87,61,40,All
Isaiah Thomas,,,,30,365,285,187,179,111,176,163,68,70,58,63,64,12,All
W Wilson Goode Jr,,,,,8,305,269,137,78,183,137,48,52,47,97,44,15,All
William K Greenlee,,,,,,7,227,111,42,267,74,22,43,28,52,40,19,All
Sherrie Cohen,,,,,,,7,80,97,145,114,45,56,61,61,36,27,All
Allan Domb,,,,,,,,26,88,58,86,55,95,72,38,47,27,All
Jenne Ayers,,,,,,,,,12,22,83,91,59,79,21,34,22,All
Ed Neilson,,,,,,,,,,2,31,20,20,5,13,13,8,All
Helen Gym,,,,,,,,,,,15,23,28,53,33,43,22,All
Wilson Alexander,,,,,,,,,,,,11,55,33,14,17,12,All
Thomas Wyatt,,,,,,,,,,,,,11,55,20,45,14,All
Carla M Cain,,,,,,,,,,,,,,6,10,22,14,All
Frank Rizzo,,,,,,,,,,,,,,,5,12,4,All
Paul Steinke,,,,,,,,,,,,,,,,0,12,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,All
Total,"1,730",876,840,796,698,581,512,460,390,360,326,261,247,204,172,154,79,All
,District Council 9th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Cherelle Parker,Derek S Green,Isaiah Thomas,Blondell Reynolds Brown,W Wilson Goode Jr,William K Greenlee,Allan Domb,Sherrie Cohen,Jenne Ayers,Wilson Alexander,Ed Neilson,Helen Gym,Thomas Wyatt,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,Paul Steinke,2
Cherelle Parker,7,71,54,52,46,36,26,31,26,21,22,13,16,14,12,8,4,2
Derek S Green,,6,32,23,23,25,17,12,16,15,11,10,11,9,3,8,3,2
Isaiah Thomas,,,6,27,27,20,8,15,9,7,12,10,5,3,6,0,3,2
Blondell Reynolds Brown,,,,2,39,20,17,21,5,7,10,11,5,4,7,5,2,2
W Wilson Goode Jr,,,,,1,22,9,22,5,7,11,9,7,4,6,2,2,2
William K Greenlee,,,,,,0,3,13,5,1,15,6,7,4,1,5,2,2
Allan Domb,,,,,,,5,5,6,5,1,5,6,5,3,3,1,2
Sherrie Cohen,,,,,,,,1,4,6,6,5,4,3,4,0,2,2
Jenne Ayers,,,,,,,,,0,7,1,4,5,4,1,1,3,2
Wilson Alexander,,,,,,,,,,4,0,1,3,3,2,0,0,2
Ed Neilson,,,,,,,,,,,0,3,2,0,3,0,0,2
Helen Gym,,,,,,,,,,,,1,2,0,5,1,1,2
Thomas Wyatt,,,,,,,,,,,,,0,5,2,2,2,2
Carla M Cain,,,,,,,,,,,,,,1,0,1,1,2
Frank Rizzo,,,,,,,,,,,,,,,1,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,2
Paul Steinke,,,,,,,,,,,,,,,,,0,2
Total,152,92,69,64,60,42,41,35,30,28,22,21,21,17,13,8,7,2
,District Council 9th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Cherelle Parker,Blondell Reynolds Brown,Derek S Green,W Wilson Goode Jr,Isaiah Thomas,William K Greenlee,Sherrie Cohen,Ed Neilson,Jenne Ayers,Allan Domb,Helen Gym,Thomas Wyatt,Carla M Cain,Paul Steinke,Wilson Alexander,Frank Rizzo,Marnie Aument Loughrey,3
Cherelle Parker,23,90,88,74,63,60,59,44,38,32,30,25,17,12,13,12,7,3
Blondell Reynolds Brown,,2,33,57,35,49,45,36,14,17,12,9,11,9,2,4,3,3
Derek S Green,,,4,23,26,23,20,13,15,16,12,17,12,6,7,6,3,3
W Wilson Goode Jr,,,,0,34,43,36,34,12,14,13,8,3,4,2,7,3,3
Isaiah Thomas,,,,,2,24,20,16,11,17,14,7,4,5,4,3,2,3
William K Greenlee,,,,,,0,30,37,6,11,8,4,4,3,0,5,1,3
Sherrie Cohen,,,,,,,0,28,11,9,10,9,8,1,5,7,3,3
Ed Neilson,,,,,,,,0,2,3,4,1,2,0,3,1,1,3
Jenne Ayers,,,,,,,,,2,8,7,8,8,3,5,1,3,3
Allan Domb,,,,,,,,,,1,9,11,5,3,0,3,2,3
Helen Gym,,,,,,,,,,,2,5,3,3,3,3,3,3
Thomas Wyatt,,,,,,,,,,,,0,6,3,0,1,1,3
Carla M Cain,,,,,,,,,,,,,1,1,2,1,0,3
Paul Steinke,,,,,,,,,,,,,,0,0,2,1,3
Wilson Alexander,,,,,,,,,,,,,,,0,0,1,3
Frank Rizzo,,,,,,,,,,,,,,,,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,0,3
Total,207,99,94,80,70,67,62,46,41,39,33,27,20,13,13,12,7,3
,District Council 9th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,6
