col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Council At Large - Republican,,,,,,,Sheriff - Republican,1
,Dennis M O Brien,Daniel Tinney,Al Taubenberger,David Oh,Terry Tracy,Matt Wolfe,James Williams,Christopher Sawyer,1
Dennis M O Brien,8,15,14,14,13,4,4,15,1
Daniel Tinney,,0,12,9,9,4,2,13,1
Al Taubenberger,,,0,11,8,7,2,13,1
David Oh,,,,0,11,3,6,14,1
Terry Tracy,,,,,0,1,5,14,1
Matt Wolfe,,,,,,0,0,4,1
James Williams,,,,,,,0,6,1
Christopher Sawyer,,,,,,,,0,1
Total,33,19,18,17,16,7,6,21,1
,Council At Large - Republican,,,,,,,Sheriff - Republican,2
,Dennis M O Brien,David Oh,Terry Tracy,Daniel Tinney,James Williams,Matt Wolfe,Al Taubenberger,Christopher Sawyer,2
Dennis M O Brien,5,12,10,11,5,6,4,16,2
David Oh,,0,11,8,8,5,3,14,2
Terry Tracy,,,2,8,7,4,3,12,2
Daniel Tinney,,,,2,3,5,3,9,2
James Williams,,,,,0,2,1,8,2
Matt Wolfe,,,,,,0,2,6,2
Al Taubenberger,,,,,,,0,4,2
Christopher Sawyer,,,,,,,,1,2
Total,24,16,15,13,8,6,4,21,2
,Sheriff - Republican,Council At Large - Republican,,,,,,,3
,Christopher Sawyer,Dennis M O Brien,David Oh,Al Taubenberger,Daniel Tinney,Matt Wolfe,Terry Tracy,James Williams,3
Christopher Sawyer,0,19,19,13,13,12,13,7,3
Dennis M O Brien,,0,16,15,13,13,11,4,3
David Oh,,,0,11,10,12,11,6,3
Al Taubenberger,,,,0,10,12,9,4,3
Daniel Tinney,,,,,0,11,10,2,3
Matt Wolfe,,,,,,1,9,2,3
Terry Tracy,,,,,,,0,6,3
James Williams,,,,,,,,0,3
Total,27,24,22,18,18,16,16,7,3
,Sheriff - Republican,Council At Large - Republican,,,,,,,4
,Christopher Sawyer,Dennis M O Brien,Terry Tracy,Al Taubenberger,David Oh,Daniel Tinney,Matt Wolfe,James Williams,4
Christopher Sawyer,0,9,10,6,7,8,4,6,4
Dennis M O Brien,,1,9,8,7,5,5,4,4
Terry Tracy,,,0,6,6,6,6,5,4
Al Taubenberger,,,,2,4,4,5,3,4
David Oh,,,,,1,3,3,3,4
Daniel Tinney,,,,,,0,4,3,4
Matt Wolfe,,,,,,,0,1,4
James Williams,,,,,,,,0,4
Total,14,14,13,11,10,8,7,6,4
,Sheriff - Republican,Council At Large - Republican,,,,,,,5
,Christopher Sawyer,Dennis M O Brien,Terry Tracy,David Oh,Daniel Tinney,Al Taubenberger,James Williams,Matt Wolfe,5
Christopher Sawyer,1,5,5,4,3,1,1,0,5
Dennis M O Brien,,2,5,3,3,1,1,0,5
Terry Tracy,,,0,3,4,0,1,0,5
David Oh,,,,0,3,1,1,0,5
Daniel Tinney,,,,,0,0,1,0,5
Al Taubenberger,,,,,,1,0,0,5
James Williams,,,,,,,0,0,5
Matt Wolfe,,,,,,,,1,5
Total,8,8,6,5,4,2,1,1,5
,Council At Large - Republican,,,,,,,Sheriff - Republican,6
,Al Taubenberger,David Oh,Dennis M O Brien,James Williams,Terry Tracy,Daniel Tinney,Matt Wolfe,Christopher Sawyer,6
Al Taubenberger,1,3,3,2,2,1,1,3,6
David Oh,,0,2,2,1,1,1,3,6
Dennis M O Brien,,,0,1,1,1,0,2,6
James Williams,,,,0,1,1,1,2,6
Terry Tracy,,,,,0,0,1,2,6
Daniel Tinney,,,,,,0,0,1,6
Matt Wolfe,,,,,,,0,1,6
Christopher Sawyer,,,,,,,,0,6
Total,5,4,3,2,2,1,1,4,6
,Sheriff - Republican,Council At Large - Republican,,,,,,,7
