col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,All
Kevin M Dougherty,240,683,413,303,111,54,565,505,289,273,120,99,All
Anne E Lazarus,,17,323,225,81,34,360,352,203,209,80,65,All
Christine Donohue,,,35,120,54,51,286,201,166,152,82,53,All
David Wecht,,,,24,29,17,240,180,80,75,63,39,All
John Henry Foradora,,,,,3,17,71,60,52,48,29,11,All
Dwayne D Woodruff,,,,,,2,39,33,25,24,19,14,All
Anthony Clark,,,,,,,15,189,98,92,75,36,All
Lisa M Deeley,,,,,,,,10,78,85,20,40,All
Tracey L Gordon,,,,,,,,,6,69,25,8,All
Carol A Jenkins,,,,,,,,,,0,14,9,All
Will Mega,,,,,,,,,,,2,5,All
Omar Sabir,,,,,,,,,,,,1,All
Total,"1,509",830,640,468,171,97,755,610,363,327,170,122,All
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,1
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,Dwayne D Woodruff,John Henry Foradora,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,1
Kevin M Dougherty,11,13,15,11,0,0,16,17,8,6,2,2,1
Christine Donohue,,0,9,5,0,0,11,9,4,4,3,2,1
Anne E Lazarus,,,1,7,0,0,9,13,5,6,1,1,1
David Wecht,,,,0,0,0,11,8,3,3,3,1,1
Dwayne D Woodruff,,,,,1,0,0,0,0,0,0,0,1
John Henry Foradora,,,,,,0,0,0,0,0,0,0,1
Anthony Clark,,,,,,,3,5,3,1,3,1,1
Lisa M Deeley,,,,,,,,0,3,6,0,1,1
Tracey L Gordon,,,,,,,,,0,0,1,0,1
Carol A Jenkins,,,,,,,,,,0,0,0,1
Will Mega,,,,,,,,,,,0,0,1
Omar Sabir,,,,,,,,,,,,0,1
Total,44,22,20,18,1,0,30,22,9,8,4,2,1
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,2
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,John Henry Foradora,Dwayne D Woodruff,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,2
Kevin M Dougherty,6,15,20,10,3,3,17,14,10,8,5,4,2
Christine Donohue,,3,11,7,1,3,13,5,7,5,5,4,2
Anne E Lazarus,,,1,7,3,0,11,12,7,6,3,2,2
