col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,All
,Allan Domb,Frank Rizzo,Derek S Green,Ed Neilson,Helen Gym,Paul Steinke,Sherrie Cohen,Jenne Ayers,William K Greenlee,Thomas Wyatt,Blondell Reynolds Brown,Carla M Cain,W Wilson Goode Jr,Wilson Alexander,Isaiah Thomas,Marnie Aument Loughrey,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,All
Allan Domb,59,183,90,162,127,132,113,78,127,82,35,60,44,35,36,33,206,238,88,88,34,18,All
Frank Rizzo,,35,62,51,62,97,64,56,72,52,37,48,51,22,20,35,151,127,65,63,30,15,All
Derek S Green,,,7,27,24,60,36,84,41,61,39,38,25,68,33,35,158,56,49,50,59,21,All
Ed Neilson,,,,8,66,31,64,15,100,22,33,14,38,7,28,19,90,167,18,17,14,24,All
Helen Gym,,,,,15,74,117,39,73,31,37,41,33,10,28,25,100,111,65,45,16,17,All
Paul Steinke,,,,,,4,58,43,54,65,28,31,27,17,28,28,89,77,69,43,27,13,All
Sherrie Cohen,,,,,,,1,51,75,41,47,44,26,14,19,19,106,115,67,40,14,23,All
Jenne Ayers,,,,,,,,7,27,38,34,58,15,53,12,28,122,59,55,46,44,16,All
William K Greenlee,,,,,,,,,3,21,53,11,36,4,19,18,120,117,27,32,12,17,All
Thomas Wyatt,,,,,,,,,,2,19,25,11,31,29,20,69,46,61,44,23,11,All
Blondell Reynolds Brown,,,,,,,,,,,3,24,49,16,29,22,70,61,30,21,14,26,All
Carla M Cain,,,,,,,,,,,,0,10,17,17,29,55,55,54,54,18,8,All
W Wilson Goode Jr,,,,,,,,,,,,,1,9,28,11,54,45,22,19,10,21,All
Wilson Alexander,,,,,,,,,,,,,,7,7,11,66,22,27,20,31,8,All
Isaiah Thomas,,,,,,,,,,,,,,,3,9,40,39,16,17,12,23,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,2,36,40,32,26,11,13,All
Anthony Clark,,,,,,,,,,,,,,,,,25,112,56,47,47,13,All
Lisa M Deeley,,,,,,,,,,,,,,,,,,10,52,29,6,23,All
Carol A Jenkins,,,,,,,,,,,,,,,,,,,2,38,14,6,All
Tracey L Gordon,,,,,,,,,,,,,,,,,,,,5,10,6,All
Will Mega,,,,,,,,,,,,,,,,,,,,,4,5,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,2,All
Total,562,355,274,248,245,227,224,223,220,174,148,137,122,114,105,99,466,393,195,184,111,68,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
,Allan Domb,Frank Rizzo,Paul Steinke,Helen Gym,Derek S Green,Ed Neilson,William K Greenlee,Thomas Wyatt,Jenne Ayers,Sherrie Cohen,W Wilson Goode Jr,Carla M Cain,Wilson Alexander,Blondell Reynolds Brown,Isaiah Thomas,Marnie Aument Loughrey,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,1
Allan Domb,6,14,18,12,12,14,14,8,5,6,3,5,5,1,2,1,20,15,7,10,6,0,1
Frank Rizzo,,0,10,6,8,6,6,6,3,2,6,3,2,2,1,2,14,8,5,7,2,0,1
Paul Steinke,,,1,11,7,3,8,6,4,0,2,3,2,2,3,0,9,8,7,6,4,0,1
Helen Gym,,,,3,3,6,11,4,3,6,5,1,1,4,2,0,7,9,4,3,2,1,1
Derek S Green,,,,,0,5,3,7,5,2,4,1,3,2,2,0,9,4,4,7,5,1,1
