col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,All
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,All
Darrell L Clarke,203,669,468,391,361,98,64,All
Kevin M Dougherty,,127,270,206,308,79,52,All
David Wecht,,,46,150,146,31,26,All
Christine Donohue,,,,29,128,28,21,All
Anne E Lazarus,,,,,23,42,39,All
Dwayne D Woodruff,,,,,,2,9,All
John Henry Foradora,,,,,,,3,All
Total,"1,323",894,578,454,443,117,90,All
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,1
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,1
Darrell L Clarke,3,47,34,25,15,8,7,1
Kevin M Dougherty,,5,22,14,9,5,5,1
David Wecht,,,4,12,4,3,3,1
Christine Donohue,,,,1,4,1,1,1
Anne E Lazarus,,,,,0,3,4,1
Dwayne D Woodruff,,,,,,1,1,1
John Henry Foradora,,,,,,,0,1
Total,77,54,41,27,15,9,7,1
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,2
,Darrell L Clarke,David Wecht,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,2
Darrell L Clarke,6,47,37,33,13,5,1,2
David Wecht,,2,20,27,8,2,1,2
Kevin M Dougherty,,,4,10,13,3,2,2
Christine Donohue,,,,2,6,0,2,2
Anne E Lazarus,,,,,0,1,1,2
Dwayne D Woodruff,,,,,,0,0,2
John Henry Foradora,,,,,,,0,2
Total,82,55,47,40,18,5,4,2
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,3
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,3
Darrell L Clarke,11,37,33,27,18,9,5,3
Kevin M Dougherty,,4,12,9,13,6,7,3
David Wecht,,,3,8,8,2,3,3
Christine Donohue,,,,4,7,3,3,3
Anne E Lazarus,,,,,2,5,1,3
Dwayne D Woodruff,,,,,,1,0,3
John Henry Foradora,,,,,,,0,3
Total,89,49,36,34,24,12,9,3
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,4
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,4
Darrell L Clarke,10,25,20,15,13,5,4,4
Kevin M Dougherty,,3,12,7,7,2,2,4
David Wecht,,,2,4,5,3,0,4
Christine Donohue,,,,1,5,2,2,4
Anne E Lazarus,,,,,1,4,1,4
John Henry Foradora,,,,,,0,1,4
Dwayne D Woodruff,,,,,,,0,4
Total,62,33,26,19,17,6,4,4
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,5
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,5
Darrell L Clarke,18,27,20,18,20,7,4,5
Kevin M Dougherty,,8,13,16,12,6,1,5
David Wecht,,,5,5,5,2,1,5
Anne E Lazarus,,,,0,9,4,2,5
Christine Donohue,,,,,1,2,2,5
Dwayne D Woodruff,,,,,,0,0,5
John Henry Foradora,,,,,,,0,5
Total,67,43,29,22,22,9,4,5
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,6
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,6
Darrell L Clarke,9,39,23,23,19,8,3,6
Kevin M Dougherty,,5,17,12,16,6,2,6
David Wecht,,,5,8,6,3,0,6
Christine Donohue,,,,2,7,0,1,6
Anne E Lazarus,,,,,1,5,3,6
Dwayne D Woodruff,,,,,,0,1,6
John Henry Foradora,,,,,,,0,6
Total,71,51,33,26,23,9,4,6
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,7
,Darrell L Clarke,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,7
Darrell L Clarke,19,52,46,40,25,4,3,7
Kevin M Dougherty,,13,31,25,14,3,2,7
Anne E Lazarus,,,4,15,9,3,2,7
David Wecht,,,,3,15,2,2,7
Christine Donohue,,,,,2,0,1,7
Dwayne D Woodruff,,,,,,0,0,7
John Henry Foradora,,,,,,,0,7
Total,110,69,55,49,29,6,4,7
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,8
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,8
Darrell L Clarke,16,48,34,26,21,8,5,8
Kevin M Dougherty,,6,23,31,14,4,3,8
David Wecht,,,2,14,4,2,1,8
Anne E Lazarus,,,,3,10,2,0,8
Christine Donohue,,,,,1,1,2,8
John Henry Foradora,,,,,,0,2,8
Dwayne D Woodruff,,,,,,,0,8
Total,89,62,39,35,25,8,5,8
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,9
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,9
Darrell L Clarke,14,43,26,20,19,6,1,9
Kevin M Dougherty,,5,17,16,9,4,1,9
David Wecht,,,2,12,6,2,1,9
Anne E Lazarus,,,,3,6,3,1,9
Christine Donohue,,,,,5,1,1,9
Dwayne D Woodruff,,,,,,0,0,9
John Henry Foradora,,,,,,,0,9
Total,80,51,31,25,24,6,2,9
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,10
,Darrell L Clarke,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,10
Darrell L Clarke,8,16,5,10,9,2,0,10
Kevin M Dougherty,,7,7,4,6,2,2,10
Anne E Lazarus,,,3,1,4,1,1,10
Christine Donohue,,,,0,3,1,1,10
David Wecht,,,,,1,0,0,10
John Henry Foradora,,,,,,1,0,10
Dwayne D Woodruff,,,,,,,0,10
Total,35,27,11,11,11,4,2,10
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,11
,Darrell L Clarke,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,Dwayne D Woodruff,John Henry Foradora,11
Darrell L Clarke,14,26,12,10,9,5,2,11
Kevin M Dougherty,,7,10,5,5,4,0,11
Anne E Lazarus,,,2,6,2,2,2,11
Christine Donohue,,,,1,1,1,2,11
David Wecht,,,,,2,1,0,11
Dwayne D Woodruff,,,,,,0,0,11
John Henry Foradora,,,,,,,0,11
Total,51,34,15,12,11,5,2,11
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,12
,Darrell L Clarke,Kevin M Dougherty,Christine Donohue,David Wecht,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,12
Darrell L Clarke,6,55,39,25,22,8,5,12
Kevin M Dougherty,,4,26,14,23,8,7,12
Christine Donohue,,,3,11,8,6,2,12
David Wecht,,,,2,7,1,2,12
Anne E Lazarus,,,,,1,1,3,12
Dwayne D Woodruff,,,,,,0,0,12
John Henry Foradora,,,,,,,0,12
Total,85,65,45,32,27,9,8,12
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,13
,Darrell L Clarke,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,13
Darrell L Clarke,4,30,28,25,22,3,1,13
Kevin M Dougherty,,9,19,12,12,4,2,13
Anne E Lazarus,,,0,10,12,2,0,13
David Wecht,,,,1,7,1,1,13
Christine Donohue,,,,,2,0,1,13
John Henry Foradora,,,,,,0,0,13
Dwayne D Woodruff,,,,,,,0,13
Total,62,43,29,29,26,4,2,13
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,14
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,14
Darrell L Clarke,11,17,19,11,10,2,2,14
Kevin M Dougherty,,2,9,4,6,4,1,14
David Wecht,,,0,6,6,2,1,14
Christine Donohue,,,,0,4,0,0,14
Anne E Lazarus,,,,,0,1,2,14
Dwayne D Woodruff,,,,,,0,0,14
John Henry Foradora,,,,,,,0,14
Total,44,23,21,12,11,4,3,14
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,15
,Darrell L Clarke,Kevin M Dougherty,Christine Donohue,David Wecht,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,15
Darrell L Clarke,10,22,19,15,6,0,0,15
Kevin M Dougherty,,11,10,7,7,0,0,15
Christine Donohue,,,1,9,6,0,0,15
David Wecht,,,,3,2,0,0,15
Anne E Lazarus,,,,,0,0,0,15
Dwayne D Woodruff,,,,,,0,0,15
John Henry Foradora,,,,,,,0,15
Total,48,37,21,21,8,0,0,15
,Justice Of The Supreme Court - Democrat,,,,,,District Council 5th District - Democrat,16
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Darrell L Clarke,16
Kevin M Dougherty,17,6,13,10,2,3,23,16
David Wecht,,2,4,4,1,0,12,16
Anne E Lazarus,,,0,6,2,2,13,16
Christine Donohue,,,,1,0,1,12,16
John Henry Foradora,,,,,1,0,2,16
Dwayne D Woodruff,,,,,,0,2,16
Darrell L Clarke,,,,,,,9,16
Total,44,16,14,14,4,3,40,16
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,17
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,17
Darrell L Clarke,13,69,45,43,29,14,6,17
Kevin M Dougherty,,7,28,41,16,11,5,17
David Wecht,,,3,20,8,4,3,17
Anne E Lazarus,,,,3,9,9,3,17
Christine Donohue,,,,,1,3,1,17
Dwayne D Woodruff,,,,,,0,1,17
John Henry Foradora,,,,,,,0,17
Total,119,83,55,52,31,16,8,17
,District Council 5th District - Democrat,Justice Of The Supreme Court - Democrat,,,,,,18
,Darrell L Clarke,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,18
Darrell L Clarke,22,56,32,34,31,10,5,18
