col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,District Council 6th District - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Bobby Henon,Ed Neilson,Allan Domb,Frank Rizzo,Derek S Green,William K Greenlee,Paul Steinke,Sherrie Cohen,Helen Gym,Thomas Wyatt,Blondell Reynolds Brown,Jenne Ayers,Isaiah Thomas,W Wilson Goode Jr,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Bobby Henon,835,"4,207","3,786","2,950","2,777","2,654","2,355","2,344","2,099","1,660","1,620","1,753","1,303","1,237","1,036",810,842,All
Ed Neilson,,343,"1,724","1,264",959,"1,829","1,070","1,047",994,631,859,361,466,598,257,290,136,All
Allan Domb,,,311,"1,548","1,147","1,291","1,631","1,225","1,028","1,046",580,678,507,382,524,387,327,All
Frank Rizzo,,,,163,663,900,931,869,598,572,426,528,353,414,381,359,212,All
Derek S Green,,,,,117,981,725,638,516,786,666,635,574,467,313,256,495,All
William K Greenlee,,,,,,30,679,903,730,389,922,276,422,641,177,296,131,All
Paul Steinke,,,,,,,37,844,967,"1,032",266,410,616,270,253,272,202,All
Sherrie Cohen,,,,,,,,60,831,503,614,582,353,406,480,271,178,All
Helen Gym,,,,,,,,,88,504,442,452,479,380,348,296,96,All
Thomas Wyatt,,,,,,,,,,42,251,405,421,172,310,200,280,All
Blondell Reynolds Brown,,,,,,,,,,,37,284,400,651,201,159,145,All
Jenne Ayers,,,,,,,,,,,,38,157,140,513,289,365,All
Isaiah Thomas,,,,,,,,,,,,,49,471,126,74,109,All
W Wilson Goode Jr,,,,,,,,,,,,,,13,100,53,94,All
Carla M Cain,,,,,,,,,,,,,,,24,228,149,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,14,78,All
Wilson Alexander,,,,,,,,,,,,,,,,,20,All
Total,"10,911","5,206","5,003","3,620","3,300","3,240","3,062","2,865","2,676","2,231","1,993","1,984","1,689","1,497","1,308","1,013",963,All
