col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,District Council 1st District - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Mark F Squilla,Christian Dicicco,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Mark F Squilla,"3,945","5,686","4,398","4,270","3,748","3,278","2,594","1,335",705,All
Christian Dicicco,,"1,538","2,842","1,160","1,947",924,634,773,486,All
Christine Hope,,,546,"1,852","3,022",867,530,698,383,All
Joffie C Pittman,,,,323,"1,836","2,919","2,852",323,172,All
Sharon Williams Losier,,,,,327,793,300,479,252,All
Matthew Perks,,,,,,266,"2,409",415,197,All
Daniel R Sulman,,,,,,,123,305,156,All
Gary S Silver,,,,,,,,149,212,All
Franklin A Bennett Iii,,,,,,,,,31,All
Total,"15,759","8,532","6,752","6,669","5,429","5,042","4,076","2,054","1,040",All
