col_1,col_2,division
,District Council 1st District - Democrat,All
,Mark F Squilla,All
Mark F Squilla,"1,298",All
Total,"1,298",All
,District Council 1st District - Democrat,1
,Mark F Squilla,1
Mark F Squilla,75,1
Total,75,1
,District Council 1st District - Democrat,3
,Mark F Squilla,3
Mark F Squilla,51,3
Total,51,3
,District Council 1st District - Democrat,4
,Mark F Squilla,4
Mark F Squilla,93,4
Total,93,4
,District Council 1st District - Democrat,5
,Mark F Squilla,5
Mark F Squilla,89,5
Total,89,5
,District Council 1st District - Democrat,6
,Mark F Squilla,6
Mark F Squilla,56,6
Total,56,6
,District Council 1st District - Democrat,7
,Mark F Squilla,7
Mark F Squilla,131,7
Total,131,7
,District Council 1st District - Democrat,8
,Mark F Squilla,8
Mark F Squilla,59,8
Total,59,8
,District Council 1st District - Democrat,10
,Mark F Squilla,10
Mark F Squilla,32,10
Total,32,10
,District Council 1st District - Democrat,11
,Mark F Squilla,11
Mark F Squilla,62,11
Total,62,11
,District Council 1st District - Democrat,12
,Mark F Squilla,12
Mark F Squilla,54,12
Total,54,12
,District Council 1st District - Democrat,13
,Mark F Squilla,13
Mark F Squilla,91,13
Total,91,13
,District Council 1st District - Democrat,14
,Mark F Squilla,14
Mark F Squilla,81,14
Total,81,14
,District Council 1st District - Democrat,15
,Mark F Squilla,15
Mark F Squilla,75,15
Total,75,15
,District Council 1st District - Democrat,16
,Mark F Squilla,16
Mark F Squilla,116,16
Total,116,16
,District Council 1st District - Democrat,17
,Mark F Squilla,17
Mark F Squilla,65,17
Total,65,17
,District Council 1st District - Democrat,18
,Mark F Squilla,18
Mark F Squilla,73,18
Total,73,18
,District Council 1st District - Democrat,19
,Mark F Squilla,19
Mark F Squilla,95,19
Total,95,19
