col_1,col_2,col_3,division
,District Council 5th District - Democrat,Sheriff - Democrat,All
,Darrell L Clarke,Jewell Williams,All
Darrell L Clarke,283,922,All
Jewell Williams,,148,All
Total,"1,205","1,070",All
,Sheriff - Democrat,District Council 5th District - Democrat,1
,Jewell Williams,Darrell L Clarke,1
Jewell Williams,10,44,1
Darrell L Clarke,,4,1
Total,54,48,1
,District Council 5th District - Democrat,Sheriff - Democrat,2
,Darrell L Clarke,Jewell Williams,2
Darrell L Clarke,4,22,2
Jewell Williams,,3,2
Total,26,25,2
,District Council 5th District - Democrat,Sheriff - Democrat,3
,Darrell L Clarke,Jewell Williams,3
Darrell L Clarke,26,80,3
Jewell Williams,,19,3
Total,106,99,3
,District Council 5th District - Democrat,Sheriff - Democrat,4
,Darrell L Clarke,Jewell Williams,4
Darrell L Clarke,30,33,4
Jewell Williams,,6,4
Total,63,39,4
,District Council 5th District - Democrat,Sheriff - Democrat,5
,Darrell L Clarke,Jewell Williams,5
Darrell L Clarke,18,17,5
Jewell Williams,,6,5
Total,35,23,5
,District Council 5th District - Democrat,Sheriff - Democrat,6
,Darrell L Clarke,Jewell Williams,6
Darrell L Clarke,7,35,6
Jewell Williams,,7,6
Total,42,42,6
,District Council 5th District - Democrat,Sheriff - Democrat,7
,Darrell L Clarke,Jewell Williams,7
Darrell L Clarke,10,25,7
Jewell Williams,,2,7
Total,35,27,7
,District Council 5th District - Democrat,Sheriff - Democrat,8
,Darrell L Clarke,Jewell Williams,8
Darrell L Clarke,12,29,8
Jewell Williams,,3,8
Total,41,32,8
,District Council 5th District - Democrat,Sheriff - Democrat,9
,Darrell L Clarke,Jewell Williams,9
Darrell L Clarke,8,39,9
Jewell Williams,,4,9
Total,47,43,9
,District Council 5th District - Democrat,Sheriff - Democrat,10
,Darrell L Clarke,Jewell Williams,10
Darrell L Clarke,23,94,10
Jewell Williams,,11,10
Total,117,105,10
,District Council 5th District - Democrat,Sheriff - Democrat,11
,Darrell L Clarke,Jewell Williams,11
Darrell L Clarke,11,60,11
Jewell Williams,,8,11
Total,71,68,11
,District Council 5th District - Democrat,Sheriff - Democrat,12
,Darrell L Clarke,Jewell Williams,12
Darrell L Clarke,22,91,12
Jewell Williams,,11,12
Total,113,102,12
,District Council 5th District - Democrat,Sheriff - Democrat,13
,Darrell L Clarke,Jewell Williams,13
Darrell L Clarke,17,86,13
Jewell Williams,,15,13
Total,103,101,13
,District Council 5th District - Democrat,Sheriff - Democrat,14
,Darrell L Clarke,Jewell Williams,14
Darrell L Clarke,13,45,14
Jewell Williams,,10,14
Total,58,55,14
,District Council 5th District - Democrat,Sheriff - Democrat,15
,Darrell L Clarke,Jewell Williams,15
Darrell L Clarke,22,54,15
Jewell Williams,,7,15
Total,76,61,15
,District Council 5th District - Democrat,Sheriff - Democrat,16
,Darrell L Clarke,Jewell Williams,16
Darrell L Clarke,27,76,16
Jewell Williams,,11,16
Total,103,87,16
,District Council 5th District - Democrat,Sheriff - Democrat,17
,Darrell L Clarke,Jewell Williams,17
Darrell L Clarke,11,62,17
Jewell Williams,,4,17
Total,73,66,17
,District Council 5th District - Democrat,Sheriff - Democrat,18
,Darrell L Clarke,Jewell Williams,18
Darrell L Clarke,18,30,18
Jewell Williams,,11,18
Total,48,41,18
