col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor - Democrat,,,,,,Register Of Wills - Democrat,1
,Jim Kenney,Anthony Hardy Williams,Nelson Diaz,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Ronald R Donatucci,1
Jim Kenney,25,0,0,0,0,0,27,1
Anthony Hardy Williams,,11,0,0,0,0,6,1
Nelson Diaz,,,0,0,0,0,6,1
Lynne M Abraham,,,,3,0,0,2,1
Doug Oliver,,,,,1,0,2,1
T Milton Street Sr,,,,,,0,2,1
Ronald R Donatucci,,,,,,,0,1
Total,52,17,6,5,3,2,45,1
,Register Of Wills - Democrat,Mayor - Democrat,,,,,,2
,Ronald R Donatucci,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,2
Ronald R Donatucci,0,18,12,8,3,4,1,2
Jim Kenney,,20,0,0,0,0,0,2
Anthony Hardy Williams,,,8,0,0,0,0,2
Lynne M Abraham,,,,1,0,0,0,2
Nelson Diaz,,,,,5,0,0,2
Doug Oliver,,,,,,1,0,2
T Milton Street Sr,,,,,,,0,2
Total,46,38,20,9,8,5,1,2
,Mayor - Democrat,,,,,,Register Of Wills - Democrat,3
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,Doug Oliver,Ronald R Donatucci,3
Jim Kenney,19,0,0,0,0,0,22,3
Anthony Hardy Williams,,6,0,0,0,0,9,3
Lynne M Abraham,,,8,0,0,0,5,3
Nelson Diaz,,,,2,0,0,0,3
T Milton Street Sr,,,,,1,0,1,3
Doug Oliver,,,,,,1,0,3
Ronald R Donatucci,,,,,,,1,3
Total,41,15,13,2,2,1,38,3
,Register Of Wills - Democrat,Mayor - Democrat,,,,,,4
,Ronald R Donatucci,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,4
Ronald R Donatucci,1,38,15,10,3,4,3,4
Anthony Hardy Williams,,18,0,0,0,0,0,4
Jim Kenney,,,31,0,0,0,0,4
Lynne M Abraham,,,,4,0,0,0,4
Doug Oliver,,,,,2,0,0,4
Nelson Diaz,,,,,,1,0,4
T Milton Street Sr,,,,,,,0,4
Total,74,56,46,14,5,5,3,4
,Mayor - Democrat,,,,,,Register Of Wills - Democrat,5
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Ronald R Donatucci,5
Jim Kenney,34,0,0,0,0,0,21,5
Anthony Hardy Williams,,5,0,0,0,0,7,5
Lynne M Abraham,,,1,0,0,0,5,5
Doug Oliver,,,,2,0,0,3,5
Nelson Diaz,,,,,0,0,4,5
T Milton Street Sr,,,,,,0,3,5
Ronald R Donatucci,,,,,,,1,5
Total,55,12,6,5,4,3,44,5
,Register Of Wills - Democrat,Mayor - Democrat,,,,,,6
,Ronald R Donatucci,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,6
Ronald R Donatucci,1,15,13,5,3,1,2,6
