col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Justice Of The Supreme Court - Republican,,,,,,Council At Large - Republican,,,,,,,1
,Anne Covey,Correale Stevens,Cheryl Allen,Judy Olson,Mike George,Rebecca Warren,David Oh,James Williams,Terry Tracy,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Matt Wolfe,1
Anne Covey,0,1,0,0,0,0,1,1,1,0,0,0,0,1
Correale Stevens,,0,0,0,0,0,1,1,1,0,0,0,0,1
Cheryl Allen,,,0,0,0,0,0,0,0,0,0,0,0,1
Judy Olson,,,,0,0,0,0,0,0,0,0,0,0,1
Mike George,,,,,0,0,0,0,0,0,0,0,0,1
Rebecca Warren,,,,,,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,0,1,1,0,0,0,0,1
James Williams,,,,,,,,0,1,0,0,0,0,1
Terry Tracy,,,,,,,,,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,0,0,0,0,1
Daniel Tinney,,,,,,,,,,,0,0,0,1
Dennis M O Brien,,,,,,,,,,,,0,0,1
Matt Wolfe,,,,,,,,,,,,,0,1
Total,1,1,0,0,0,0,1,1,1,0,0,0,0,1
,Council At Large - Republican,,,,,,,Justice Of The Supreme Court - Republican,,,,,,2
,Al Taubenberger,Daniel Tinney,Dennis M O Brien,Matt Wolfe,Terry Tracy,James Williams,David Oh,Anne Covey,Judy Olson,Rebecca Warren,Correale Stevens,Cheryl Allen,Mike George,2
Al Taubenberger,0,8,7,6,7,2,1,6,5,4,2,1,1,2
Daniel Tinney,,0,6,5,6,1,1,6,5,4,2,1,1,2
Dennis M O Brien,,,0,5,6,2,1,5,3,4,1,1,1,2
Matt Wolfe,,,,0,6,1,0,6,3,4,1,1,1,2
Terry Tracy,,,,,0,1,0,5,3,4,1,1,1,2
James Williams,,,,,,0,1,1,1,0,1,0,0,2
David Oh,,,,,,,0,1,1,0,1,0,0,2
Anne Covey,,,,,,,,0,4,4,2,1,1,2
Judy Olson,,,,,,,,,0,2,2,0,0,2
Rebecca Warren,,,,,,,,,,0,0,1,1,2
Correale Stevens,,,,,,,,,,,0,0,0,2
Cheryl Allen,,,,,,,,,,,,0,0,2
Mike George,,,,,,,,,,,,,0,2
Total,9,8,7,7,7,2,1,7,5,4,2,1,1,2
,Council At Large - Republican,,,,,,,Justice Of The Supreme Court - Republican,,,,,,3
,Terry Tracy,Daniel Tinney,Al Taubenberger,Dennis M O Brien,David Oh,James Williams,Matt Wolfe,Anne Covey,Mike George,Correale Stevens,Rebecca Warren,Cheryl Allen,Judy Olson,3
Terry Tracy,1,5,4,4,4,4,4,4,3,3,1,0,1,3
Daniel Tinney,,0,3,4,3,2,3,3,2,2,0,1,1,3
Al Taubenberger,,,1,3,1,1,4,3,3,0,1,0,1,3
Dennis M O Brien,,,,0,1,2,3,3,2,1,1,1,1,3
David Oh,,,,,0,3,1,2,1,3,0,0,0,3
James Williams,,,,,,0,1,2,1,3,1,0,0,3
Matt Wolfe,,,,,,,0,3,3,0,1,0,1,3
Anne Covey,,,,,,,,0,3,1,1,1,1,3
Mike George,,,,,,,,,1,0,1,0,1,3
Correale Stevens,,,,,,,,,,0,0,0,0,3
