col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Mayor - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Jim Kenney,"1,185",0,0,0,0,0,"2,122","1,769","1,539",855,393,524,274,214,All
Anthony Hardy Williams,,648,0,0,0,0,904,571,360,563,287,171,158,141,All
Doug Oliver,,,114,0,0,0,198,186,119,143,71,59,49,37,All
Lynne M Abraham,,,,72,0,0,111,106,78,71,47,30,19,22,All
Nelson Diaz,,,,,32,0,64,46,29,49,20,18,17,20,All
T Milton Street Sr,,,,,,24,38,24,13,38,21,3,6,10,All
Sharon Williams Losier,,,,,,,14,"1,819","1,660",760,369,521,177,167,All
Christine Hope,,,,,,,,1,"1,248",662,258,168,210,217,All
Christian Dicicco,,,,,,,,,5,227,109,443,97,84,All
Joffie C Pittman,,,,,,,,,,14,354,192,142,131,All
Matthew Perks,,,,,,,,,,,5,94,99,83,All
Daniel R Sulman,,,,,,,,,,,,2,62,31,All
Gary S Silver,,,,,,,,,,,,,0,83,All
Franklin A Bennett Iii,,,,,,,,,,,,,,1,All
Total,"4,420","2,101",503,282,145,102,"3,487","2,732","2,173","1,753",850,822,527,446,All
,Mayor - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,1
Jim Kenney,27,0,0,0,0,0,47,49,24,33,12,14,9,1,1
Anthony Hardy Williams,,36,0,0,0,0,16,13,18,6,6,3,4,6,1
Lynne M Abraham,,,7,0,0,0,4,3,4,5,1,2,0,0,1
Doug Oliver,,,,4,0,0,3,3,6,1,1,1,2,1,1
Nelson Diaz,,,,,1,0,1,1,4,0,0,0,1,1,1
T Milton Street Sr,,,,,,1,2,1,1,0,1,0,0,0,1
Sharon Williams Losier,,,,,,,1,38,23,27,10,10,3,3,1
Christine Hope,,,,,,,,0,20,26,10,5,8,3,1
Joffie C Pittman,,,,,,,,,0,8,9,7,3,3,1
Christian Dicicco,,,,,,,,,,0,2,9,2,2,1
Matthew Perks,,,,,,,,,,,0,2,1,0,1
Daniel R Sulman,,,,,,,,,,,,0,3,2,1
Gary S Silver,,,,,,,,,,,,,0,4,1
Franklin A Bennett Iii,,,,,,,,,,,,,,0,1
Total,112,71,15,12,5,4,74,70,57,45,21,20,16,9,1
