col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Christine Hope,Christian Dicicco,Matthew Perks,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Derek S Green,Blondell Reynolds Brown,W Wilson Goode Jr,Allan Domb,Isaiah Thomas,Wilson Alexander,William K Greenlee,Ed Neilson,Sherrie Cohen,Helen Gym,Jenne Ayers,Frank Rizzo,Paul Steinke,Thomas Wyatt,Carla M Cain,Marnie Aument Loughrey,1
Sharon Williams Losier,1,12,8,4,8,4,3,1,9,12,7,4,7,8,9,7,7,6,5,2,3,3,2,0,1
Christine Hope,,1,6,2,4,2,4,0,5,8,6,4,8,3,8,6,5,8,2,2,2,1,2,0,1
Christian Dicicco,,,0,1,2,3,3,0,3,11,7,5,5,4,7,9,8,3,0,5,1,2,2,0,1
Matthew Perks,,,,3,3,1,1,1,7,2,4,2,1,3,2,2,1,2,4,0,1,0,1,0,1
Joffie C Pittman,,,,,0,1,1,0,5,5,3,2,2,7,3,3,3,2,3,0,3,1,1,0,1
Gary S Silver,,,,,,0,0,2,5,7,2,4,6,4,1,1,2,4,1,1,0,1,0,0,1
Daniel R Sulman,,,,,,,0,0,3,3,2,1,3,0,3,4,2,1,1,2,0,2,2,0,1
Franklin A Bennett Iii,,,,,,,,0,2,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1
Derek S Green,,,,,,,,,3,5,4,5,6,5,3,4,1,4,7,2,2,2,1,0,1
Blondell Reynolds Brown,,,,,,,,,,0,12,5,11,7,11,7,11,6,1,1,1,2,1,0,1
W Wilson Goode Jr,,,,,,,,,,,0,2,6,2,10,6,8,3,1,0,0,1,0,0,1
Allan Domb,,,,,,,,,,,,3,5,3,3,4,1,5,0,3,2,3,2,0,1
Isaiah Thomas,,,,,,,,,,,,,0,6,7,5,4,4,2,3,3,2,0,0,1
Wilson Alexander,,,,,,,,,,,,,,0,2,3,1,2,4,1,2,1,0,0,1
William K Greenlee,,,,,,,,,,,,,,,0,8,9,4,0,0,0,0,0,0,1
Ed Neilson,,,,,,,,,,,,,,,,0,6,1,2,2,1,1,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,0,3,0,3,0,0,1,0,1
Helen Gym,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,1,1,2,1,0,0,1
Frank Rizzo,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,1
Paul Steinke,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,0,1,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,28,20,18,14,13,8,6,2,24,23,18,17,17,16,15,14,14,12,11,8,6,6,4,0,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Derek S Green,W Wilson Goode Jr,Blondell Reynolds Brown,Wilson Alexander,Isaiah Thomas,William K Greenlee,Ed Neilson,Jenne Ayers,Allan Domb,Sherrie Cohen,Thomas Wyatt,Carla M Cain,Helen Gym,Frank Rizzo,Marnie Aument Loughrey,Paul Steinke,Sharon Williams Losier,Christine Hope,Matthew Perks,Joffie C Pittman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,2
Derek S Green,11,9,7,16,8,9,10,8,6,4,5,4,5,4,2,4,22,7,7,7,6,7,5,4,2
W Wilson Goode Jr,,7,21,5,12,12,10,3,4,5,2,2,5,6,3,2,13,13,4,6,7,5,4,1,2
Blondell Reynolds Brown,,,5,5,12,13,8,5,6,5,4,5,1,3,3,2,17,10,4,6,8,5,6,0,2
Wilson Alexander,,,,1,3,5,4,9,3,1,3,4,3,2,1,1,17,7,8,9,2,4,2,3,2
Isaiah Thomas,,,,,1,11,10,2,5,3,3,1,3,2,2,3,11,8,2,5,3,4,4,1,2
William K Greenlee,,,,,,0,8,4,4,5,2,1,1,5,4,3,12,9,3,5,5,6,3,3,2
