col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
Mia Roberts Perez,,,,,,,,,,,,,,,,,0,3,3,3,3,3,2,2,0,1,0,0,1,3,0,2,2,0,0,0,1,0,1,1,1,0,0,0,7
Chris Mallios,,,,,,,,,,,,,,,,,,0,4,1,3,2,1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
Kai Scott,,,,,,,,,,,,,,,,,,,0,1,3,1,1,0,1,1,2,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,7
Lynne M Summers,,,,,,,,,,,,,,,,,,,,0,2,3,1,2,0,2,2,1,1,3,2,2,3,1,0,0,1,0,0,1,1,0,0,0,7
Lyris Younge,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,1,1,3,3,1,3,2,0,1,0,2,0,1,2,0,0,0,0,7
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,1,3,2,0,0,2,0,1,0,1,0,1,1,1,0,0,1,0,7
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,7
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,2,2,1,2,0,1,0,2,0,0,0,0,0,0,0,7
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,3,1,1,0,1,0,0,0,0,1,0,0,0,0,7
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,2,2,1,1,2,1,0,1,0,1,0,7
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,2,0,0,0,0,1,0,0,0,0,7
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,7
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,1,0,0,0,0,7
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,2,0,0,0,0,7
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,7
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,1,0,0,0,7
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,1,0,0,0,7
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,7
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,7
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,7
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,45,20,17,16,16,16,14,13,11,10,10,10,9,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,4,4,4,3,3,3,3,2,2,2,2,2,1,1,0,7
,District Council 1st District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
,Mark F Squilla,Jon Marshall,Ken Powell,Tracy B Roman,Scott Diclaudio,Vincent Furlong,Lynne M Summers,Marissa Brumbach,Thomas Martin,Daine Grey Jr,Edward William Louden Jr,Jennifer Schultz,Kai Scott,Leon A King Ii,Lyris Younge,Mia Roberts Perez,Michael Fanning,Rania Major,Wayne M D Bennett,Abbe Fletman,James F Berardinelli,Leon Goodman,Shanese Johnson,Chris Mccabe,Deborah Watson Stokes,Franklin A Bennett Iii,Stella Tsai,Vince Giusini,Brian T Ortelere,Frances Fattah,Lucretia Clemons,Sherman Toppin,Stephanie M Sawyer,William J Ciancaglini,Betsy Wahl,Chris Mallios,Jodi Lobel,Joshua Hill,Rainy Papademetriou,Sandjai Weaver,Starr Marshall Cash,Vincent N Melchiorre,Anthony Kyriakakis,Tangie M Boston,8
Mark F Squilla,2,12,8,7,8,5,6,6,4,2,5,4,3,3,5,2,2,5,5,2,3,4,4,3,2,3,3,2,1,2,2,2,2,2,1,0,1,1,0,1,1,1,0,0,8
Jon Marshall,,2,7,5,6,4,6,4,3,1,5,2,3,2,5,2,2,1,2,2,1,1,2,1,1,1,2,2,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,8
Ken Powell,,,0,4,4,3,4,3,2,2,3,0,2,3,3,1,1,3,4,2,2,2,3,2,0,1,1,3,1,2,1,1,1,1,0,1,0,1,0,1,0,1,0,0,8
Tracy B Roman,,,,1,4,2,2,1,1,1,4,1,2,0,3,0,0,1,1,1,1,1,1,0,1,0,2,2,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8
Scott Diclaudio,,,,,0,1,3,2,3,1,4,1,1,0,2,1,1,1,2,0,2,1,1,1,1,1,1,2,0,1,0,2,1,0,0,0,1,1,0,1,0,1,0,0,8
Vincent Furlong,,,,,,1,3,3,2,2,1,2,2,1,2,0,1,1,2,2,2,1,1,1,1,2,1,0,1,0,1,0,2,1,1,0,0,0,1,0,1,0,0,0,8
Lynne M Summers,,,,,,,0,4,3,1,1,2,2,1,3,1,2,1,2,1,1,0,2,1,1,1,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,8
Marissa Brumbach,,,,,,,,0,2,1,0,3,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,0,1,1,2,1,1,2,1,0,1,0,0,0,0,0,0,0,8
Thomas Martin,,,,,,,,,1,1,1,1,2,1,1,2,1,1,2,0,1,1,2,1,2,2,1,1,0,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0,8
Daine Grey Jr,,,,,,,,,,1,0,1,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,8
Edward William Louden Jr,,,,,,,,,,,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
Jennifer Schultz,,,,,,,,,,,,0,1,0,2,2,1,1,0,2,2,1,0,1,1,1,2,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,8
Kai Scott,,,,,,,,,,,,,1,2,1,1,0,1,1,2,0,1,2,0,1,1,2,2,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,8
Leon A King Ii,,,,,,,,,,,,,,0,1,2,0,3,3,2,0,2,3,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,8
Lyris Younge,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,8
Mia Roberts Perez,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,8
Michael Fanning,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8
Rania Major,,,,,,,,,,,,,,,,,,0,4,1,1,3,3,1,1,2,0,1,1,2,1,1,1,1,0,0,0,1,0,1,1,0,0,0,8
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,0,1,2,2,3,2,1,2,0,1,1,2,1,1,2,0,0,0,0,1,0,1,1,0,0,0,8
Abbe Fletman,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,1,1,2,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,8
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,8
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,8
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,8
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,8
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,8
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,8
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,8
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,8
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,8
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,8
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,8
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,8
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,21,15,9,9,8,7,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,8
,District Council 1st District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
,Mark F Squilla,Ken Powell,Leon Goodman,Scott Diclaudio,Jennifer Schultz,Jon Marshall,Edward William Louden Jr,Tracy B Roman,Daine Grey Jr,James F Berardinelli,Lyris Younge,Abbe Fletman,Brian T Ortelere,Kai Scott,Stephanie M Sawyer,Vincent Furlong,Deborah Watson Stokes,Frances Fattah,Mia Roberts Perez,Michael Fanning,Sherman Toppin,Thomas Martin,Betsy Wahl,Chris Mccabe,Franklin A Bennett Iii,Lynne M Summers,Marissa Brumbach,Rania Major,Sandjai Weaver,Stella Tsai,Anthony Kyriakakis,Chris Mallios,Jodi Lobel,Leon A King Ii,Rainy Papademetriou,Shanese Johnson,Wayne M D Bennett,Joshua Hill,Lucretia Clemons,Starr Marshall Cash,Tangie M Boston,Vince Giusini,Vincent N Melchiorre,William J Ciancaglini,9
Mark F Squilla,3,9,10,10,9,10,7,8,6,5,6,5,4,5,5,5,4,3,4,3,4,3,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,0,9
Ken Powell,,1,7,7,5,6,6,5,3,2,4,2,2,2,1,2,1,0,0,0,0,1,2,1,1,0,0,2,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,9
Leon Goodman,,,1,8,6,7,6,6,5,3,5,2,3,2,1,4,2,2,0,0,2,2,0,0,3,1,1,1,1,2,1,0,1,2,2,1,1,0,1,0,1,0,0,0,9
Scott Diclaudio,,,,0,5,6,6,5,4,4,4,2,2,2,2,4,0,2,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,9
Jennifer Schultz,,,,,0,6,4,4,4,4,2,4,2,3,2,4,2,3,2,1,2,1,2,0,2,3,1,1,1,2,2,0,2,2,2,1,1,1,0,0,1,0,0,0,9
Jon Marshall,,,,,,0,5,5,4,2,3,3,2,3,2,3,2,1,1,0,0,1,1,0,2,2,1,1,1,1,0,0,2,1,2,0,0,0,0,0,1,0,0,0,9
Edward William Louden Jr,,,,,,,1,6,3,3,4,3,2,0,0,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,9
Tracy B Roman,,,,,,,,0,4,3,4,3,3,0,0,2,1,1,1,1,2,1,0,0,1,1,1,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,9
Daine Grey Jr,,,,,,,,,1,2,4,2,3,2,2,3,2,1,1,1,2,1,0,1,2,1,1,0,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,9
James F Berardinelli,,,,,,,,,,0,1,2,3,0,1,3,0,2,1,2,2,1,0,1,0,1,1,0,0,1,2,1,0,1,1,1,2,1,0,0,0,1,1,0,9
Lyris Younge,,,,,,,,,,,0,1,2,1,1,2,2,0,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,9
