col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Isaiah Thomas,Jenne Ayers,Derek S Green,Ed Neilson,William K Greenlee,Allan Domb,Wilson Alexander,Frank Rizzo,Helen Gym,Paul Steinke,Sherrie Cohen,Thomas Wyatt,Carla M Cain,W Wilson Goode Jr,Blondell Reynolds Brown,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,1
Isaiah Thomas,7,0,1,7,5,4,0,1,1,1,3,0,0,2,1,0,3,4,2,2,1,2,1,0,1
Jenne Ayers,,0,7,0,0,1,5,0,2,1,2,1,0,1,0,0,13,1,5,4,2,2,2,0,1
Derek S Green,,,1,2,2,1,5,0,1,1,0,1,1,0,1,0,8,2,3,4,0,2,2,1,1
Ed Neilson,,,,0,8,2,0,1,0,1,2,0,1,1,2,0,1,2,0,1,0,2,0,1,1
William K Greenlee,,,,,0,3,0,0,1,2,2,0,1,0,2,0,1,2,0,0,1,3,1,1,1
Allan Domb,,,,,,0,0,1,3,3,3,2,1,2,0,1,3,3,1,2,4,2,2,0,1
Wilson Alexander,,,,,,,0,1,0,0,0,1,1,1,1,0,5,1,5,5,0,0,2,0,1
Frank Rizzo,,,,,,,,0,0,2,1,2,1,2,1,1,0,3,0,3,3,0,1,0,1
Helen Gym,,,,,,,,,1,2,2,1,0,2,0,0,3,0,1,1,2,3,2,0,1
Paul Steinke,,,,,,,,,,0,1,3,0,0,0,1,1,1,0,2,3,2,2,0,1
Sherrie Cohen,,,,,,,,,,,0,0,0,2,1,0,1,1,0,1,3,2,1,0,1
Thomas Wyatt,,,,,,,,,,,,0,1,0,0,1,1,2,1,1,3,1,2,0,1
Carla M Cain,,,,,,,,,,,,,1,1,2,0,0,2,0,1,1,0,2,1,1
W Wilson Goode Jr,,,,,,,,,,,,,,0,1,0,2,1,1,3,1,0,1,0,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,1,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,1,1,5,5,1,3,2,0,1
Christine Hope,,,,,,,,,,,,,,,,,,0,0,2,3,1,2,0,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,0,4,1,1,1,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,1,0,2,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,0,1,3,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,0,2,0,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,1,1
Total,20,15,11,10,9,8,8,6,6,6,6,5,4,4,3,1,17,10,9,9,8,6,6,2,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Isaiah Thomas,William K Greenlee,Ed Neilson,Derek S Green,Allan Domb,Jenne Ayers,Carla M Cain,Frank Rizzo,Marnie Aument Loughrey,W Wilson Goode Jr,Blondell Reynolds Brown,Helen Gym,Wilson Alexander,Thomas Wyatt,Sherrie Cohen,Paul Steinke,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Christian Dicicco,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,2
Isaiah Thomas,2,20,20,6,4,1,2,4,4,3,4,3,1,1,0,1,7,6,7,4,2,1,0,0,2
William K Greenlee,,1,18,5,3,1,0,1,3,2,1,3,0,1,2,1,4,4,7,3,0,1,0,0,2
Ed Neilson,,,1,4,2,1,4,3,2,0,1,2,0,0,0,0,6,4,4,4,2,1,0,0,2
Derek S Green,,,,2,5,3,2,1,1,0,2,0,4,2,0,1,4,10,6,1,4,0,0,0,2
Allan Domb,,,,,2,3,3,2,1,2,1,0,0,2,1,1,6,5,4,1,0,1,1,0,2
Jenne Ayers,,,,,,2,3,1,1,2,2,2,2,0,2,2,5,6,5,4,2,1,0,0,2
Carla M Cain,,,,,,,0,4,1,1,2,2,1,2,2,0,7,4,0,5,3,1,2,0,2
Frank Rizzo,,,,,,,,0,1,2,2,1,1,1,1,0,2,2,0,4,3,2,1,0,2
Marnie Aument Loughrey,,,,,,,,,0,2,1,3,1,0,2,0,2,3,1,4,0,0,0,0,2
W Wilson Goode Jr,,,,,,,,,,0,3,3,2,0,2,1,5,3,3,4,1,0,1,0,2
Blondell Reynolds Brown,,,,,,,,,,,0,2,1,1,0,1,4,3,1,2,1,0,1,0,2
Helen Gym,,,,,,,,,,,,0,1,0,3,0,3,4,1,5,0,0,0,0,2
Wilson Alexander,,,,,,,,,,,,,0,0,0,0,2,4,2,1,4,0,1,0,2
Thomas Wyatt,,,,,,,,,,,,,,0,0,0,3,0,0,0,0,0,2,0,2
Sherrie Cohen,,,,,,,,,,,,,,,0,0,1,3,1,4,0,1,0,0,2
Paul Steinke,,,,,,,,,,,,,,,,0,2,1,2,1,0,0,0,0,2
Christine Hope,,,,,,,,,,,,,,,,,0,7,5,5,2,1,3,0,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,0,6,6,4,1,0,0,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,,0,2,3,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,1,0,0,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,32,25,24,16,11,10,9,9,8,8,7,7,6,5,4,2,17,17,12,10,7,4,3,0,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Isaiah Thomas,William K Greenlee,Allan Domb,Derek S Green,Ed Neilson,Helen Gym,Carla M Cain,Jenne Ayers,Frank Rizzo,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,W Wilson Goode Jr,Wilson Alexander,Thomas Wyatt,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Christian Dicicco,Franklin A Bennett Iii,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,3
Isaiah Thomas,3,12,4,4,10,2,1,1,1,2,1,1,2,0,0,0,3,1,2,2,3,2,1,2,3
William K Greenlee,,1,3,4,10,3,3,0,1,1,3,2,2,1,1,0,5,3,2,2,3,2,0,1,3
Allan Domb,,,2,4,1,5,4,4,1,3,1,0,2,1,1,0,5,4,3,2,2,1,3,0,3
Derek S Green,,,,1,1,3,3,3,2,2,4,2,0,2,1,0,7,5,2,3,4,1,3,1,3
Ed Neilson,,,,,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,2,1,0,0,3
Helen Gym,,,,,,0,1,2,0,3,2,1,1,3,1,0,4,2,3,2,3,1,1,1,3
Carla M Cain,,,,,,,0,2,2,1,3,1,2,0,1,0,4,4,3,3,0,0,2,0,3
Jenne Ayers,,,,,,,,0,1,2,1,0,1,2,0,0,6,2,3,1,1,1,1,0,3
Frank Rizzo,,,,,,,,,0,1,1,0,1,0,1,0,2,2,2,1,1,2,1,0,3
Paul Steinke,,,,,,,,,,0,1,0,1,0,0,0,3,0,3,1,1,0,2,1,3
Sherrie Cohen,,,,,,,,,,,0,2,0,0,0,0,4,3,3,2,2,0,0,1,3
Blondell Reynolds Brown,,,,,,,,,,,,0,0,1,1,0,1,2,2,3,1,1,0,0,3
W Wilson Goode Jr,,,,,,,,,,,,,0,1,0,0,2,0,1,0,2,1,1,0,3
Wilson Alexander,,,,,,,,,,,,,,0,1,0,2,1,1,1,2,1,0,0,3
Thomas Wyatt,,,,,,,,,,,,,,,0,0,0,1,1,2,0,1,2,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Sharon Williams Losier,,,,,,,,,,,,,,,,,1,5,4,2,4,2,2,1,3
Christine Hope,,,,,,,,,,,,,,,,,,1,2,2,2,0,1,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,0,3,1,1,1,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,0,1,0,1,3
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,0,1,0,3
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,21,17,12,12,11,8,7,7,6,5,5,4,4,4,3,0,13,8,7,6,6,6,5,3,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Derek S Green,Isaiah Thomas,Allan Domb,William K Greenlee,Blondell Reynolds Brown,Ed Neilson,Frank Rizzo,W Wilson Goode Jr,Thomas Wyatt,Paul Steinke,Sherrie Cohen,Carla M Cain,Helen Gym,Jenne Ayers,Wilson Alexander,Marnie Aument Loughrey,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Franklin A Bennett Iii,Christian Dicicco,Matthew Perks,Gary S Silver,Daniel R Sulman,4
Derek S Green,3,15,8,13,10,7,7,4,8,7,4,3,4,4,4,4,9,9,9,8,7,8,4,4,4
Isaiah Thomas,,7,9,14,11,9,4,8,6,4,2,4,3,3,2,2,11,9,6,2,7,6,2,4,4
Allan Domb,,,1,8,3,7,4,4,7,6,6,5,4,5,2,0,12,7,9,5,5,4,7,5,4
William K Greenlee,,,,1,10,10,5,6,1,3,5,1,3,1,1,2,9,3,4,5,6,5,3,3,4
Blondell Reynolds Brown,,,,,0,4,3,13,4,2,5,2,4,1,2,0,7,11,4,6,2,5,3,2,4
Ed Neilson,,,,,,1,1,3,2,2,2,2,1,2,1,2,3,4,4,6,4,0,4,2,4
Frank Rizzo,,,,,,,2,2,1,2,3,3,3,1,1,2,8,6,3,5,5,4,1,2,4
W Wilson Goode Jr,,,,,,,,1,4,1,4,4,2,2,0,0,8,8,4,1,3,3,1,1,4
Thomas Wyatt,,,,,,,,,0,6,3,4,5,3,2,2,7,5,7,3,3,5,4,2,4
Paul Steinke,,,,,,,,,,0,3,4,5,3,0,1,7,4,4,3,5,2,4,3,4
Sherrie Cohen,,,,,,,,,,,0,2,3,1,1,1,8,3,4,4,2,4,2,2,4
