col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,All
,Jewell Williams,Anthony Clark,Will Mega,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,All
Jewell Williams,77,284,105,66,72,75,82,All
Anthony Clark,,44,56,23,24,22,27,All
Will Mega,,,16,6,6,9,4,All
Omar Sabir,,,,43,17,5,7,All
Lisa M Deeley,,,,,16,13,12,All
Tracey L Gordon,,,,,,15,17,All
Carol A Jenkins,,,,,,,7,All
Total,536,336,125,119,98,97,96,All
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,1
,Jewell Williams,Anthony Clark,Will Mega,Omar Sabir,Tracey L Gordon,Lisa M Deeley,Carol A Jenkins,1
Jewell Williams,9,17,11,1,2,3,2,1
Anthony Clark,,3,6,0,1,1,0,1
Will Mega,,,1,0,1,1,0,1
Omar Sabir,,,,7,0,1,0,1
Tracey L Gordon,,,,,2,0,0,1
Lisa M Deeley,,,,,,0,0,1
Carol A Jenkins,,,,,,,0,1
Total,34,20,12,8,4,3,2,1
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,2
,Jewell Williams,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Will Mega,2
Jewell Williams,7,4,2,1,0,0,0,2
Anthony Clark,,1,0,0,0,0,0,2
Carol A Jenkins,,,0,1,0,0,0,2
Lisa M Deeley,,,,0,0,0,0,2
Omar Sabir,,,,,0,0,0,2
Tracey L Gordon,,,,,,0,0,2
Will Mega,,,,,,,0,2
Total,13,5,2,1,0,0,0,2
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,3
,Jewell Williams,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Will Mega,Lisa M Deeley,Omar Sabir,3
Jewell Williams,2,10,2,2,2,0,0,3
Anthony Clark,,3,1,1,1,0,0,3
Carol A Jenkins,,,0,1,0,0,0,3
Tracey L Gordon,,,,0,0,0,0,3
Will Mega,,,,,0,0,0,3
Lisa M Deeley,,,,,,0,0,3
Omar Sabir,,,,,,,0,3
Total,14,13,2,2,2,0,0,3
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,4
,Jewell Williams,Anthony Clark,Omar Sabir,Will Mega,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,4
Jewell Williams,4,9,3,4,3,2,0,4
Anthony Clark,,4,0,3,1,1,0,4
Omar Sabir,,,4,0,1,0,1,4
Will Mega,,,,0,0,0,0,4
Carol A Jenkins,,,,,1,0,0,4
Tracey L Gordon,,,,,,2,0,4
Lisa M Deeley,,,,,,,1,4
Total,20,14,8,5,4,4,2,4
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,5
,Jewell Williams,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Will Mega,Carol A Jenkins,5
Jewell Williams,6,21,9,6,8,5,0,5
Anthony Clark,,2,4,1,4,3,0,5
Omar Sabir,,,1,4,1,0,0,5
Lisa M Deeley,,,,3,1,0,0,5
Tracey L Gordon,,,,,1,1,0,5
Will Mega,,,,,,1,0,5
Carol A Jenkins,,,,,,,1,5
Total,38,24,11,10,10,6,1,5
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,6
,Jewell Williams,Anthony Clark,Carol A Jenkins,Will Mega,Lisa M Deeley,Omar Sabir,Tracey L Gordon,6
Jewell Williams,3,22,13,7,5,5,4,6
Anthony Clark,,1,4,4,2,2,0,6
Carol A Jenkins,,,0,1,1,2,3,6
Will Mega,,,,1,0,0,0,6
Lisa M Deeley,,,,,1,0,1,6
Omar Sabir,,,,,,1,0,6
Tracey L Gordon,,,,,,,0,6
Total,40,23,14,8,7,6,4,6
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,7
,Jewell Williams,Anthony Clark,Omar Sabir,Tracey L Gordon,Will Mega,Carol A Jenkins,Lisa M Deeley,7
Jewell Williams,4,11,4,3,5,1,1,7
Anthony Clark,,2,0,2,2,0,0,7
Omar Sabir,,,2,0,1,0,1,7
Tracey L Gordon,,,,1,1,1,0,7
Will Mega,,,,,0,0,0,7
Carol A Jenkins,,,,,,0,1,7
Lisa M Deeley,,,,,,,0,7
Total,22,13,7,5,5,2,2,7
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,8
,Jewell Williams,Anthony Clark,Will Mega,Carol A Jenkins,Omar Sabir,Tracey L Gordon,Lisa M Deeley,8
Jewell Williams,7,24,10,7,5,4,4,8
Anthony Clark,,3,3,3,1,0,1,8
Will Mega,,,2,1,2,2,1,8
Carol A Jenkins,,,,1,0,1,1,8
Omar Sabir,,,,,2,0,1,8
Tracey L Gordon,,,,,,2,1,8
Lisa M Deeley,,,,,,,0,8
Total,44,27,12,8,8,6,5,8
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,9
,Jewell Williams,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,9
Jewell Williams,3,18,6,6,5,4,3,9
Anthony Clark,,1,3,3,1,3,2,9
Lisa M Deeley,,,0,2,1,0,0,9
Tracey L Gordon,,,,0,1,0,0,9
Carol A Jenkins,,,,,0,0,0,9
Omar Sabir,,,,,,0,0,9
Will Mega,,,,,,,0,9
Total,30,19,7,7,5,4,3,9
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,10
,Jewell Williams,Anthony Clark,Carol A Jenkins,Will Mega,Tracey L Gordon,Lisa M Deeley,Omar Sabir,10
Jewell Williams,1,12,4,3,1,3,3,10
Anthony Clark,,2,3,2,0,2,1,10
Carol A Jenkins,,,0,0,2,0,0,10
Will Mega,,,,2,0,0,1,10
Tracey L Gordon,,,,,2,0,0,10
Lisa M Deeley,,,,,,0,0,10
Omar Sabir,,,,,,,0,10
Total,17,14,5,5,4,3,3,10
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,11
,Jewell Williams,Anthony Clark,Carol A Jenkins,Omar Sabir,Tracey L Gordon,Lisa M Deeley,Will Mega,11
Jewell Williams,4,8,3,3,4,3,2,11
Anthony Clark,,0,2,1,1,1,1,11
Carol A Jenkins,,,1,1,2,0,0,11
Omar Sabir,,,,3,0,0,0,11
Tracey L Gordon,,,,,0,1,0,11
Lisa M Deeley,,,,,,1,0,11
Will Mega,,,,,,,0,11
Total,19,9,6,6,5,4,2,11
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,12
,Jewell Williams,Anthony Clark,Will Mega,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,12
Jewell Williams,2,11,8,7,6,2,0,12
Anthony Clark,,3,1,3,3,1,0,12
Will Mega,,,1,1,1,0,0,12
Carol A Jenkins,,,,0,1,0,0,12
Lisa M Deeley,,,,,0,1,0,12
Tracey L Gordon,,,,,,0,0,12
Omar Sabir,,,,,,,1,12
Total,24,14,9,7,6,2,1,12
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,13
,Jewell Williams,Anthony Clark,Tracey L Gordon,Will Mega,Lisa M Deeley,Carol A Jenkins,Omar Sabir,13
Jewell Williams,1,10,3,4,1,2,0,13
Anthony Clark,,0,2,4,1,1,0,13
Tracey L Gordon,,,2,0,0,1,0,13
Will Mega,,,,0,0,0,0,13
Lisa M Deeley,,,,,1,0,1,13
Carol A Jenkins,,,,,,0,0,13
Omar Sabir,,,,,,,1,13
Total,12,10,5,4,3,2,2,13
,Sheriff - Democrat,City Commissioners - Democrat,,,,,,14
,Jewell Williams,Anthony Clark,Tracey L Gordon,Omar Sabir,Lisa M Deeley,Will Mega,Carol A Jenkins,14
Jewell Williams,2,13,10,4,6,7,4,14
Anthony Clark,,1,2,3,2,3,0,14
