col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Todd Eagen,Michael Wojcik,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,All
Todd Eagen,205,0,"1,141",686,590,580,627,162,124,95,All
Michael Wojcik,,134,313,404,342,222,149,144,110,84,All
Joffie C Pittman,,,43,561,501,643,719,78,68,57,All
Sharon Williams Losier,,,,67,652,188,84,150,124,89,All
Christine Hope,,,,,53,143,121,190,102,108,All
Matthew Perks,,,,,,12,503,50,55,32,All
Daniel R Sulman,,,,,,,8,43,42,16,All
Christian Dicicco,,,,,,,,20,51,35,All
Gary S Silver,,,,,,,,,21,41,All
Franklin A Bennett Iii,,,,,,,,,,5,All
Total,"1,861",891,"1,657","1,271","1,097",898,882,355,297,212,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Joffie C Pittman,Daniel R Sulman,Matthew Perks,Christine Hope,Sharon Williams Losier,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Todd Eagen,Michael Wojcik,1
Joffie C Pittman,3,79,60,16,17,5,3,3,77,22,1
Daniel R Sulman,,0,53,4,4,3,3,0,63,13,1
Matthew Perks,,,0,6,7,6,3,1,49,17,1
Christine Hope,,,,2,25,16,2,4,19,17,1
Sharon Williams Losier,,,,,1,9,6,2,21,15,1
Christian Dicicco,,,,,,2,3,3,7,15,1
Gary S Silver,,,,,,,0,2,5,6,1
Franklin A Bennett Iii,,,,,,,,0,3,3,1
Todd Eagen,,,,,,,,,8,0,1
Michael Wojcik,,,,,,,,,,4,1
Total,114,84,72,42,40,26,12,8,103,47,1
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Todd Eagen,Michael Wojcik,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Daniel R Sulman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,2
Todd Eagen,15,0,46,32,30,24,18,5,4,2,2
Michael Wojcik,,4,21,21,16,6,12,9,4,4,2
Joffie C Pittman,,,1,28,25,36,35,3,2,4,2
Sharon Williams Losier,,,,5,38,3,6,12,7,5,2
Christine Hope,,,,,1,3,2,10,6,3,2
Daniel R Sulman,,,,,,1,28,1,2,0,2
Matthew Perks,,,,,,,0,2,0,1,2
Christian Dicicco,,,,,,,,4,2,0,2
Gary S Silver,,,,,,,,,2,1,2
Franklin A Bennett Iii,,,,,,,,,,0,2
Total,83,39,80,64,52,42,41,20,13,7,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,3
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Todd Eagen,Michael Wojcik,3
Sharon Williams Losier,7,34,30,10,8,10,3,4,27,28,3
Christine Hope,,4,23,6,8,17,5,5,24,27,3
Joffie C Pittman,,,2,19,18,3,1,4,39,18,3
Matthew Perks,,,,0,16,3,1,0,21,13,3
Daniel R Sulman,,,,,1,3,2,0,21,7,3
Christian Dicicco,,,,,,3,3,1,6,13,3
Gary S Silver,,,,,,,0,0,6,3,3
Franklin A Bennett Iii,,,,,,,,0,4,3,3
Todd Eagen,,,,,,,,,5,0,3
Michael Wojcik,,,,,,,,,,5,3
Total,65,61,60,34,29,25,9,7,63,51,3
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,4
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Todd Eagen,Michael Wojcik,4
Sharon Williams Losier,1,23,22,5,7,6,4,3,32,12,4
Christine Hope,,3,15,6,7,4,5,5,19,13,4
Joffie C Pittman,,,4,3,1,4,2,1,19,7,4
Matthew Perks,,,,1,3,2,3,2,12,4,4
Christian Dicicco,,,,,1,3,1,0,7,5,4
Gary S Silver,,,,,,0,2,0,8,1,4
Franklin A Bennett Iii,,,,,,,1,1,4,2,4
Daniel R Sulman,,,,,,,,1,3,3,4
Todd Eagen,,,,,,,,,5,0,4
Michael Wojcik,,,,,,,,,,10,4
Total,52,38,35,18,14,12,11,7,51,33,4
,Judge Of The Municipal Court - Democrat,,,,,,,,Judge Of The Commonwealth Court - Democrat,,5
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,Todd Eagen,Michael Wojcik,5
Sharon Williams Losier,5,31,38,12,7,8,7,2,51,17,5
Christine Hope,,2,28,7,7,4,3,2,35,14,5
