col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Allan Domb,Ed Neilson,Helen Gym,Sherrie Cohen,Frank Rizzo,William K Greenlee,Paul Steinke,Derek S Green,Thomas Wyatt,Blondell Reynolds Brown,Jenne Ayers,Isaiah Thomas,W Wilson Goode Jr,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Christine Hope,45,397,311,175,227,118,129,69,398,542,371,386,342,327,244,311,200,215,193,151,145,161,150,61,All
Sharon Williams Losier,,12,182,132,195,49,79,56,245,203,245,285,161,190,162,237,133,157,165,89,86,110,115,70,All
Christian Dicicco,,,8,118,73,68,95,60,282,224,216,210,298,197,183,150,128,89,116,57,61,79,99,33,All
Matthew Perks,,,,10,171,123,64,31,250,128,172,164,176,144,200,173,153,78,88,89,76,63,57,63,All
Joffie C Pittman,,,,,5,128,45,19,199,129,185,205,105,176,143,174,124,143,90,85,102,50,38,46,All
Daniel R Sulman,,,,,,8,74,23,162,104,155,164,115,130,139,67,85,68,43,66,64,42,39,17,All
Gary S Silver,,,,,,,8,33,190,85,96,152,125,86,121,75,93,52,60,42,34,60,31,29,All
Franklin A Bennett Iii,,,,,,,,1,72,56,39,50,65,55,58,52,46,32,31,34,24,24,21,19,All
Allan Domb,,,,,,,,,72,265,291,302,342,232,355,183,229,118,149,125,84,107,72,67,All
Ed Neilson,,,,,,,,,,37,207,236,238,318,157,163,97,157,47,91,107,38,77,22,All
Helen Gym,,,,,,,,,,,37,357,178,218,263,147,173,119,113,123,117,93,92,22,All
Sherrie Cohen,,,,,,,,,,,,18,222,263,219,152,119,170,129,72,96,105,82,34,All
Frank Rizzo,,,,,,,,,,,,,49,216,170,121,125,84,93,54,84,60,72,35,All
William K Greenlee,,,,,,,,,,,,,,12,154,186,71,180,38,74,137,28,75,23,All
Paul Steinke,,,,,,,,,,,,,,,7,154,254,64,80,154,66,48,48,35,All
Derek S Green,,,,,,,,,,,,,,,,15,166,100,104,125,83,53,82,77,All
Thomas Wyatt,,,,,,,,,,,,,,,,,12,53,81,142,51,69,38,39,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,5,58,57,120,45,35,31,All
Jenne Ayers,,,,,,,,,,,,,,,,,,,8,38,23,102,62,58,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,3,99,18,14,10,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,1,21,9,17,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,3,54,25,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,1,14,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"1,246",675,592,522,498,354,345,165,"1,057",897,792,792,776,681,654,610,505,402,359,346,317,257,232,159,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Christine Hope,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Joffie C Pittman,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Ed Neilson,Allan Domb,Helen Gym,William K Greenlee,Frank Rizzo,Paul Steinke,Sherrie Cohen,Derek S Green,Isaiah Thomas,Thomas Wyatt,Marnie Aument Loughrey,Jenne Ayers,W Wilson Goode Jr,Blondell Reynolds Brown,Carla M Cain,Wilson Alexander,1
Christine Hope,0,12,9,16,8,3,8,3,32,22,23,14,16,18,16,17,14,9,9,10,4,4,6,1,1
Sharon Williams Losier,,2,6,7,3,2,1,3,7,7,8,10,6,4,8,9,5,4,10,8,0,2,4,4,1
Matthew Perks,,,0,4,7,3,1,2,6,12,6,10,6,11,6,10,4,6,3,3,2,2,1,3,1
Christian Dicicco,,,,0,5,0,2,2,12,11,8,11,11,7,7,6,2,2,6,5,1,2,0,1,1
Joffie C Pittman,,,,,0,6,1,1,5,6,7,9,4,5,10,5,5,5,1,3,6,5,0,4,1
Daniel R Sulman,,,,,,0,1,2,3,0,6,7,2,3,6,3,3,3,2,1,6,2,2,1,1
Gary S Silver,,,,,,,0,1,3,7,4,4,5,2,3,3,2,2,3,2,1,1,2,0,1
Franklin A Bennett Iii,,,,,,,,0,3,3,2,4,1,4,1,4,4,1,1,2,1,2,1,2,1
Ed Neilson,,,,,,,,,0,11,11,17,15,9,11,7,6,4,4,2,3,2,0,2,1
Allan Domb,,,,,,,,,,1,16,12,16,18,7,9,9,10,3,5,3,3,2,1,1
Helen Gym,,,,,,,,,,,0,9,8,14,15,7,7,6,6,6,7,5,3,2,1
William K Greenlee,,,,,,,,,,,,0,11,7,12,7,9,2,6,3,6,9,0,3,1
Frank Rizzo,,,,,,,,,,,,,2,6,6,3,5,4,5,5,3,0,3,1,1
Paul Steinke,,,,,,,,,,,,,,0,6,13,10,14,3,1,2,2,0,1,1
Sherrie Cohen,,,,,,,,,,,,,,,0,5,5,2,7,3,8,3,5,3,1
Derek S Green,,,,,,,,,,,,,,,,0,9,9,5,3,1,2,1,3,1
Isaiah Thomas,,,,,,,,,,,,,,,,,0,6,2,2,4,1,1,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,0,2,0,1,1,1,2,1
