col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,1
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,1
Jim Kenney,14,0,0,0,0,0,23,17,12,10,4,2,1
Lynne M Abraham,,9,0,0,0,0,1,3,6,4,1,1,1
Anthony Hardy Williams,,,4,0,0,0,4,1,1,3,2,3,1
Nelson Diaz,,,,0,0,0,2,2,4,0,1,0,1
Doug Oliver,,,,,1,0,0,0,0,0,0,0,1
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,1
Anthony Clark,,,,,,,0,7,5,3,0,2,1
Carol A Jenkins,,,,,,,,0,7,7,1,0,1
Lisa M Deeley,,,,,,,,,0,5,4,1,1
Tracey L Gordon,,,,,,,,,,0,0,0,1
Omar Sabir,,,,,,,,,,,0,0,1
Will Mega,,,,,,,,,,,,0,1
Total,54,18,15,5,1,0,30,23,23,17,8,6,1
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,2
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,2
Jim Kenney,18,0,0,0,0,0,26,20,19,15,3,1,2
Lynne M Abraham,,6,0,0,0,0,8,3,3,4,0,4,2
Anthony Hardy Williams,,,3,0,0,0,4,2,1,0,3,0,2
Nelson Diaz,,,,0,0,0,0,3,2,0,1,1,2
Doug Oliver,,,,,2,0,1,0,0,1,0,0,2
T Milton Street Sr,,,,,,0,1,0,0,0,0,1,2
Anthony Clark,,,,,,,0,10,7,4,1,4,2
Lisa M Deeley,,,,,,,,0,7,5,2,1,2
Tracey L Gordon,,,,,,,,,0,7,0,1,2
Carol A Jenkins,,,,,,,,,,0,0,0,2
Omar Sabir,,,,,,,,,,,0,1,2
Will Mega,,,,,,,,,,,,0,2
Total,68,20,10,5,3,1,41,29,25,20,7,7,2
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,3
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,Doug Oliver,Tracey L Gordon,Carol A Jenkins,Anthony Clark,Lisa M Deeley,Omar Sabir,Will Mega,3
Jim Kenney,29,0,0,0,0,0,20,22,11,12,5,2,3
Anthony Hardy Williams,,4,0,0,0,0,2,0,4,3,3,2,3
Lynne M Abraham,,,3,0,0,0,4,4,2,2,1,1,3
Nelson Diaz,,,,1,0,0,1,1,1,0,1,1,3
T Milton Street Sr,,,,,1,0,1,0,1,0,1,1,3
Doug Oliver,,,,,,1,0,1,0,0,1,0,3
Tracey L Gordon,,,,,,,0,15,2,4,3,0,3
Carol A Jenkins,,,,,,,,0,4,1,2,0,3
Anthony Clark,,,,,,,,,0,2,0,2,3
Lisa M Deeley,,,,,,,,,,0,6,1,3
Omar Sabir,,,,,,,,,,,0,1,3
Will Mega,,,,,,,,,,,,0,3
Total,73,13,12,5,3,2,29,28,20,17,12,7,3
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,4
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,Will Mega,Omar Sabir,4
Jim Kenney,30,0,0,0,0,0,23,24,24,14,9,5,4
Lynne M Abraham,,8,0,0,0,0,4,5,3,5,0,0,4
Anthony Hardy Williams,,,6,0,0,0,2,0,1,1,5,2,4
Nelson Diaz,,,,1,0,0,1,1,0,3,0,0,4
Doug Oliver,,,,,1,0,1,0,1,1,1,1,4
T Milton Street Sr,,,,,,0,1,0,1,0,0,0,4
Anthony Clark,,,,,,,0,5,5,6,5,1,4
Carol A Jenkins,,,,,,,,0,20,3,0,0,4
Tracey L Gordon,,,,,,,,,0,3,1,0,4
Lisa M Deeley,,,,,,,,,,0,2,6,4
Will Mega,,,,,,,,,,,0,1,4
Omar Sabir,,,,,,,,,,,,0,4
Total,88,17,12,5,4,1,32,30,30,24,15,8,4
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,5
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Doug Oliver,Nelson Diaz,T Milton Street Sr,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,5
Jim Kenney,25,0,0,0,0,0,14,13,16,12,5,2,5
Lynne M Abraham,,5,0,0,0,0,4,6,1,3,0,0,5
