col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,1
Kevin M Dougherty,7,29,20,19,4,3,23,19,19,16,7,6,7,7,1
Anne E Lazarus,,1,23,22,6,1,21,21,21,13,7,7,2,4,1
Christine Donohue,,,0,13,3,2,17,13,18,9,4,1,4,4,1
David Wecht,,,,0,5,3,12,16,13,8,4,4,2,1,1
John Henry Foradora,,,,,0,1,2,6,1,5,3,3,2,2,1
Dwayne D Woodruff,,,,,,0,1,0,0,2,2,0,2,0,1
Christine Hope,,,,,,,0,14,19,6,4,0,4,3,1
Joffie C Pittman,,,,,,,,0,16,10,2,9,1,1,1
Sharon Williams Losier,,,,,,,,,0,4,4,0,1,1,1
Matthew Perks,,,,,,,,,,0,1,8,5,4,1
Christian Dicicco,,,,,,,,,,,0,0,1,1,1
Daniel R Sulman,,,,,,,,,,,,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,0,3,1
Gary S Silver,,,,,,,,,,,,,,0,1
Total,53,48,36,33,10,5,28,27,27,22,10,9,8,7,1
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,2
Kevin M Dougherty,16,37,25,15,5,2,21,18,15,15,11,7,9,8,2
Anne E Lazarus,,2,24,12,5,1,19,15,11,16,15,8,3,5,2
Christine Donohue,,,1,9,0,2,21,18,11,11,9,8,4,3,2
David Wecht,,,,0,3,1,8,5,9,5,4,5,3,3,2
John Henry Foradora,,,,,0,1,4,2,0,2,3,0,2,0,2
Dwayne D Woodruff,,,,,,0,2,1,2,0,0,0,1,1,2
Christine Hope,,,,,,,0,17,8,8,9,4,1,3,2
Sharon Williams Losier,,,,,,,,0,7,5,8,1,3,3,2
Joffie C Pittman,,,,,,,,,0,6,2,6,1,3,2
Matthew Perks,,,,,,,,,,0,2,7,2,1,2
Christian Dicicco,,,,,,,,,,,0,0,2,2,2
Daniel R Sulman,,,,,,,,,,,,0,2,1,2
