col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Mayor - Democrat,,,,,,District Council 7th District - Democrat,,All
,Jim Kenney,Anthony Hardy Williams,Nelson Diaz,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Maria Quinones Sanchez,Manny Morales,All
Jim Kenney,"8,318",0,0,0,0,0,"2,375","2,414",All
Anthony Hardy Williams,,"3,703",0,0,0,0,"1,214","1,020",All
Nelson Diaz,,,"1,123",0,0,0,"1,414",965,All
Lynne M Abraham,,,,"1,361",0,0,439,281,All
Doug Oliver,,,,,720,0,213,129,All
T Milton Street Sr,,,,,,278,155,92,All
Maria Quinones Sanchez,,,,,,,700,0,All
Manny Morales,,,,,,,,745,All
Total,"13,107","5,937","3,502","2,081","1,062",525,"6,510","5,646",All
