col_1,col_2,col_3,division
,Sheriff - Republican,Judge Of The Superior Court - Republican,1
,Christopher Sawyer,Emil Giordano,1
Christopher Sawyer,1,3,1
Emil Giordano,,0,1
Total,4,3,1
,Sheriff - Republican,Judge Of The Superior Court - Republican,2
,Christopher Sawyer,Emil Giordano,2
Christopher Sawyer,0,2,2
Emil Giordano,,0,2
Total,2,2,2
,Sheriff - Republican,Judge Of The Superior Court - Republican,3
,Christopher Sawyer,Emil Giordano,3
Christopher Sawyer,1,4,3
Emil Giordano,,0,3
Total,5,4,3
,Judge Of The Superior Court - Republican,Sheriff - Republican,4
,Emil Giordano,Christopher Sawyer,4
Emil Giordano,1,8,4
Christopher Sawyer,,0,4
Total,9,8,4
,Sheriff - Republican,Judge Of The Superior Court - Republican,5
,Christopher Sawyer,Emil Giordano,5
Christopher Sawyer,0,1,5
Emil Giordano,,0,5
Total,1,1,5
,Sheriff - Republican,Judge Of The Superior Court - Republican,6
,Christopher Sawyer,Emil Giordano,6
Christopher Sawyer,0,4,6
Emil Giordano,,0,6
Total,4,4,6
,Judge Of The Superior Court - Republican,Sheriff - Republican,7
,Emil Giordano,Christopher Sawyer,7
Emil Giordano,1,6,7
Christopher Sawyer,,0,7
Total,7,6,7
,Judge Of The Superior Court - Republican,Sheriff - Republican,8
,Emil Giordano,Christopher Sawyer,8
Emil Giordano,1,5,8
Christopher Sawyer,,0,8
Total,6,5,8
,Sheriff - Republican,Judge Of The Superior Court - Republican,9
,Christopher Sawyer,Emil Giordano,9
Christopher Sawyer,0,2,9
Emil Giordano,,0,9
Total,2,2,9
,Sheriff - Republican,Judge Of The Superior Court - Republican,10
,Christopher Sawyer,Emil Giordano,10
Christopher Sawyer,0,3,10
Emil Giordano,,0,10
Total,3,3,10
,Sheriff - Republican,Judge Of The Superior Court - Republican,12
,Christopher Sawyer,Emil Giordano,12
Christopher Sawyer,1,8,12
Emil Giordano,,1,12
Total,9,9,12
,Sheriff - Republican,Judge Of The Superior Court - Republican,13
,Christopher Sawyer,Emil Giordano,13
Christopher Sawyer,0,1,13
Emil Giordano,,0,13
Total,1,1,13
,Judge Of The Superior Court - Republican,Sheriff - Republican,14
,Emil Giordano,Christopher Sawyer,14
Emil Giordano,7,14,14
Christopher Sawyer,,3,14
Total,21,17,14
,Sheriff - Republican,Judge Of The Superior Court - Republican,15
,Christopher Sawyer,Emil Giordano,15
Christopher Sawyer,1,6,15
Emil Giordano,,1,15
Total,7,7,15
,Sheriff - Republican,Judge Of The Superior Court - Republican,16
,Christopher Sawyer,Emil Giordano,16
Christopher Sawyer,0,4,16
Emil Giordano,,0,16
Total,4,4,16
,Sheriff - Republican,Judge Of The Superior Court - Republican,17
,Christopher Sawyer,Emil Giordano,17
Christopher Sawyer,0,5,17
Emil Giordano,,0,17
Total,5,5,17
,Judge Of The Superior Court - Republican,Sheriff - Republican,18
,Emil Giordano,Christopher Sawyer,18
Emil Giordano,3,4,18
Christopher Sawyer,,0,18
Total,7,4,18
,Judge Of The Superior Court - Republican,Sheriff - Republican,19
,Emil Giordano,Christopher Sawyer,19
Emil Giordano,1,1,19
Christopher Sawyer,,0,19
Total,2,1,19
,Judge Of The Superior Court - Republican,Sheriff - Republican,20
,Emil Giordano,Christopher Sawyer,20
Emil Giordano,1,1,20
Christopher Sawyer,,0,20
Total,2,1,20
,Judge Of The Superior Court - Republican,Sheriff - Republican,21
,Emil Giordano,Christopher Sawyer,21
Emil Giordano,1,0,21
Christopher Sawyer,,0,21
Total,1,0,21
,Sheriff - Republican,Judge Of The Superior Court - Republican,23
,Christopher Sawyer,Emil Giordano,23
Christopher Sawyer,0,5,23
Emil Giordano,,0,23
Total,5,5,23
,Judge Of The Superior Court - Republican,Sheriff - Republican,24
,Emil Giordano,Christopher Sawyer,24
Emil Giordano,1,1,24
Christopher Sawyer,,0,24
Total,2,1,24
,Sheriff - Republican,Judge Of The Superior Court - Republican,25
,Christopher Sawyer,Emil Giordano,25
Christopher Sawyer,1,4,25
Emil Giordano,,1,25
Total,5,5,25
,Sheriff - Republican,Judge Of The Superior Court - Republican,26
,Christopher Sawyer,Emil Giordano,26
Christopher Sawyer,0,7,26
Emil Giordano,,0,26
Total,7,7,26
,Judge Of The Superior Court - Republican,Sheriff - Republican,27
,Emil Giordano,Christopher Sawyer,27
Emil Giordano,1,4,27
Christopher Sawyer,,0,27
Total,5,4,27
,Sheriff - Republican,Judge Of The Superior Court - Republican,28
,Christopher Sawyer,Emil Giordano,28
Christopher Sawyer,0,3,28
Emil Giordano,,0,28
Total,3,3,28
,Judge Of The Superior Court - Republican,Sheriff - Republican,29
,Emil Giordano,Christopher Sawyer,29
Emil Giordano,2,3,29
Christopher Sawyer,,0,29
Total,5,3,29
,Judge Of The Superior Court - Republican,Sheriff - Republican,30
,Emil Giordano,Christopher Sawyer,30
Emil Giordano,1,4,30
Christopher Sawyer,,0,30
Total,5,4,30
,Sheriff - Republican,Judge Of The Superior Court - Republican,31
,Christopher Sawyer,Emil Giordano,31
Christopher Sawyer,3,15,31
Emil Giordano,,1,31
Total,18,16,31
,Judge Of The Superior Court - Republican,Sheriff - Republican,32
,Emil Giordano,Christopher Sawyer,32
Emil Giordano,1,1,32
Christopher Sawyer,,0,32
Total,2,1,32
,Sheriff - Republican,Judge Of The Superior Court - Republican,33
,Christopher Sawyer,Emil Giordano,33
Christopher Sawyer,2,6,33
Emil Giordano,,0,33
Total,8,6,33
,Judge Of The Superior Court - Republican,Sheriff - Republican,34
,Emil Giordano,Christopher Sawyer,34
Emil Giordano,1,0,34
Christopher Sawyer,,0,34
Total,1,0,34
,Judge Of The Superior Court - Republican,Sheriff - Republican,35
,Emil Giordano,Christopher Sawyer,35
Emil Giordano,2,6,35
Christopher Sawyer,,0,35
Total,8,6,35
,Sheriff - Republican,Judge Of The Superior Court - Republican,36
,Christopher Sawyer,Emil Giordano,36
Christopher Sawyer,2,4,36
Emil Giordano,,1,36
Total,6,5,36
,Judge Of The Superior Court - Republican,Sheriff - Republican,37
,Emil Giordano,Christopher Sawyer,37
Emil Giordano,4,5,37
Christopher Sawyer,,1,37
Total,9,6,37
,Judge Of The Superior Court - Republican,Sheriff - Republican,38
,Emil Giordano,Christopher Sawyer,38
Emil Giordano,3,4,38
Christopher Sawyer,,0,38
Total,7,4,38
,Judge Of The Superior Court - Republican,Sheriff - Republican,39
,Emil Giordano,Christopher Sawyer,39
Emil Giordano,2,7,39
Christopher Sawyer,,1,39
Total,9,8,39
,Sheriff - Republican,Judge Of The Superior Court - Republican,40
,Christopher Sawyer,Emil Giordano,40
Christopher Sawyer,0,3,40
Emil Giordano,,0,40
Total,3,3,40
,Judge Of The Superior Court - Republican,Sheriff - Republican,41
,Emil Giordano,Christopher Sawyer,41
Emil Giordano,3,12,41
Christopher Sawyer,,1,41
Total,15,13,41
,Judge Of The Superior Court - Republican,Sheriff - Republican,42
,Emil Giordano,Christopher Sawyer,42
Emil Giordano,2,13,42
Christopher Sawyer,,0,42
Total,15,13,42
,Judge Of The Superior Court - Republican,Sheriff - Republican,43
,Emil Giordano,Christopher Sawyer,43
Emil Giordano,2,7,43
Christopher Sawyer,,1,43
Total,9,8,43
,Judge Of The Superior Court - Republican,Sheriff - Republican,44
,Emil Giordano,Christopher Sawyer,44
Emil Giordano,1,4,44
Christopher Sawyer,,0,44
Total,5,4,44
,Judge Of The Superior Court - Republican,Sheriff - Republican,45
,Emil Giordano,Christopher Sawyer,45
Emil Giordano,2,8,45
Christopher Sawyer,,1,45
Total,10,9,45
,Sheriff - Republican,Judge Of The Superior Court - Republican,46
,Christopher Sawyer,Emil Giordano,46
Christopher Sawyer,3,18,46
Emil Giordano,,2,46
Total,21,20,46
,Judge Of The Superior Court - Republican,Sheriff - Republican,All
,Emil Giordano,Christopher Sawyer,All
Emil Giordano,51,226,All
Christopher Sawyer,,23,All
Total,277,249,All
