col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Derek S Green,Ed Neilson,William K Greenlee,Blondell Reynolds Brown,Jenne Ayers,Allan Domb,Wilson Alexander,Marnie Aument Loughrey,Frank Rizzo,Sherrie Cohen,W Wilson Goode Jr,Helen Gym,Thomas Wyatt,Isaiah Thomas,Paul Steinke,Carla M Cain,All
Derek S Green,99,80,85,75,70,46,65,72,22,26,22,18,45,32,23,18,All
Ed Neilson,,73,106,64,11,11,9,78,19,31,31,12,14,13,10,7,All
William K Greenlee,,,9,82,9,25,10,79,15,36,33,13,16,21,15,11,All
Blondell Reynolds Brown,,,,9,15,37,9,43,25,39,50,18,18,32,14,17,All
Jenne Ayers,,,,,45,25,55,12,17,21,14,20,23,11,12,22,All
Allan Domb,,,,,,30,29,18,18,22,18,23,33,23,22,15,All
Wilson Alexander,,,,,,,35,11,13,11,9,7,27,7,4,15,All
Marnie Aument Loughrey,,,,,,,,3,17,17,9,13,10,7,15,10,All
Frank Rizzo,,,,,,,,,25,27,30,21,17,15,9,15,All
Sherrie Cohen,,,,,,,,,,10,36,28,19,11,17,16,All
W Wilson Goode Jr,,,,,,,,,,,11,15,8,24,11,12,All
Helen Gym,,,,,,,,,,,,18,10,13,20,15,All
Thomas Wyatt,,,,,,,,,,,,,5,9,16,13,All
Isaiah Thomas,,,,,,,,,,,,,,8,9,8,All
Paul Steinke,,,,,,,,,,,,,,,9,12,All
Carla M Cain,,,,,,,,,,,,,,,,6,All
Total,334,227,173,164,161,145,136,123,112,105,102,90,87,74,69,67,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Derek S Green,Jenne Ayers,Blondell Reynolds Brown,Ed Neilson,Allan Domb,W Wilson Goode Jr,William K Greenlee,Marnie Aument Loughrey,Wilson Alexander,Isaiah Thomas,Frank Rizzo,Helen Gym,Sherrie Cohen,Thomas Wyatt,Carla M Cain,Paul Steinke,1
Derek S Green,6,3,6,3,1,2,4,2,2,3,3,0,1,2,1,2,1
Jenne Ayers,,4,3,1,1,1,1,0,4,1,0,1,1,1,1,0,1
Blondell Reynolds Brown,,,0,3,1,3,5,2,1,3,1,1,1,0,2,1,1
Ed Neilson,,,,3,0,0,4,3,0,1,0,0,1,1,0,1,1
Allan Domb,,,,,5,1,0,0,1,1,0,0,0,1,0,0,1
W Wilson Goode Jr,,,,,,4,1,0,0,2,0,1,1,0,0,0,1
William K Greenlee,,,,,,,0,3,0,2,0,1,0,0,1,1,1
Marnie Aument Loughrey,,,,,,,,2,0,0,0,0,0,0,0,0,1
Wilson Alexander,,,,,,,,,1,0,0,0,0,1,1,0,1
Isaiah Thomas,,,,,,,,,,0,1,0,0,1,0,0,1
Frank Rizzo,,,,,,,,,,,0,0,0,1,0,0,1
Helen Gym,,,,,,,,,,,,1,1,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,1,1,0,1,1
Thomas Wyatt,,,,,,,,,,,,,,0,0,1,1
Carla M Cain,,,,,,,,,,,,,,,0,1,1
Paul Steinke,,,,,,,,,,,,,,,,0,1
Total,18,11,9,8,7,7,7,5,5,4,3,3,3,3,2,2,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Wilson Alexander,Derek S Green,Ed Neilson,Jenne Ayers,W Wilson Goode Jr,Allan Domb,Carla M Cain,Helen Gym,Isaiah Thomas,Sherrie Cohen,William K Greenlee,Blondell Reynolds Brown,Frank Rizzo,Marnie Aument Loughrey,Paul Steinke,Thomas Wyatt,2
Wilson Alexander,1,2,2,1,1,1,1,0,1,1,1,0,0,0,0,0,2
Derek S Green,,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2
Ed Neilson,,,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2
Jenne Ayers,,,,1,2,0,1,0,0,1,0,0,0,0,0,0,2
W Wilson Goode Jr,,,,,0,0,1,0,0,1,0,0,0,0,0,0,2
Allan Domb,,,,,,0,0,0,0,0,1,0,0,0,0,0,2
Carla M Cain,,,,,,,0,0,0,1,0,0,0,0,0,0,2
Helen Gym,,,,,,,,1,0,0,0,0,0,0,0,0,2
Isaiah Thomas,,,,,,,,,0,0,0,0,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,0,0,0,0,0,0,0,2
William K Greenlee,,,,,,,,,,,0,0,0,0,0,0,2
Blondell Reynolds Brown,,,,,,,,,,,,0,0,0,0,0,2
Frank Rizzo,,,,,,,,,,,,,0,0,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,0,0,0,2
Paul Steinke,,,,,,,,,,,,,,,0,0,2
Thomas Wyatt,,,,,,,,,,,,,,,,0,2
Total,5,4,3,3,2,1,1,1,1,1,1,0,0,0,0,0,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Derek S Green,Jenne Ayers,Frank Rizzo,Sherrie Cohen,Wilson Alexander,Allan Domb,Helen Gym,Blondell Reynolds Brown,Carla M Cain,Ed Neilson,Marnie Aument Loughrey,Paul Steinke,William K Greenlee,Isaiah Thomas,Thomas Wyatt,W Wilson Goode Jr,3
Derek S Green,3,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,3
Jenne Ayers,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Frank Rizzo,,,1,1,0,1,1,0,0,1,0,1,0,0,0,0,3
Sherrie Cohen,,,,0,1,2,2,1,1,0,1,1,1,0,0,0,3
Wilson Alexander,,,,,1,1,1,0,0,0,1,0,0,0,0,0,3
Allan Domb,,,,,,0,2,0,0,0,1,1,0,0,0,0,3
Helen Gym,,,,,,,0,0,0,0,1,1,0,0,0,0,3
Blondell Reynolds Brown,,,,,,,,0,1,0,0,0,1,0,0,0,3
Carla M Cain,,,,,,,,,0,0,0,0,1,0,0,0,3
Ed Neilson,,,,,,,,,,0,0,0,0,0,0,0,3
