col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Ed Neilson,William K Greenlee,Derek S Green,Marnie Aument Loughrey,Allan Domb,Blondell Reynolds Brown,Isaiah Thomas,Jenne Ayers,Thomas Wyatt,Frank Rizzo,Helen Gym,W Wilson Goode Jr,Paul Steinke,Sherrie Cohen,Wilson Alexander,Carla M Cain,Mia Roberts Perez,Stephanie M Sawyer,Ken Powell,Leon Goodman,Tracy B Roman,Daine Grey Jr,Scott Diclaudio,Brian T Ortelere,Chris Mccabe,Deborah Watson Stokes,Frances Fattah,Leon A King Ii,Abbe Fletman,Anthony Kyriakakis,Betsy Wahl,Edward William Louden Jr,James F Berardinelli,Lynne M Summers,Lyris Younge,Shanese Johnson,Sherman Toppin,Thomas Martin,Vince Giusini,Vincent Furlong,Franklin A Bennett Iii,Jennifer Schultz,Jon Marshall,Joshua Hill,Kai Scott,Lucretia Clemons,Marissa Brumbach,Rainy Papademetriou,Rania Major,Tangie M Boston,Vincent N Melchiorre,Michael Fanning,Sandjai Weaver,Stella Tsai,Wayne M D Bennett,William J Ciancaglini,Chris Mallios,Jodi Lobel,Starr Marshall Cash,1
Ed Neilson,1,17,0,10,1,1,5,0,0,2,2,1,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
William K Greenlee,,1,0,10,3,2,2,1,1,4,3,1,0,2,1,0,4,3,1,2,2,3,1,0,2,2,1,1,1,1,1,1,1,2,1,2,0,1,2,0,0,2,1,2,1,1,1,0,1,2,2,1,1,0,0,0,0,0,0,1
Derek S Green,,,1,0,3,3,1,3,4,0,1,0,1,0,1,0,3,3,3,2,1,0,1,3,1,1,1,2,1,1,1,1,2,0,0,0,3,2,1,2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
Marnie Aument Loughrey,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,,,1,1,1,2,3,2,2,0,1,1,1,0,2,2,2,3,1,2,2,2,1,3,0,2,0,1,1,2,1,1,0,2,2,3,2,1,0,2,1,1,0,2,0,0,1,2,0,0,1,0,1,0,0,0,0,1
Blondell Reynolds Brown,,,,,,0,3,1,2,2,0,4,0,1,0,0,2,3,1,1,1,3,1,0,2,1,1,2,1,1,0,1,0,1,2,2,0,1,1,1,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1
Isaiah Thomas,,,,,,,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,2,1,0,1,2,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
Jenne Ayers,,,,,,,,0,1,0,1,0,1,1,0,0,1,3,2,3,3,1,2,1,1,3,1,1,0,0,2,1,0,1,1,1,1,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
