col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,1
,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,Kevin M Dougherty,Christine Donohue,David Wecht,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,1
Anthony Hardy Williams,33,0,0,0,0,0,24,21,20,10,3,3,1
Jim Kenney,,13,0,0,0,0,26,11,4,10,3,4,1
Doug Oliver,,,1,0,0,0,3,2,1,3,1,0,1
Lynne M Abraham,,,,1,0,0,3,2,2,4,0,0,1
Nelson Diaz,,,,,2,0,1,0,0,0,0,0,1
T Milton Street Sr,,,,,,1,0,0,0,0,0,0,1
Kevin M Dougherty,,,,,,,0,9,8,17,5,5,1
Christine Donohue,,,,,,,,1,7,12,3,3,1
David Wecht,,,,,,,,,3,8,0,2,1
Anne E Lazarus,,,,,,,,,,1,3,3,1
Dwayne D Woodruff,,,,,,,,,,,0,0,1
John Henry Foradora,,,,,,,,,,,,0,1
Total,86,48,7,6,3,1,57,37,30,28,7,7,1
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,2
,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Nelson Diaz,Kevin M Dougherty,Christine Donohue,David Wecht,Anne E Lazarus,Dwayne D Woodruff,John Henry Foradora,2
Anthony Hardy Williams,21,0,0,0,0,0,23,23,27,19,5,1,2
Jim Kenney,,10,0,0,0,0,23,16,7,13,4,2,2
Lynne M Abraham,,,5,0,0,0,0,0,1,0,0,0,2
Doug Oliver,,,,0,0,0,2,1,2,1,0,1,2
T Milton Street Sr,,,,,1,0,0,2,0,0,1,1,2
Nelson Diaz,,,,,,0,0,0,0,0,0,0,2
Kevin M Dougherty,,,,,,,0,13,11,25,8,1,2
Christine Donohue,,,,,,,,2,14,15,4,3,2
David Wecht,,,,,,,,,1,15,1,0,2
Anne E Lazarus,,,,,,,,,,0,6,2,2
Dwayne D Woodruff,,,,,,,,,,,0,1,2
John Henry Foradora,,,,,,,,,,,,0,2
Total,75,42,6,5,3,0,49,45,40,34,10,5,2
,Mayor - Democrat,,,,,,Justice Of The Supreme Court - Democrat,,,,,,3
