col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Allan Domb,Frank Rizzo,Paul Steinke,Sherrie Cohen,Jenne Ayers,Derek S Green,William K Greenlee,Ed Neilson,Thomas Wyatt,Helen Gym,Marnie Aument Loughrey,Carla M Cain,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Wilson Alexander,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,1
Allan Domb,4,18,14,12,7,8,10,9,7,8,7,7,0,3,4,3,17,23,10,10,9,6,5,7,1
Frank Rizzo,,6,10,5,7,2,7,5,2,2,6,5,1,2,4,1,14,13,7,3,5,4,4,4,1
Paul Steinke,,,0,3,7,8,6,5,8,1,7,3,2,5,3,3,12,11,6,5,7,8,4,2,1
Sherrie Cohen,,,,0,6,3,9,7,4,9,3,4,3,2,3,1,15,15,3,9,3,3,4,1,1
Jenne Ayers,,,,,1,2,2,2,2,3,5,6,3,2,1,3,11,13,7,4,6,2,3,3,1
Derek S Green,,,,,,0,4,1,7,2,5,2,2,1,1,4,10,10,2,7,3,6,3,2,1
William K Greenlee,,,,,,,0,5,2,6,2,2,2,2,3,1,12,12,4,6,3,4,2,1,1
Ed Neilson,,,,,,,,2,2,6,1,2,0,2,0,0,7,8,3,5,1,1,3,1,1
Thomas Wyatt,,,,,,,,,0,1,4,3,3,2,1,2,9,5,2,3,3,6,3,3,1
Helen Gym,,,,,,,,,,0,0,2,0,1,1,1,11,11,3,7,1,1,1,2,1
Marnie Aument Loughrey,,,,,,,,,,,0,3,1,1,0,1,9,8,4,3,3,2,3,1,1
Carla M Cain,,,,,,,,,,,,0,1,1,2,2,9,9,2,2,2,2,3,2,1
Blondell Reynolds Brown,,,,,,,,,,,,,0,0,0,0,5,3,1,1,2,2,2,1,1
Isaiah Thomas,,,,,,,,,,,,,,0,1,0,5,4,2,2,1,0,0,2,1
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,6,3,3,0,2,2,2,1,1
Wilson Alexander,,,,,,,,,,,,,,,,0,4,4,1,4,2,2,0,1,1
Christine Hope,,,,,,,,,,,,,,,,,3,25,10,12,5,6,6,4,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,1,9,15,6,6,4,5,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,1,2,2,1,3,3,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,1,3,3,1,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,0,2,1,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,43,33,23,21,20,18,18,15,14,13,13,12,7,7,7,6,42,38,18,18,15,11,9,8,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Daniel R Sulman,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Allan Domb,Sherrie Cohen,Ed Neilson,Helen Gym,William K Greenlee,Carla M Cain,Thomas Wyatt,Paul Steinke,Blondell Reynolds Brown,Frank Rizzo,Jenne Ayers,Derek S Green,Isaiah Thomas,W Wilson Goode Jr,Wilson Alexander,Marnie Aument Loughrey,2
Sharon Williams Losier,1,11,10,6,2,3,3,2,11,9,9,9,6,7,5,4,3,4,5,2,1,1,3,2,2
Christine Hope,,0,7,6,0,0,0,1,14,9,9,6,6,6,5,5,1,5,3,0,0,1,1,2,2
Joffie C Pittman,,,0,0,4,7,0,0,7,9,7,9,8,3,5,3,1,2,4,2,2,2,2,0,2
Christian Dicicco,,,,1,3,0,1,1,6,4,3,2,2,6,3,5,5,3,3,1,1,0,1,1,2
Daniel R Sulman,,,,,0,4,1,1,1,5,0,3,4,2,3,2,3,1,1,2,1,3,0,0,2
Matthew Perks,,,,,,0,0,0,0,3,1,4,3,2,4,1,1,1,1,2,1,2,2,0,2
Gary S Silver,,,,,,,0,1,1,1,0,2,0,2,0,0,2,1,2,1,1,1,0,0,2
Franklin A Bennett Iii,,,,,,,,0,2,0,1,1,1,1,0,1,2,2,2,0,0,0,0,2,2
Allan Domb,,,,,,,,,1,8,9,6,6,4,4,6,1,5,5,1,0,0,1,2,2
Sherrie Cohen,,,,,,,,,,0,7,9,8,4,2,2,3,4,1,2,1,3,1,1,2
Ed Neilson,,,,,,,,,,,1,5,5,2,3,3,0,3,2,0,0,0,0,2,2
Helen Gym,,,,,,,,,,,,0,8,4,2,1,2,1,2,0,2,2,1,0,2
William K Greenlee,,,,,,,,,,,,,1,3,1,0,2,1,1,1,0,3,1,0,2
Carla M Cain,,,,,,,,,,,,,,0,4,2,5,2,3,2,1,1,2,1,2
Thomas Wyatt,,,,,,,,,,,,,,,0,5,2,1,2,2,1,0,1,0,2
Paul Steinke,,,,,,,,,,,,,,,,1,1,2,3,0,1,0,0,1,2
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,0,2,3,3,2,0,1,0,2
Frank Rizzo,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,1,2
Jenne Ayers,,,,,,,,,,,,,,,,,,,0,2,1,0,2,0,2
Derek S Green,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,2
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,22,18,17,13,8,7,6,4,20,16,13,12,12,11,11,10,9,9,9,7,4,4,4,3,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Frank Rizzo,Allan Domb,Sherrie Cohen,Paul Steinke,Ed Neilson,William K Greenlee,Helen Gym,Jenne Ayers,Derek S Green,Carla M Cain,Isaiah Thomas,Thomas Wyatt,Blondell Reynolds Brown,Wilson Alexander,Marnie Aument Loughrey,W Wilson Goode Jr,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,3
Frank Rizzo,6,24,15,10,10,13,7,5,10,7,6,8,5,3,3,3,16,16,11,17,10,6,8,7,3
Allan Domb,,6,16,13,16,13,14,8,7,9,3,7,2,5,0,3,18,16,15,15,10,8,6,4,3
Sherrie Cohen,,,0,7,11,13,13,6,2,7,4,2,4,2,1,2,16,13,12,12,3,4,2,2,3
Paul Steinke,,,,2,5,3,8,6,5,3,4,9,1,2,4,1,7,6,4,10,6,5,5,5,3
Ed Neilson,,,,,0,17,8,1,4,2,3,1,6,2,1,1,11,14,11,11,3,3,2,1,3
William K Greenlee,,,,,,0,9,0,4,1,4,1,5,0,0,2,11,13,11,9,1,3,2,1,3
Helen Gym,,,,,,,0,5,1,2,7,3,2,0,1,1,9,8,7,6,3,3,1,3,3
Jenne Ayers,,,,,,,,1,6,7,2,2,2,4,2,0,10,7,8,6,7,3,1,1,3
Derek S Green,,,,,,,,,0,3,3,4,4,5,2,0,8,7,5,6,5,2,2,3,3
Carla M Cain,,,,,,,,,,1,1,3,0,3,1,0,6,5,2,5,2,1,2,1,3
Isaiah Thomas,,,,,,,,,,,1,3,4,0,1,2,6,5,5,6,1,1,1,2,3
Thomas Wyatt,,,,,,,,,,,,1,1,1,2,1,4,4,2,4,0,3,4,3,3
Blondell Reynolds Brown,,,,,,,,,,,,,0,0,0,1,8,7,3,6,2,1,0,1,3
Wilson Alexander,,,,,,,,,,,,,,0,1,0,4,3,4,3,4,0,1,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,4,2,1,1,2,1,3,3,3
W Wilson Goode Jr,,,,,,,,,,,,,,,,1,3,0,2,2,1,0,0,0,3
Sharon Williams Losier,,,,,,,,,,,,,,,,,0,20,25,11,6,2,3,1,3
Christine Hope,,,,,,,,,,,,,,,,,,1,14,11,6,2,1,1,3
Joffie C Pittman,,,,,,,,,,,,,,,,,,,0,6,5,1,0,2,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,0,4,4,2,1,3
Matthew Perks,,,,,,,,,,,,,,,,,,,,,1,4,2,5,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,0,5,2,3
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,1,3,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,54,53,29,27,26,26,24,19,17,15,14,14,10,8,7,6,41,34,33,28,18,11,11,10,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Allan Domb,Frank Rizzo,Ed Neilson,Paul Steinke,Derek S Green,William K Greenlee,Thomas Wyatt,Helen Gym,Sherrie Cohen,Carla M Cain,Jenne Ayers,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Marnie Aument Loughrey,Wilson Alexander,Christine Hope,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,Daniel R Sulman,4
Allan Domb,5,27,22,20,10,19,12,11,14,9,8,6,4,3,4,5,28,24,20,14,12,12,6,6,4
Frank Rizzo,,6,19,19,15,14,9,9,6,13,6,6,7,7,6,4,21,26,11,8,13,12,9,5,4
Ed Neilson,,,0,11,11,21,9,12,11,8,4,9,6,4,3,2,26,16,16,16,9,9,5,4,4
Paul Steinke,,,,1,13,6,14,6,8,1,5,3,5,3,3,1,13,15,7,6,6,8,7,7,4
Derek S Green,,,,,0,9,9,3,4,5,4,5,7,5,1,1,16,12,7,7,5,8,7,4,4
William K Greenlee,,,,,,0,2,10,10,7,4,8,2,3,1,1,20,12,10,9,8,6,5,2,4
Thomas Wyatt,,,,,,,0,3,3,3,3,0,6,1,1,4,7,9,6,6,7,7,5,3,4
Helen Gym,,,,,,,,1,7,4,3,4,2,5,1,0,13,7,9,10,7,4,3,2,4
Sherrie Cohen,,,,,,,,,0,4,2,3,2,1,2,0,16,8,11,7,5,3,3,0,4
Carla M Cain,,,,,,,,,,0,9,2,1,2,2,4,16,12,7,5,8,5,0,0,4
Jenne Ayers,,,,,,,,,,,1,0,1,2,1,4,8,13,6,3,4,3,2,2,4
Blondell Reynolds Brown,,,,,,,,,,,,0,2,2,1,0,9,6,3,4,2,0,3,1,4
Isaiah Thomas,,,,,,,,,,,,,0,3,0,1,4,6,2,5,2,4,1,1,4
W Wilson Goode Jr,,,,,,,,,,,,,,0,1,0,5,3,4,6,3,2,1,5,4
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,5,3,2,1,1,2,1,1,4
Wilson Alexander,,,,,,,,,,,,,,,,0,3,5,4,3,2,2,2,0,4
Christine Hope,,,,,,,,,,,,,,,,,2,18,21,16,7,9,6,1,4
Christian Dicicco,,,,,,,,,,,,,,,,,,0,9,7,10,7,9,3,4
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,0,11,4,4,2,1,4
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,1,5,5,2,4,4
Gary S Silver,,,,,,,,,,,,,,,,,,,,,2,6,3,3,4
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,0,2,3,4
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,2,4
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,65,60,42,36,32,32,25,22,21,20,17,14,13,12,7,7,54,44,30,28,24,19,13,12,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Allan Domb,Frank Rizzo,William K Greenlee,Ed Neilson,Helen Gym,W Wilson Goode Jr,Blondell Reynolds Brown,Sherrie Cohen,Thomas Wyatt,Paul Steinke,Derek S Green,Isaiah Thomas,Jenne Ayers,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,5
Allan Domb,4,16,14,16,12,4,2,7,6,6,4,1,4,4,3,1,23,7,8,4,5,5,1,0,5
Frank Rizzo,,5,12,8,4,7,5,5,6,5,4,1,6,5,4,2,14,12,14,4,8,6,4,0,5
William K Greenlee,,,1,16,14,6,8,6,4,1,3,3,3,2,3,0,18,10,6,10,5,3,5,1,5
Ed Neilson,,,,1,8,4,3,3,3,4,1,2,3,1,3,1,15,7,7,4,2,1,1,0,5
Helen Gym,,,,,1,3,5,6,5,1,1,4,3,2,1,0,16,6,3,9,5,1,3,0,5
W Wilson Goode Jr,,,,,,0,8,4,3,4,1,7,0,0,0,1,8,5,4,5,2,2,2,1,5
Blondell Reynolds Brown,,,,,,,0,4,3,1,3,6,2,0,1,0,9,6,3,8,2,1,2,1,5
Sherrie Cohen,,,,,,,,0,1,2,2,4,2,1,1,1,8,5,2,6,4,1,2,1,5
Thomas Wyatt,,,,,,,,,0,6,2,1,3,2,1,0,5,5,5,2,2,2,2,0,5
Paul Steinke,,,,,,,,,,0,1,2,1,0,0,2,2,2,5,1,3,2,1,0,5
Derek S Green,,,,,,,,,,,0,0,1,1,1,1,3,5,3,2,2,1,2,0,5
Isaiah Thomas,,,,,,,,,,,,0,0,0,0,0,5,5,1,7,1,0,1,1,5
Jenne Ayers,,,,,,,,,,,,,0,3,2,0,6,5,6,2,3,1,1,0,5
Carla M Cain,,,,,,,,,,,,,,0,1,1,3,3,3,0,2,3,1,0,5
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,1,3,3,4,2,0,2,0,0,5
Wilson Alexander,,,,,,,,,,,,,,,,0,2,2,3,0,2,1,0,0,5
Christine Hope,,,,,,,,,,,,,,,,,2,13,10,10,4,2,2,1,5
Sharon Williams Losier,,,,,,,,,,,,,,,,,,0,9,11,4,2,2,0,5
Christian Dicicco,,,,,,,,,,,,,,,,,,,0,2,4,4,3,0,5
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,0,4,1,3,1,5
Matthew Perks,,,,,,,,,,,,,,,,,,,,,0,3,3,0,5
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,0,1,0,5
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,41,37,31,23,22,16,14,14,12,10,9,9,9,6,6,4,39,22,19,17,13,9,7,1,5
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,6
,Allan Domb,Frank Rizzo,Helen Gym,Ed Neilson,William K Greenlee,Paul Steinke,Derek S Green,Thomas Wyatt,Sherrie Cohen,Carla M Cain,Blondell Reynolds Brown,Jenne Ayers,Isaiah Thomas,W Wilson Goode Jr,Marnie Aument Loughrey,Wilson Alexander,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Franklin A Bennett Iii,Daniel R Sulman,Gary S Silver,6
Allan Domb,3,14,16,13,14,8,6,5,5,4,2,5,3,2,0,1,20,8,7,8,7,3,0,3,6
Frank Rizzo,,1,5,3,5,10,8,5,5,7,2,5,3,1,2,2,8,12,8,6,5,1,1,3,6
Helen Gym,,,0,12,11,8,2,5,3,2,4,2,4,1,1,0,14,3,6,2,5,3,2,0,6
Ed Neilson,,,,0,16,5,3,2,2,1,5,1,1,1,0,0,11,3,5,3,4,1,2,1,6
William K Greenlee,,,,,0,2,4,0,3,0,5,0,1,1,0,0,12,2,4,2,6,1,1,1,6
Paul Steinke,,,,,,0,5,8,2,4,2,2,5,0,0,1,5,7,5,5,4,1,3,3,6
Derek S Green,,,,,,,1,4,2,2,3,2,2,0,1,2,5,7,4,7,5,2,2,0,6
Thomas Wyatt,,,,,,,,1,0,2,1,1,4,0,1,0,2,5,2,1,3,2,2,1,6
Sherrie Cohen,,,,,,,,,0,2,2,2,2,0,1,0,7,5,4,2,2,1,0,1,6
Carla M Cain,,,,,,,,,,0,1,5,1,1,1,1,5,6,6,3,1,0,1,1,6
Blondell Reynolds Brown,,,,,,,,,,,0,2,1,0,0,0,5,3,5,2,2,2,2,0,6
Jenne Ayers,,,,,,,,,,,,0,0,0,0,1,4,5,4,4,1,1,0,0,6
Isaiah Thomas,,,,,,,,,,,,,0,1,0,0,4,4,2,1,2,1,2,1,6
W Wilson Goode Jr,,,,,,,,,,,,,,0,0,0,3,0,1,1,0,0,0,0,6
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,0,1,2,1,0,1,1,0,0,6
Wilson Alexander,,,,,,,,,,,,,,,,0,0,2,1,2,0,0,1,0,6
Christine Hope,,,,,,,,,,,,,,,,,1,5,8,2,6,4,2,0,6
Christian Dicicco,,,,,,,,,,,,,,,,,,1,8,7,3,1,3,2,6
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,0,5,3,1,1,1,6
Matthew Perks,,,,,,,,,,,,,,,,,,,,0,3,2,1,2,6
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,0,0,0,6
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,0,6
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,45,26,23,20,20,18,17,12,10,9,8,8,7,4,2,2,36,19,16,13,12,5,4,3,6
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,7
