col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 9th District - Republican,Council At Large - Republican,,,,,,,All
,Kevin Strickland,David Oh,Al Taubenberger,Terry Tracy,Dennis M O Brien,Daniel Tinney,James Williams,Matt Wolfe,All
Kevin Strickland,18,355,270,303,249,220,248,208,All
David Oh,,45,207,274,248,195,237,170,All
Al Taubenberger,,,48,183,224,193,114,193,All
Terry Tracy,,,,8,196,180,222,155,All
Dennis M O Brien,,,,,10,209,129,177,All
Daniel Tinney,,,,,,11,128,171,All
James Williams,,,,,,,11,97,All
Matt Wolfe,,,,,,,,8,All
Total,566,527,442,418,376,334,327,313,All
