col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Allan Domb,Ed Neilson,Sherrie Cohen,Frank Rizzo,Paul Steinke,Derek S Green,Helen Gym,William K Greenlee,Thomas Wyatt,Blondell Reynolds Brown,Jenne Ayers,W Wilson Goode Jr,Isaiah Thomas,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,All
Kevin M Dougherty,261,"1,275",733,671,149,110,"1,321",996,730,760,677,511,549,584,520,399,331,334,296,283,206,169,All
Anne E Lazarus,,32,586,517,99,75,810,502,642,512,547,358,443,416,367,287,275,212,225,218,130,132,All
David Wecht,,,25,233,53,44,521,343,348,293,370,314,266,267,245,192,156,168,149,82,107,65,All
Christine Donohue,,,,34,66,53,370,266,307,292,255,260,296,209,221,183,265,151,130,184,138,112,All
John Henry Foradora,,,,,3,18,103,50,65,67,80,62,41,46,81,44,38,23,28,60,40,24,All
Dwayne D Woodruff,,,,,,2,67,46,59,56,44,54,33,35,45,34,28,30,34,27,28,21,All
Allan Domb,,,,,,,47,608,471,449,511,244,300,310,312,175,162,105,136,147,102,81,All
Ed Neilson,,,,,,,,9,295,309,273,149,190,325,186,166,65,120,96,67,47,53,All
Sherrie Cohen,,,,,,,,,11,278,336,164,281,270,191,163,169,102,88,151,74,76,All
Frank Rizzo,,,,,,,,,,17,277,146,172,215,164,101,119,119,76,100,78,77,All
Paul Steinke,,,,,,,,,,,4,174,256,224,338,72,92,76,130,57,64,59,All
Derek S Green,,,,,,,,,,,,12,114,154,212,157,147,118,132,83,146,62,All
Helen Gym,,,,,,,,,,,,,16,124,141,126,139,112,104,118,35,64,All
William K Greenlee,,,,,,,,,,,,,,4,142,177,49,122,84,34,51,44,All
Thomas Wyatt,,,,,,,,,,,,,,,2,75,89,62,117,84,83,41,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,6,74,155,94,62,56,33,All
Jenne Ayers,,,,,,,,,,,,,,,,,8,50,43,139,100,77,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,3,120,30,31,12,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,6,24,25,21,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,0,54,60,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,5,28,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"2,926","1,620","1,070",985,233,166,"1,652","1,129",943,932,866,732,716,687,656,491,482,399,382,351,307,226,All
