col_1,col_2,division
,Register Of Wills - Republican,1
,Ross Feinberg,1
Ross Feinberg,3,1
Total,3,1
,Register Of Wills - Republican,3
,Ross Feinberg,3
Ross Feinberg,1,3
Total,1,3
,Register Of Wills - Republican,4
,Ross Feinberg,4
Ross Feinberg,1,4
Total,1,4
,Register Of Wills - Republican,5
,Ross Feinberg,5
Ross Feinberg,2,5
Total,2,5
,Register Of Wills - Republican,7
,Ross Feinberg,7
Ross Feinberg,1,7
Total,1,7
,Register Of Wills - Republican,8
,Ross Feinberg,8
Ross Feinberg,2,8
Total,2,8
,Register Of Wills - Republican,9
,Ross Feinberg,9
Ross Feinberg,1,9
Total,1,9
,Register Of Wills - Republican,11
,Ross Feinberg,11
Ross Feinberg,2,11
Total,2,11
,Register Of Wills - Republican,13
,Ross Feinberg,13
Ross Feinberg,1,13
Total,1,13
,Register Of Wills - Republican,16
,Ross Feinberg,16
Ross Feinberg,1,16
Total,1,16
,Register Of Wills - Republican,17
,Ross Feinberg,17
Ross Feinberg,1,17
Total,1,17
,Register Of Wills - Republican,18
,Ross Feinberg,18
Ross Feinberg,2,18
Total,2,18
,Register Of Wills - Republican,All
,Ross Feinberg,All
Ross Feinberg,18,All
Total,18,All
