col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Carol A Jenkins,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Will Mega,1
Kevin M Dougherty,17,140,99,28,5,7,96,40,32,35,18,14,1
Anne E Lazarus,,13,107,36,12,5,108,42,32,37,14,10,1
David Wecht,,,3,18,7,4,91,34,19,22,4,11,1
Christine Donohue,,,,5,10,1,23,26,21,8,4,6,1
John Henry Foradora,,,,,0,3,8,10,6,3,2,4,1
Dwayne D Woodruff,,,,,,0,4,4,4,4,3,2,1
Carol A Jenkins,,,,,,,0,22,16,27,0,2,1
Anthony Clark,,,,,,,,2,12,2,9,5,1
Tracey L Gordon,,,,,,,,,1,7,3,3,1
Lisa M Deeley,,,,,,,,,,0,1,1,1
Omar Sabir,,,,,,,,,,,0,7,1
Will Mega,,,,,,,,,,,,2,1
Total,189,188,136,63,21,12,124,73,46,43,24,22,1
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,2
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Anthony Clark,Carol A Jenkins,Will Mega,Lisa M Deeley,Omar Sabir,Tracey L Gordon,2
Kevin M Dougherty,14,86,55,33,5,5,37,49,15,18,18,16,2
Anne E Lazarus,,1,60,34,5,3,32,47,15,18,16,17,2
David Wecht,,,7,19,2,0,35,38,20,9,8,10,2
Christine Donohue,,,,2,1,2,18,21,6,14,10,10,2
Dwayne D Woodruff,,,,,0,0,2,4,3,1,2,1,2
John Henry Foradora,,,,,,0,4,0,0,0,3,1,2
Anthony Clark,,,,,,,2,7,13,2,7,10,2
Carol A Jenkins,,,,,,,,0,5,12,4,2,2
Will Mega,,,,,,,,,0,2,3,1,2
Lisa M Deeley,,,,,,,,,,0,2,4,2
Omar Sabir,,,,,,,,,,,1,2,2
Tracey L Gordon,,,,,,,,,,,,1,2
Total,119,104,100,55,8,5,59,58,30,23,23,21,2
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,3
,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Carol A Jenkins,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Will Mega,Omar Sabir,3
Anne E Lazarus,3,79,74,15,1,0,68,7,10,7,4,3,3
Kevin M Dougherty,,6,66,9,1,1,61,8,4,8,3,4,3
David Wecht,,,1,12,1,0,61,5,7,6,2,2,3
Christine Donohue,,,,0,1,1,10,3,6,3,2,0,3
Dwayne D Woodruff,,,,,0,0,0,1,0,0,1,0,3
John Henry Foradora,,,,,,0,1,0,0,1,0,0,3
Carol A Jenkins,,,,,,,1,2,4,6,0,1,3
Anthony Clark,,,,,,,,2,1,0,2,1,3
