col_1,col_2,col_3,division
,District Council 3rd District - Democrat,Sheriff - Democrat,1
,Jannie L Blackwell,Jewell Williams,1
Jannie L Blackwell,22,66,1
Jewell Williams,,11,1
Total,88,77,1
,District Council 3rd District - Democrat,Sheriff - Democrat,2
,Jannie L Blackwell,Jewell Williams,2
Jannie L Blackwell,23,75,2
Jewell Williams,,14,2
Total,98,89,2
,District Council 3rd District - Democrat,Sheriff - Democrat,3
,Jannie L Blackwell,Jewell Williams,3
Jannie L Blackwell,15,54,3
Jewell Williams,,14,3
Total,69,68,3
,District Council 3rd District - Democrat,Sheriff - Democrat,4
,Jannie L Blackwell,Jewell Williams,4
Jannie L Blackwell,24,67,4
Jewell Williams,,7,4
Total,91,74,4
,District Council 3rd District - Democrat,Sheriff - Democrat,5
,Jannie L Blackwell,Jewell Williams,5
Jannie L Blackwell,29,46,5
Jewell Williams,,21,5
Total,75,67,5
,District Council 3rd District - Democrat,Sheriff - Democrat,6
,Jannie L Blackwell,Jewell Williams,6
Jannie L Blackwell,26,82,6
Jewell Williams,,16,6
Total,108,98,6
,District Council 3rd District - Democrat,Sheriff - Democrat,7
,Jannie L Blackwell,Jewell Williams,7
Jannie L Blackwell,17,60,7
Jewell Williams,,11,7
Total,77,71,7
,District Council 3rd District - Democrat,Sheriff - Democrat,8
,Jannie L Blackwell,Jewell Williams,8
Jannie L Blackwell,23,43,8
Jewell Williams,,12,8
Total,66,55,8
,District Council 3rd District - Democrat,Sheriff - Democrat,9
,Jannie L Blackwell,Jewell Williams,9
Jannie L Blackwell,18,64,9
Jewell Williams,,17,9
Total,82,81,9
,District Council 3rd District - Democrat,Sheriff - Democrat,10
,Jannie L Blackwell,Jewell Williams,10
Jannie L Blackwell,16,49,10
Jewell Williams,,14,10
Total,65,63,10
,Sheriff - Democrat,District Council 3rd District - Democrat,11
,Jewell Williams,Jannie L Blackwell,11
Jewell Williams,19,52,11
Jannie L Blackwell,,18,11
Total,71,70,11
,District Council 3rd District - Democrat,Sheriff - Democrat,12
,Jannie L Blackwell,Jewell Williams,12
Jannie L Blackwell,24,90,12
Jewell Williams,,24,12
Total,114,114,12
,District Council 3rd District - Democrat,Sheriff - Democrat,13
,Jannie L Blackwell,Jewell Williams,13
Jannie L Blackwell,23,80,13
Jewell Williams,,14,13
Total,103,94,13
,District Council 3rd District - Democrat,Sheriff - Democrat,14
,Jannie L Blackwell,Jewell Williams,14
Jannie L Blackwell,38,93,14
Jewell Williams,,20,14
Total,131,113,14
,District Council 3rd District - Democrat,Sheriff - Democrat,15
,Jannie L Blackwell,Jewell Williams,15
Jannie L Blackwell,26,116,15
Jewell Williams,,8,15
Total,142,124,15
,District Council 3rd District - Democrat,Sheriff - Democrat,16
,Jannie L Blackwell,Jewell Williams,16
Jannie L Blackwell,25,74,16
Jewell Williams,,12,16
Total,99,86,16
,District Council 3rd District - Democrat,Sheriff - Democrat,17
,Jannie L Blackwell,Jewell Williams,17
Jannie L Blackwell,43,83,17
Jewell Williams,,14,17
Total,126,97,17
,District Council 3rd District - Democrat,Sheriff - Democrat,18
,Jannie L Blackwell,Jewell Williams,18
Jannie L Blackwell,25,96,18
Jewell Williams,,15,18
Total,121,111,18
,District Council 3rd District - Democrat,Sheriff - Democrat,19
,Jannie L Blackwell,Jewell Williams,19
Jannie L Blackwell,15,76,19
Jewell Williams,,10,19
Total,91,86,19
,District Council 3rd District - Democrat,Sheriff - Democrat,20
,Jannie L Blackwell,Jewell Williams,20
Jannie L Blackwell,25,69,20
Jewell Williams,,16,20
Total,94,85,20
,District Council 3rd District - Democrat,Sheriff - Democrat,21
,Jannie L Blackwell,Jewell Williams,21
Jannie L Blackwell,16,49,21
Jewell Williams,,8,21
Total,65,57,21
,District Council 3rd District - Democrat,Sheriff - Democrat,22
,Jannie L Blackwell,Jewell Williams,22
Jannie L Blackwell,23,68,22
Jewell Williams,,14,22
Total,91,82,22
,District Council 3rd District - Democrat,Sheriff - Democrat,23
,Jannie L Blackwell,Jewell Williams,23
Jannie L Blackwell,16,68,23
Jewell Williams,,12,23
Total,84,80,23
,District Council 3rd District - Democrat,Sheriff - Democrat,24
,Jannie L Blackwell,Jewell Williams,24
Jannie L Blackwell,20,82,24
Jewell Williams,,17,24
Total,102,99,24
,District Council 3rd District - Democrat,Sheriff - Democrat,25
,Jannie L Blackwell,Jewell Williams,25
Jannie L Blackwell,31,68,25
Jewell Williams,,18,25
Total,99,86,25
,District Council 3rd District - Democrat,Sheriff - Democrat,26
,Jannie L Blackwell,Jewell Williams,26
Jannie L Blackwell,26,87,26
Jewell Williams,,15,26
Total,113,102,26
,District Council 3rd District - Democrat,Sheriff - Democrat,27
,Jannie L Blackwell,Jewell Williams,27
Jannie L Blackwell,15,61,27
Jewell Williams,,9,27
Total,76,70,27
,District Council 3rd District - Democrat,Sheriff - Democrat,28
,Jannie L Blackwell,Jewell Williams,28
Jannie L Blackwell,21,79,28
Jewell Williams,,16,28
Total,100,95,28
,District Council 3rd District - Democrat,Sheriff - Democrat,All
,Jannie L Blackwell,Jewell Williams,All
Jannie L Blackwell,643,"1,997",All
Jewell Williams,,398,All
Total,"2,640","2,395",All
