col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 9th District - Democrat,Mayor - Democrat,,,,,,All
,Cherelle Parker,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,Nelson Diaz,T Milton Street Sr,All
Cherelle Parker,392,"10,796","5,483","1,332","1,072",524,325,All
Jim Kenney,,"3,941",0,0,0,0,0,All
Anthony Hardy Williams,,,"1,934",0,0,0,0,All
Doug Oliver,,,,434,0,0,0,All
Lynne M Abraham,,,,,538,0,0,All
Nelson Diaz,,,,,,373,0,All
T Milton Street Sr,,,,,,,135,All
Total,"19,924","14,737","7,417","1,766","1,610",897,460,All
