col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Judge Of The Superior Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Alice Beck Dubow,Robert Colville,Derek S Green,Blondell Reynolds Brown,Allan Domb,Sherrie Cohen,William K Greenlee,Isaiah Thomas,Ed Neilson,Helen Gym,W Wilson Goode Jr,Jenne Ayers,Paul Steinke,Thomas Wyatt,Frank Rizzo,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,1
Alice Beck Dubow,7,0,34,21,14,17,13,11,9,11,13,9,10,11,8,9,6,4,1
Robert Colville,,2,2,1,2,0,2,2,0,0,0,4,1,2,1,0,0,1,1
Derek S Green,,,0,17,12,8,8,7,5,2,6,3,6,8,5,3,3,1,1
Blondell Reynolds Brown,,,,1,8,9,11,4,6,6,7,2,4,5,4,2,2,3,1
Allan Domb,,,,,1,4,6,4,3,2,3,2,4,4,3,0,2,1,1
Sherrie Cohen,,,,,,0,3,4,3,5,4,4,8,5,3,4,4,4,1
William K Greenlee,,,,,,,0,5,11,4,8,3,3,3,1,1,0,1,1
Isaiah Thomas,,,,,,,,1,2,2,6,1,2,4,3,3,0,1,1
Ed Neilson,,,,,,,,,2,4,4,1,2,0,0,1,0,0,1
Helen Gym,,,,,,,,,,0,3,3,4,1,2,2,3,3,1
W Wilson Goode Jr,,,,,,,,,,,0,1,1,1,2,2,0,1,1
Jenne Ayers,,,,,,,,,,,,1,1,3,0,1,4,3,1
Paul Steinke,,,,,,,,,,,,,0,3,4,2,1,1,1
Thomas Wyatt,,,,,,,,,,,,,,1,1,3,3,1,1
Frank Rizzo,,,,,,,,,,,,,,,1,1,0,1,1
Wilson Alexander,,,,,,,,,,,,,,,,0,0,0,1
Carla M Cain,,,,,,,,,,,,,,,,,2,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,0,1
Total,69,9,40,29,20,20,20,17,16,15,15,14,14,14,12,10,8,6,1
,Judge Of The Superior Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Alice Beck Dubow,Robert Colville,Blondell Reynolds Brown,Derek S Green,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,Jenne Ayers,Sherrie Cohen,William K Greenlee,Wilson Alexander,Thomas Wyatt,Helen Gym,Paul Steinke,Frank Rizzo,Ed Neilson,Carla M Cain,Marnie Aument Loughrey,2
Alice Beck Dubow,8,0,31,26,27,30,14,22,21,17,13,11,11,8,8,4,5,4,2
Robert Colville,,0,4,8,3,2,1,4,0,3,2,0,0,1,1,1,0,0,2
Blondell Reynolds Brown,,,4,13,23,27,12,10,18,19,1,6,6,5,6,5,5,1,2
Derek S Green,,,,2,6,10,8,9,5,5,10,8,3,1,3,4,3,1,2
Isaiah Thomas,,,,,3,23,3,8,13,14,1,2,3,3,2,1,1,1,2
W Wilson Goode Jr,,,,,,0,11,7,16,13,2,5,6,4,6,3,1,0,2
Allan Domb,,,,,,,5,4,4,2,3,5,5,3,6,4,2,1,2
Jenne Ayers,,,,,,,,0,6,3,7,2,6,2,4,0,2,2,2
Sherrie Cohen,,,,,,,,,0,11,1,1,3,5,1,2,3,0,2
William K Greenlee,,,,,,,,,,0,2,2,1,4,4,1,0,2,2
Wilson Alexander,,,,,,,,,,,1,2,0,1,2,1,0,1,2
Thomas Wyatt,,,,,,,,,,,,1,3,3,1,0,2,2,2
Helen Gym,,,,,,,,,,,,,1,4,1,2,1,3,2
Paul Steinke,,,,,,,,,,,,,,0,1,0,1,2,2
Frank Rizzo,,,,,,,,,,,,,,,0,0,1,0,2
Ed Neilson,,,,,,,,,,,,,,,,1,1,0,2
Carla M Cain,,,,,,,,,,,,,,,,,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,0,2
Total,85,12,48,41,38,38,27,27,24,22,18,15,14,11,10,8,7,4,2
,Judge Of The Superior Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Alice Beck Dubow,Robert Colville,Derek S Green,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Jenne Ayers,Sherrie Cohen,William K Greenlee,Allan Domb,Wilson Alexander,Helen Gym,Carla M Cain,Ed Neilson,Thomas Wyatt,Paul Steinke,Frank Rizzo,Marnie Aument Loughrey,3
Alice Beck Dubow,16,0,30,27,23,20,18,15,14,12,8,9,7,3,5,4,3,3,3
Robert Colville,,2,5,0,3,1,6,0,0,1,2,0,2,1,1,0,0,0,3
Derek S Green,,,10,6,10,9,10,3,2,6,5,1,5,2,5,4,1,1,3
Blondell Reynolds Brown,,,,4,26,17,5,19,20,8,1,7,2,5,1,2,3,2,3
W Wilson Goode Jr,,,,,1,17,10,17,17,6,2,4,2,4,2,2,3,1,3
