col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,All
,Maria Quinones Sanchez,Manny Morales,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,All
Maria Quinones Sanchez,"2,607",0,"2,130","1,232",710,660,631,505,All
Manny Morales,,"2,766","1,668",583,491,471,476,525,All
Anthony Clark,,,195,627,411,401,306,398,All
Lisa M Deeley,,,,136,184,225,218,84,All
Tracey L Gordon,,,,,67,248,91,93,All
Carol A Jenkins,,,,,,45,81,52,All
Omar Sabir,,,,,,,58,85,All
Will Mega,,,,,,,,37,All
Total,"6,510","5,646","4,059","2,038","1,363","1,269","1,210","1,091",All
