col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Christine Hope,Christian Dicicco,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,All
Kevin M Dougherty,170,98,103,130,22,28,113,127,88,114,83,70,45,42,All
David Wecht,,65,69,58,15,13,128,110,82,41,20,20,33,21,All
Christine Donohue,,,27,65,17,18,113,80,80,59,47,25,23,20,All
Anne E Lazarus,,,,28,18,11,76,50,38,76,61,36,26,29,All
John Henry Foradora,,,,,4,5,17,12,7,18,8,7,12,9,All
Dwayne D Woodruff,,,,,,1,13,11,14,14,16,4,16,12,All
Sharon Williams Losier,,,,,,,11,91,68,65,29,13,18,14,All
Joffie C Pittman,,,,,,,,9,61,39,16,42,19,9,All
Matthew Perks,,,,,,,,,8,22,22,19,18,17,All
Christine Hope,,,,,,,,,,3,32,18,12,18,All
Christian Dicicco,,,,,,,,,,,4,15,13,15,All
Daniel R Sulman,,,,,,,,,,,,3,11,8,All
Gary S Silver,,,,,,,,,,,,,2,14,All
Franklin A Bennett Iii,,,,,,,,,,,,,,1,All
Total,525,302,253,214,54,47,247,227,178,158,115,95,73,54,All
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Joffie C Pittman,Sharon Williams Losier,Daniel R Sulman,Christine Hope,Christian Dicicco,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,1
Kevin M Dougherty,10,5,2,6,0,0,10,3,5,3,5,2,0,1,1
Anne E Lazarus,,4,2,5,2,0,2,5,3,3,2,0,0,1,1
David Wecht,,,5,3,1,0,3,5,0,1,1,0,2,1,1
Christine Donohue,,,,0,2,1,6,5,3,2,1,0,2,0,1
John Henry Foradora,,,,,0,1,0,1,1,1,0,1,0,0,1
Dwayne D Woodruff,,,,,,0,0,0,0,0,0,0,0,0,1
Joffie C Pittman,,,,,,,0,2,4,3,1,0,1,0,1
Sharon Williams Losier,,,,,,,,0,2,2,2,0,2,1,1
Daniel R Sulman,,,,,,,,,0,1,0,0,1,0,1
Christine Hope,,,,,,,,,,0,2,0,0,0,1
Christian Dicicco,,,,,,,,,,,0,0,0,1,1
Gary S Silver,,,,,,,,,,,,0,0,0,1
Matthew Perks,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,0,1
Total,31,14,14,13,4,1,16,11,9,6,5,3,3,1,1
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Anne E Lazarus,David Wecht,Kevin M Dougherty,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Joffie C Pittman,Gary S Silver,Christian Dicicco,Christine Hope,Daniel R Sulman,Sharon Williams Losier,Matthew Perks,Franklin A Bennett Iii,2
Anne E Lazarus,2,2,3,1,0,0,0,0,2,1,0,1,1,0,2
David Wecht,,2,2,1,0,1,2,1,0,0,1,1,1,0,2
Kevin M Dougherty,,,1,2,1,0,1,1,1,2,1,1,1,0,2
Christine Donohue,,,,0,1,1,3,2,1,1,2,1,0,0,2
Dwayne D Woodruff,,,,,1,0,1,2,0,0,1,0,0,0,2
John Henry Foradora,,,,,,0,1,1,0,0,1,0,0,0,2
Joffie C Pittman,,,,,,,0,2,0,0,2,1,0,0,2
Gary S Silver,,,,,,,,0,0,0,2,0,0,0,2
Christian Dicicco,,,,,,,,,0,1,0,1,0,0,2
Christine Hope,,,,,,,,,,0,0,1,0,0,2
Daniel R Sulman,,,,,,,,,,,0,0,0,0,2
Sharon Williams Losier,,,,,,,,,,,,0,0,0,2
Matthew Perks,,,,,,,,,,,,,0,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,0,2
Total,6,6,6,4,3,1,4,3,2,2,2,2,1,0,2
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,David Wecht,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Sharon Williams Losier,Matthew Perks,Christine Hope,Joffie C Pittman,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,Gary S Silver,3
David Wecht,1,0,0,0,0,0,3,3,0,2,0,0,0,0,3
Kevin M Dougherty,,3,1,0,1,0,2,0,1,0,0,1,0,0,3
Anne E Lazarus,,,1,0,1,0,2,0,2,0,1,1,0,0,3
Christine Donohue,,,,0,0,0,1,1,0,0,0,0,0,0,3
John Henry Foradora,,,,,0,0,1,0,2,0,0,1,0,0,3
Dwayne D Woodruff,,,,,,0,0,0,0,0,0,0,0,0,3
Sharon Williams Losier,,,,,,,0,0,2,0,1,1,0,0,3
Matthew Perks,,,,,,,,0,0,0,0,0,0,0,3
Christine Hope,,,,,,,,,0,0,1,1,0,0,3
Joffie C Pittman,,,,,,,,,,0,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,0,0,0,0,3
Franklin A Bennett Iii,,,,,,,,,,,,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,0,0,3
Gary S Silver,,,,,,,,,,,,,,0,3
Total,9,5,3,2,2,0,7,4,3,2,1,1,0,0,3
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Kevin M Dougherty,David Wecht,Christine Donohue,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Joffie C Pittman,Daniel R Sulman,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Christine Hope,Gary S Silver,Franklin A Bennett Iii,4
Kevin M Dougherty,30,4,1,2,2,0,9,7,2,5,4,5,2,0,4
David Wecht,,5,4,2,0,0,3,2,6,0,4,2,1,0,4
Christine Donohue,,,1,0,0,0,1,0,4,1,1,1,1,0,4
Anne E Lazarus,,,,0,0,0,1,2,1,0,1,2,0,0,4
John Henry Foradora,,,,,0,0,1,1,0,0,0,0,1,0,4
Dwayne D Woodruff,,,,,,0,0,0,0,0,0,0,0,0,4
Joffie C Pittman,,,,,,,0,8,1,0,2,1,0,0,4
Daniel R Sulman,,,,,,,,0,1,0,1,1,0,0,4
Sharon Williams Losier,,,,,,,,,1,0,2,2,1,0,4
Christian Dicicco,,,,,,,,,,1,2,0,0,0,4
Matthew Perks,,,,,,,,,,,0,0,0,0,4
Christine Hope,,,,,,,,,,,,0,1,0,4
Gary S Silver,,,,,,,,,,,,,0,0,4
Franklin A Bennett Iii,,,,,,,,,,,,,,0,4
Total,50,15,7,3,2,0,12,9,8,7,7,6,2,0,4
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,5
,David Wecht,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,John Henry Foradora,Dwayne D Woodruff,Matthew Perks,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,5
David Wecht,18,8,9,2,3,0,5,9,5,7,1,3,1,2,5
Kevin M Dougherty,,11,8,7,3,1,7,8,8,3,6,7,4,2,5
Christine Donohue,,,5,5,1,1,7,6,7,5,5,3,3,2,5
Anne E Lazarus,,,,1,2,2,3,4,5,1,8,4,2,2,5
John Henry Foradora,,,,,0,0,1,0,1,1,1,2,1,1,5
Dwayne D Woodruff,,,,,,0,0,0,1,0,3,0,1,0,5
Matthew Perks,,,,,,,2,5,2,4,1,2,1,1,5
Sharon Williams Losier,,,,,,,,0,6,6,2,3,0,1,5
Christine Hope,,,,,,,,,0,4,4,4,2,0,5
Joffie C Pittman,,,,,,,,,,2,0,0,0,1,5
Christian Dicicco,,,,,,,,,,,0,3,2,2,5
Daniel R Sulman,,,,,,,,,,,,0,2,0,5
Franklin A Bennett Iii,,,,,,,,,,,,,0,1,5
Gary S Silver,,,,,,,,,,,,,,0,5
Total,38,33,24,12,5,3,17,15,13,11,10,8,4,4,5
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,6
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Matthew Perks,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,6
Kevin M Dougherty,6,14,9,8,0,1,15,9,12,13,8,6,2,0,6
Anne E Lazarus,,2,7,7,3,0,8,8,7,9,6,4,3,0,6
Christine Donohue,,,0,5,2,1,12,11,7,7,4,4,0,1,6
David Wecht,,,,2,1,0,10,11,11,7,2,1,3,0,6
John Henry Foradora,,,,,0,0,1,1,0,1,1,1,1,0,6
Dwayne D Woodruff,,,,,,0,1,0,0,1,0,1,0,0,6
Matthew Perks,,,,,,,0,12,12,6,5,3,1,1,6
Sharon Williams Losier,,,,,,,,1,12,6,2,1,0,0,6
Joffie C Pittman,,,,,,,,,0,4,4,1,1,0,6
Christine Hope,,,,,,,,,,1,3,3,2,1,6
Daniel R Sulman,,,,,,,,,,,0,1,1,0,6
Christian Dicicco,,,,,,,,,,,,1,1,0,6
Franklin A Bennett Iii,,,,,,,,,,,,,0,0,6
Gary S Silver,,,,,,,,,,,,,,0,6
Total,35,20,20,18,3,1,23,21,20,19,9,8,3,1,6
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,7
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Christine Hope,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,7
Kevin M Dougherty,6,4,4,2,2,0,7,7,5,4,4,2,1,1,7
David Wecht,,2,1,2,1,0,5,5,3,0,0,0,0,0,7
Anne E Lazarus,,,1,2,0,0,1,2,2,3,1,0,0,1,7
Christine Donohue,,,,1,0,0,2,3,3,3,1,0,0,1,7
John Henry Foradora,,,,,1,0,0,0,0,0,1,0,1,0,7
Dwayne D Woodruff,,,,,,0,0,0,1,0,0,0,0,0,7
Joffie C Pittman,,,,,,,0,8,4,1,0,2,1,0,7
Sharon Williams Losier,,,,,,,,0,4,2,1,0,1,0,7
Matthew Perks,,,,,,,,,0,2,0,0,1,2,7
Christian Dicicco,,,,,,,,,,0,1,0,0,1,7
Christine Hope,,,,,,,,,,,1,0,1,0,7
Daniel R Sulman,,,,,,,,,,,,1,0,0,7
Gary S Silver,,,,,,,,,,,,,0,1,7
Franklin A Bennett Iii,,,,,,,,,,,,,,0,7
Total,23,8,6,6,3,1,10,10,9,6,5,3,3,2,7
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,8
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Christian Dicicco,Christine Hope,Franklin A Bennett Iii,Daniel R Sulman,Gary S Silver,8
Kevin M Dougherty,9,14,10,8,4,2,9,9,10,10,6,6,2,3,8
Anne E Lazarus,,2,6,6,2,2,12,2,5,8,4,4,2,1,8
David Wecht,,,4,6,2,0,12,8,10,2,0,2,0,3,8
Christine Donohue,,,,1,1,1,8,6,5,5,2,0,0,1,8
Dwayne D Woodruff,,,,,0,0,2,2,2,3,1,3,0,1,8
John Henry Foradora,,,,,,0,1,0,0,1,0,1,1,0,8
Sharon Williams Losier,,,,,,,1,5,7,4,3,1,0,1,8
Matthew Perks,,,,,,,,0,5,2,0,2,1,2,8
