col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Council At Large - Republican,,,,,,,Register Of Wills - Republican,1
,David Oh,Terry Tracy,Daniel Tinney,Dennis M O Brien,James Williams,Matt Wolfe,Al Taubenberger,Ross Feinberg,1
David Oh,2,23,18,14,10,7,9,21,1
Terry Tracy,,1,17,13,11,9,7,23,1
Daniel Tinney,,,0,12,4,7,8,16,1
Dennis M O Brien,,,,0,6,9,9,15,1
James Williams,,,,,0,3,4,12,1
Matt Wolfe,,,,,,0,5,11,1
Al Taubenberger,,,,,,,0,8,1
Ross Feinberg,,,,,,,,0,1
Total,32,30,21,19,14,13,12,29,1
,Register Of Wills - Republican,Council At Large - Republican,,,,,,,2
,Ross Feinberg,David Oh,Matt Wolfe,Al Taubenberger,Daniel Tinney,Terry Tracy,Dennis M O Brien,James Williams,2
Ross Feinberg,2,10,8,6,7,8,6,6,2
David Oh,,1,5,3,5,7,4,3,2
Matt Wolfe,,,1,5,7,4,6,4,2
Al Taubenberger,,,,2,5,2,4,3,2
Daniel Tinney,,,,,0,6,4,4,2
Terry Tracy,,,,,,0,1,5,2
Dennis M O Brien,,,,,,,0,3,2
James Williams,,,,,,,,0,2
Total,16,12,10,9,9,9,7,7,2
,Council At Large - Republican,,,,,,,Register Of Wills - Republican,3
,David Oh,Terry Tracy,Daniel Tinney,Dennis M O Brien,Al Taubenberger,Matt Wolfe,James Williams,Ross Feinberg,3
David Oh,3,62,61,21,19,17,17,65,3
Terry Tracy,,0,59,15,9,10,16,59,3
Daniel Tinney,,,0,16,13,11,10,56,3
Dennis M O Brien,,,,0,14,11,10,22,3
Al Taubenberger,,,,,1,11,5,19,3
Matt Wolfe,,,,,,0,7,22,3
James Williams,,,,,,,1,20,3
Ross Feinberg,,,,,,,,1,3
Total,84,77,75,27,23,23,22,82,3
,Council At Large - Republican,,,,,,,Register Of Wills - Republican,4
,David Oh,Terry Tracy,Daniel Tinney,Dennis M O Brien,Matt Wolfe,Al Taubenberger,James Williams,Ross Feinberg,4
David Oh,3,20,19,13,10,10,10,22,4
Terry Tracy,,1,17,11,11,10,10,23,4
Daniel Tinney,,,1,11,11,10,7,20,4
Dennis M O Brien,,,,1,7,6,4,13,4
Matt Wolfe,,,,,0,9,4,13,4
Al Taubenberger,,,,,,0,2,10,4
James Williams,,,,,,,0,12,4
Ross Feinberg,,,,,,,,2,4
Total,36,29,27,19,15,14,12,31,4
,Council At Large - Republican,,,,,,,Register Of Wills - Republican,5
,David Oh,Matt Wolfe,Terry Tracy,Daniel Tinney,Dennis M O Brien,James Williams,Al Taubenberger,Ross Feinberg,5
David Oh,3,7,9,11,9,5,3,10,5
Matt Wolfe,,2,8,5,6,2,5,10,5
Terry Tracy,,,0,7,5,5,4,11,5
Daniel Tinney,,,,1,8,5,1,9,5
Dennis M O Brien,,,,,0,5,2,9,5
James Williams,,,,,,0,0,6,5
Al Taubenberger,,,,,,,0,4,5
Ross Feinberg,,,,,,,,0,5
Total,22,17,16,15,12,7,6,19,5
,Council At Large - Republican,,,,,,,Register Of Wills - Republican,6
