col_1,col_2,col_3,division
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,1
,Al Schmidt,Christine Hope,1
Al Schmidt,0,4,1
Christine Hope,,0,1
Total,4,4,1
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,2
,Al Schmidt,Christine Hope,2
Al Schmidt,0,2,2
Christine Hope,,0,2
Total,2,2,2
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,3
,Al Schmidt,Christine Hope,3
Al Schmidt,0,1,3
Christine Hope,,0,3
Total,1,1,3
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,4
,Al Schmidt,Christine Hope,4
Al Schmidt,1,9,4
Christine Hope,,1,4
Total,10,10,4
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,5
,Al Schmidt,Christine Hope,5
Al Schmidt,0,6,5
Christine Hope,,0,5
Total,6,6,5
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,6
,Al Schmidt,Christine Hope,6
Al Schmidt,0,5,6
Christine Hope,,0,6
Total,5,5,6
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,7
,Al Schmidt,Christine Hope,7
Al Schmidt,0,4,7
Christine Hope,,0,7
Total,4,4,7
,Judge Of The Municipal Court - Republican,City Commissioners - Republican,8
,Christine Hope,Al Schmidt,8
Christine Hope,2,5,8
Al Schmidt,,1,8
Total,7,6,8
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,9
,Al Schmidt,Christine Hope,9
Al Schmidt,1,21,9
Christine Hope,,1,9
Total,22,22,9
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,10
,Al Schmidt,Christine Hope,10
Al Schmidt,2,24,10
Christine Hope,,1,10
Total,26,25,10
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,11
,Al Schmidt,Christine Hope,11
Al Schmidt,0,3,11
Christine Hope,,0,11
Total,3,3,11
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,13
,Al Schmidt,Christine Hope,13
Al Schmidt,1,16,13
Christine Hope,,0,13
Total,17,16,13
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,14
,Al Schmidt,Christine Hope,14
Al Schmidt,4,12,14
Christine Hope,,1,14
Total,16,13,14
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,15
,Al Schmidt,Christine Hope,15
Al Schmidt,1,6,15
Christine Hope,,0,15
Total,7,6,15
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,16
,Al Schmidt,Christine Hope,16
Al Schmidt,0,2,16
Christine Hope,,0,16
Total,2,2,16
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,17
,Al Schmidt,Christine Hope,17
Al Schmidt,0,4,17
Christine Hope,,0,17
Total,4,4,17
,Judge Of The Municipal Court - Republican,City Commissioners - Republican,18
,Christine Hope,Al Schmidt,18
Christine Hope,1,0,18
Al Schmidt,,0,18
Total,1,0,18
,Judge Of The Municipal Court - Republican,City Commissioners - Republican,19
,Christine Hope,Al Schmidt,19
Christine Hope,1,1,19
Al Schmidt,,0,19
Total,2,1,19
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,20
,Al Schmidt,Christine Hope,20
Al Schmidt,0,3,20
Christine Hope,,0,20
Total,3,3,20
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,21
,Al Schmidt,Christine Hope,21
Al Schmidt,0,5,21
Christine Hope,,0,21
Total,5,5,21
,Judge Of The Municipal Court - Republican,City Commissioners - Republican,22
,Christine Hope,Al Schmidt,22
Christine Hope,1,4,22
Al Schmidt,,0,22
Total,5,4,22
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,23
,Al Schmidt,Christine Hope,23
Al Schmidt,0,2,23
Christine Hope,,0,23
Total,2,2,23
,City Commissioners - Republican,Judge Of The Municipal Court - Republican,All
,Al Schmidt,Christine Hope,All
Al Schmidt,11,139,All
Christine Hope,,9,All
Total,150,148,All
