col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,All
,Maria Quinones Sanchez,Manny Morales,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,All
Maria Quinones Sanchez,49,0,76,60,23,26,30,21,All
Manny Morales,,12,60,19,21,17,13,17,All
Anthony Clark,,,16,16,17,16,10,13,All
Lisa M Deeley,,,,23,9,7,24,11,All
Carol A Jenkins,,,,,3,13,2,3,All
Tracey L Gordon,,,,,,2,2,3,All
Omar Sabir,,,,,,,0,3,All
Will Mega,,,,,,,,3,All
Total,205,105,154,111,54,49,48,44,All
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,1
,Maria Quinones Sanchez,Manny Morales,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Will Mega,Tracey L Gordon,Omar Sabir,1
Maria Quinones Sanchez,8,0,11,10,7,4,5,5,1
Manny Morales,,2,12,2,8,6,3,1,1
Anthony Clark,,,2,3,5,4,2,1,1
Lisa M Deeley,,,,6,2,4,0,5,1
Carol A Jenkins,,,,,0,1,3,1,1
Will Mega,,,,,,0,1,0,1
Tracey L Gordon,,,,,,,1,0,1
Omar Sabir,,,,,,,,0,1
Total,34,22,27,21,16,11,9,7,1
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,2
,Maria Quinones Sanchez,Manny Morales,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Will Mega,Tracey L Gordon,2
Maria Quinones Sanchez,12,0,19,18,9,6,6,5,2
Manny Morales,,2,15,1,1,2,1,3,2
Anthony Clark,,,3,2,3,4,2,4,2
Lisa M Deeley,,,,2,5,3,2,1,2
Omar Sabir,,,,,0,0,0,0,2
Carol A Jenkins,,,,,,1,0,2,2
Will Mega,,,,,,,2,0,2
Tracey L Gordon,,,,,,,,0,2
Total,55,19,37,23,11,10,9,8,2
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,3
,Maria Quinones Sanchez,Manny Morales,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,3
Maria Quinones Sanchez,8,0,10,8,3,3,2,3,3
Manny Morales,,4,4,1,3,2,2,0,3
Anthony Clark,,,2,1,2,1,1,1,3
Lisa M Deeley,,,,1,2,2,2,0,3
Tracey L Gordon,,,,,0,4,0,0,3
Carol A Jenkins,,,,,,0,0,0,3
Omar Sabir,,,,,,,0,0,3
Will Mega,,,,,,,,0,3
Total,27,12,16,10,8,7,4,3,3
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,4
,Maria Quinones Sanchez,Manny Morales,Anthony Clark,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Tracey L Gordon,Will Mega,4
Maria Quinones Sanchez,10,0,11,7,6,5,3,2,4
Manny Morales,,0,11,4,4,2,5,4,4
Anthony Clark,,,3,2,2,4,3,3,4
Lisa M Deeley,,,,2,7,1,1,0,4
Omar Sabir,,,,,0,1,1,1,4
Carol A Jenkins,,,,,,2,3,0,4
Tracey L Gordon,,,,,,,0,2,4
Will Mega,,,,,,,,1,4
Total,31,17,25,16,13,11,10,7,4
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,5
,Maria Quinones Sanchez,Manny Morales,Anthony Clark,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,5
Maria Quinones Sanchez,6,0,12,7,3,4,2,2,5
Manny Morales,,4,9,5,3,1,1,1,5
Anthony Clark,,,3,3,1,2,2,1,5
Lisa M Deeley,,,,4,3,2,1,0,5
Omar Sabir,,,,,0,0,0,1,5
Tracey L Gordon,,,,,,1,0,0,5
Carol A Jenkins,,,,,,,0,0,5
Will Mega,,,,,,,,0,5
Total,28,16,24,16,6,6,3,3,5
,District Council 7th District - Democrat,,City Commissioners - Democrat,,,,,,6
,Maria Quinones Sanchez,Manny Morales,Anthony Clark,Lisa M Deeley,Will Mega,Tracey L Gordon,Carol A Jenkins,Omar Sabir,6
Maria Quinones Sanchez,5,0,13,10,4,6,0,5,6
Manny Morales,,0,9,6,5,2,6,2,6
Anthony Clark,,,3,5,2,3,1,2,6
Lisa M Deeley,,,,8,5,1,0,2,6
Will Mega,,,,,0,0,2,1,6
Tracey L Gordon,,,,,,0,1,1,6
Carol A Jenkins,,,,,,,0,0,6
Omar Sabir,,,,,,,,0,6
Total,30,19,25,25,11,8,7,7,6
