col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Paul Steinke,Helen Gym,Allan Domb,Sherrie Cohen,William K Greenlee,Derek S Green,Thomas Wyatt,Blondell Reynolds Brown,Isaiah Thomas,W Wilson Goode Jr,Jenne Ayers,Frank Rizzo,Carla M Cain,Ed Neilson,Marnie Aument Loughrey,Wilson Alexander,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Christine Hope,Christian Dicicco,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,1
Paul Steinke,7,127,70,89,74,58,63,33,41,25,15,15,7,7,5,4,101,104,96,31,29,19,14,6,1
Helen Gym,,3,63,86,72,42,54,24,30,29,18,12,11,6,4,1,84,86,85,30,24,27,17,6,1
Allan Domb,,,17,47,29,24,31,11,16,9,10,18,4,4,2,5,53,35,36,25,26,20,17,5,1
Sherrie Cohen,,,,1,69,34,21,27,8,16,15,12,10,9,3,1,68,76,72,27,20,16,16,5,1
William K Greenlee,,,,,0,25,13,27,5,17,5,2,0,8,1,0,58,63,60,12,9,7,6,2,1
Derek S Green,,,,,,0,27,12,15,7,11,7,7,4,3,2,49,40,42,17,17,16,9,3,1
Thomas Wyatt,,,,,,,2,12,33,16,8,7,5,1,0,1,41,32,30,15,18,12,8,2,1
Blondell Reynolds Brown,,,,,,,,0,12,7,3,6,2,4,0,0,20,25,21,7,13,6,8,5,1
Isaiah Thomas,,,,,,,,,0,14,4,4,2,0,0,0,24,22,18,12,10,7,3,1,1
W Wilson Goode Jr,,,,,,,,,,1,6,7,2,2,3,1,25,21,20,7,7,9,4,2,1
Jenne Ayers,,,,,,,,,,,1,5,9,3,4,3,15,12,10,17,9,15,5,4,1
Frank Rizzo,,,,,,,,,,,,0,3,1,2,1,10,8,4,12,15,8,8,4,1
Carla M Cain,,,,,,,,,,,,,0,1,4,0,5,4,3,13,9,14,3,1,1
Ed Neilson,,,,,,,,,,,,,,0,0,0,5,3,3,6,4,6,4,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,1,4,2,1,5,5,6,0,1,1
Wilson Alexander,,,,,,,,,,,,,,,,0,5,2,1,3,2,4,0,0,1
Matthew Perks,,,,,,,,,,,,,,,,,0,93,93,16,12,13,8,3,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,1,103,11,7,8,3,2,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,1,10,3,3,9,0,1
Christine Hope,,,,,,,,,,,,,,,,,,,,0,22,24,8,4,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,0,15,12,7,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,2,5,3,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,1,3,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,191,168,125,125,94,84,82,50,49,45,34,30,19,14,8,6,133,124,120,55,50,48,32,11,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Allan Domb,Paul Steinke,Helen Gym,Sherrie Cohen,Thomas Wyatt,Isaiah Thomas,Derek S Green,W Wilson Goode Jr,William K Greenlee,Jenne Ayers,Blondell Reynolds Brown,Frank Rizzo,Carla M Cain,Wilson Alexander,Ed Neilson,Marnie Aument Loughrey,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Christine Hope,Sharon Williams Losier,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,2
Allan Domb,11,63,54,37,27,19,19,18,18,17,13,15,8,6,4,2,41,43,40,18,18,17,4,6,2
Paul Steinke,,1,71,38,46,32,19,21,23,7,9,6,1,3,4,0,59,51,53,9,10,15,3,3,2
Helen Gym,,,2,46,37,26,9,25,21,12,8,6,12,1,4,4,55,51,53,17,12,14,5,2,2
Sherrie Cohen,,,,0,14,12,9,5,24,12,7,6,10,1,1,4,36,32,34,11,9,8,1,2,2
Thomas Wyatt,,,,,1,30,14,13,3,4,2,0,2,5,3,1,32,27,29,8,9,6,1,2,2
Isaiah Thomas,,,,,,0,10,15,4,3,5,3,1,2,2,0,19,12,16,7,8,7,2,3,2
Derek S Green,,,,,,,1,2,5,7,6,4,4,6,1,0,17,14,12,8,8,3,2,3,2
W Wilson Goode Jr,,,,,,,,1,3,3,8,7,0,1,2,0,13,13,14,6,7,6,2,4,2
William K Greenlee,,,,,,,,,0,4,4,6,0,2,0,0,22,22,20,2,4,0,1,2,2
Jenne Ayers,,,,,,,,,,0,4,4,7,4,0,3,10,11,8,14,11,4,3,1,2
Blondell Reynolds Brown,,,,,,,,,,,1,3,2,2,1,1,8,11,10,6,7,2,0,2,2
Frank Rizzo,,,,,,,,,,,,0,0,1,2,0,5,4,7,3,4,5,3,4,2
Carla M Cain,,,,,,,,,,,,,0,2,1,5,3,4,1,12,6,6,3,0,2
Wilson Alexander,,,,,,,,,,,,,,0,0,0,6,5,2,3,5,2,3,0,2
Ed Neilson,,,,,,,,,,,,,,,0,0,2,2,3,1,1,3,2,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,1,1,0,5,4,3,1,0,2
Matthew Perks,,,,,,,,,,,,,,,,,0,61,61,3,6,1,3,2,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,0,58,10,10,2,2,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,2,3,2,2,3,2
Christine Hope,,,,,,,,,,,,,,,,,,,,0,19,11,3,3,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,0,7,2,4,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,0,4,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,114,107,105,63,59,46,33,33,31,25,23,19,15,10,7,5,83,74,73,30,28,25,8,8,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Paul Steinke,Allan Domb,Helen Gym,Derek S Green,William K Greenlee,Sherrie Cohen,Thomas Wyatt,Isaiah Thomas,W Wilson Goode Jr,Blondell Reynolds Brown,Frank Rizzo,Jenne Ayers,Carla M Cain,Wilson Alexander,Ed Neilson,Marnie Aument Loughrey,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Christian Dicicco,Christine Hope,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,3
Paul Steinke,4,94,112,72,69,54,31,25,18,17,10,12,9,4,6,3,96,92,84,20,15,9,5,2,3
Allan Domb,,12,81,58,52,29,17,18,14,9,12,8,4,4,2,3,73,67,59,21,16,7,8,3,3
Helen Gym,,,0,58,63,47,20,14,22,16,6,10,5,3,3,0,92,87,81,13,12,7,2,2,3
Derek S Green,,,,0,52,22,12,12,8,7,5,5,2,3,1,1,63,66,56,12,6,7,3,2,3
William K Greenlee,,,,,0,27,3,4,5,13,5,6,3,1,3,2,61,59,58,8,6,7,2,2,3
Sherrie Cohen,,,,,,1,9,9,8,13,5,3,3,3,3,3,35,32,31,10,7,5,3,2,3
Thomas Wyatt,,,,,,,0,17,6,4,1,2,1,1,2,0,17,17,12,10,6,5,2,0,3
Isaiah Thomas,,,,,,,,0,11,6,6,0,0,1,2,0,16,16,12,6,4,2,3,1,3
W Wilson Goode Jr,,,,,,,,,0,10,9,2,1,0,0,1,18,19,15,3,3,2,3,3,3
Blondell Reynolds Brown,,,,,,,,,,0,4,1,0,0,3,1,14,16,13,1,2,3,2,3,3
Frank Rizzo,,,,,,,,,,,0,3,2,3,0,1,3,4,4,10,5,4,4,3,3
Jenne Ayers,,,,,,,,,,,,0,6,3,0,1,8,9,7,2,4,4,2,0,3
Carla M Cain,,,,,,,,,,,,,0,1,0,1,2,2,3,4,4,3,1,0,3
Wilson Alexander,,,,,,,,,,,,,,0,1,0,4,4,1,3,4,2,0,1,3
Ed Neilson,,,,,,,,,,,,,,,0,1,4,3,4,0,2,1,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,1,1,1,1,2,1,0,3
Matthew Perks,,,,,,,,,,,,,,,,,0,91,85,10,6,3,1,1,3
Joffie C Pittman,,,,,,,,,,,,,,,,,,0,85,6,8,7,3,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,7,4,1,1,1,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,0,7,5,3,2,3
Christine Hope,,,,,,,,,,,,,,,,,,,,,0,6,2,1,3
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,,0,2,0,3
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,1,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,159,140,130,86,82,66,35,34,31,29,22,17,10,8,7,5,112,108,95,29,22,16,10,5,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Paul Steinke,Helen Gym,Sherrie Cohen,Allan Domb,Thomas Wyatt,William K Greenlee,Isaiah Thomas,Derek S Green,Blondell Reynolds Brown,Jenne Ayers,Frank Rizzo,W Wilson Goode Jr,Carla M Cain,Marnie Aument Loughrey,Ed Neilson,Wilson Alexander,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Christian Dicicco,Sharon Williams Losier,Christine Hope,Gary S Silver,Franklin A Bennett Iii,4
Paul Steinke,1,88,64,51,54,53,42,50,27,11,11,8,7,4,4,1,72,71,64,22,18,18,8,1,4
Helen Gym,,0,70,42,45,47,38,39,27,15,8,12,8,7,3,0,67,69,63,22,20,21,6,0,4
Sherrie Cohen,,,2,35,18,45,17,25,22,12,10,8,10,5,4,0,53,54,51,19,16,16,6,1,4
Allan Domb,,,,1,29,16,19,18,14,14,18,10,8,7,2,2,38,35,27,25,18,17,9,1,4
Thomas Wyatt,,,,,0,8,32,25,10,13,4,6,2,0,1,1,33,30,32,10,10,8,4,1,4
William K Greenlee,,,,,,0,11,26,25,0,6,5,5,2,5,1,42,35,32,12,9,11,2,1,4
Isaiah Thomas,,,,,,,0,19,12,5,6,11,0,1,1,1,27,27,21,8,12,9,5,2,4
Derek S Green,,,,,,,,0,8,5,1,1,2,2,1,3,38,36,33,7,10,7,4,2,4
Blondell Reynolds Brown,,,,,,,,,0,1,6,8,1,1,4,1,21,22,19,9,8,8,2,1,4
Jenne Ayers,,,,,,,,,,0,3,0,5,4,2,2,11,10,10,6,9,9,1,1,4
Frank Rizzo,,,,,,,,,,,0,4,1,3,2,0,7,4,5,11,3,10,5,1,4
W Wilson Goode Jr,,,,,,,,,,,,0,1,1,2,0,9,7,5,6,4,3,3,0,4
Carla M Cain,,,,,,,,,,,,,0,4,0,1,6,8,5,4,7,5,2,0,4
Marnie Aument Loughrey,,,,,,,,,,,,,,0,1,1,5,3,1,4,6,7,1,1,4
Ed Neilson,,,,,,,,,,,,,,,0,0,1,3,2,4,3,4,0,0,4
Wilson Alexander,,,,,,,,,,,,,,,,0,3,2,1,1,3,0,1,1,4
Matthew Perks,,,,,,,,,,,,,,,,,1,72,69,8,10,8,0,2,4
Joffie C Pittman,,,,,,,,,,,,,,,,,,0,76,5,12,5,2,0,4
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,6,2,1,3,1,4
Christian Dicicco,,,,,,,,,,,,,,,,,,,,1,15,13,6,0,4
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,2,19,5,1,4
Christine Hope,,,,,,,,,,,,,,,,,,,,,,0,4,1,4
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,1,4
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,134,131,99,91,68,67,63,60,48,27,26,22,15,12,8,4,99,96,86,42,37,36,14,3,4
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Helen Gym,Paul Steinke,Sherrie Cohen,Allan Domb,Thomas Wyatt,Jenne Ayers,Derek S Green,Isaiah Thomas,Blondell Reynolds Brown,William K Greenlee,Frank Rizzo,W Wilson Goode Jr,Ed Neilson,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Christian Dicicco,Christine Hope,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,5
Helen Gym,14,60,66,34,39,21,12,22,11,16,7,15,12,5,6,1,56,56,51,19,20,13,8,3,5
Paul Steinke,,5,51,46,44,15,23,28,14,16,10,15,12,4,2,1,54,54,48,24,17,15,8,3,5
Sherrie Cohen,,,0,32,23,19,15,11,16,19,9,11,14,3,6,1,48,46,45,18,24,22,5,3,5
Allan Domb,,,,2,18,14,15,12,15,13,12,7,5,5,2,2,30,29,29,19,16,19,12,5,5
Thomas Wyatt,,,,,1,11,14,21,4,10,8,10,11,4,0,1,29,33,27,12,13,8,6,2,5
Jenne Ayers,,,,,,0,6,5,10,2,5,5,4,6,8,3,17,14,10,13,14,14,5,2,5
Derek S Green,,,,,,,3,7,5,7,4,2,5,8,2,1,21,17,16,5,4,9,2,1,5
Isaiah Thomas,,,,,,,,0,5,5,4,10,0,0,0,1,19,19,16,9,4,2,6,2,5
Blondell Reynolds Brown,,,,,,,,,0,5,4,7,5,5,1,1,15,12,7,6,8,15,4,3,5
William K Greenlee,,,,,,,,,,0,4,3,5,2,0,1,14,18,16,6,9,10,5,1,5
