col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,All
Kevin M Dougherty,203,594,363,295,70,51,407,327,298,195,73,102,All
Anne E Lazarus,,57,370,277,88,54,270,283,320,208,78,93,All
Christine Donohue,,,20,164,54,44,232,190,204,166,76,68,All
David Wecht,,,,38,34,16,243,174,113,76,75,39,All
John Henry Foradora,,,,,2,16,53,44,57,43,20,21,All
Dwayne D Woodruff,,,,,,6,40,23,40,24,20,19,All
Anthony Clark,,,,,,,19,146,93,65,49,28,All
Lisa M Deeley,,,,,,,,6,123,62,9,35,All
Carol A Jenkins,,,,,,,,,2,90,18,31,All
Tracey L Gordon,,,,,,,,,,8,18,12,All
Will Mega,,,,,,,,,,,7,18,All
Omar Sabir,,,,,,,,,,,,3,All
Total,"1,206",913,623,551,146,103,606,447,437,307,152,149,All
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,1
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,1
Kevin M Dougherty,8,59,39,34,4,3,38,26,28,22,14,9,1
Anne E Lazarus,,8,38,24,5,5,25,37,20,20,14,9,1
Christine Donohue,,,2,18,5,4,28,20,14,16,6,8,1
David Wecht,,,,5,1,3,25,9,19,6,5,11,1
John Henry Foradora,,,,,0,1,1,5,3,4,1,0,1
Dwayne D Woodruff,,,,,,0,4,3,2,1,4,2,1
Anthony Clark,,,,,,,0,9,13,7,2,4,1
Carol A Jenkins,,,,,,,,0,11,8,5,2,1
Lisa M Deeley,,,,,,,,,1,3,5,0,1
Tracey L Gordon,,,,,,,,,,1,1,4,1
Omar Sabir,,,,,,,,,,,0,2,1
Will Mega,,,,,,,,,,,,0,1
Total,108,100,64,59,10,9,55,46,38,33,19,16,1
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,2
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,2
Kevin M Dougherty,11,55,39,29,5,4,40,35,34,16,6,3,2
Anne E Lazarus,,4,38,28,4,5,27,35,31,19,8,3,2
Christine Donohue,,,0,15,4,3,25,19,19,13,5,3,2
David Wecht,,,,1,3,2,19,11,19,12,2,2,2
John Henry Foradora,,,,,0,1,5,6,2,4,0,0,2
Dwayne D Woodruff,,,,,,0,3,5,3,1,1,1,2
Anthony Clark,,,,,,,3,11,12,12,1,2,2
Carol A Jenkins,,,,,,,,1,19,2,5,2,2
Lisa M Deeley,,,,,,,,,1,5,1,0,2
Tracey L Gordon,,,,,,,,,,0,1,1,2
Omar Sabir,,,,,,,,,,,0,0,2
Will Mega,,,,,,,,,,,,0,2
Total,103,85,56,51,9,8,55,50,46,27,8,6,2
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,3
,Kevin M Dougherty,Christine Donohue,Anne E Lazarus,David Wecht,Dwayne D Woodruff,John Henry Foradora,Anthony Clark,Will Mega,Omar Sabir,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,3
Kevin M Dougherty,2,13,14,4,4,1,11,5,5,6,6,1,3
Christine Donohue,,0,9,7,1,1,11,5,4,4,4,1,3
Anne E Lazarus,,,0,1,2,0,9,3,5,2,5,0,3
David Wecht,,,,0,0,1,6,4,2,3,0,0,3
Dwayne D Woodruff,,,,,2,0,1,2,1,0,0,1,3
John Henry Foradora,,,,,,0,0,1,1,0,0,0,3
Anthony Clark,,,,,,,2,2,2,4,3,0,3
Will Mega,,,,,,,,1,3,0,1,0,3
Omar Sabir,,,,,,,,,0,2,1,0,3
Lisa M Deeley,,,,,,,,,,0,0,0,3
Carol A Jenkins,,,,,,,,,,,0,0,3
Tracey L Gordon,,,,,,,,,,,,0,3
Total,27,19,18,10,6,2,20,9,8,7,6,1,3
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,4
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Will Mega,Omar Sabir,4
Kevin M Dougherty,21,45,23,26,4,2,22,17,21,15,8,3,4
Anne E Lazarus,,5,25,32,4,2,20,24,22,20,7,5,4
David Wecht,,,2,13,4,1,17,12,12,7,3,2,4
Christine Donohue,,,,0,4,2,14,12,13,14,10,4,4
John Henry Foradora,,,,,0,0,1,4,3,2,1,2,4
Dwayne D Woodruff,,,,,,0,2,2,2,0,2,0,4
Anthony Clark,,,,,,,1,5,9,4,5,1,4
Carol A Jenkins,,,,,,,,0,11,10,2,1,4
Lisa M Deeley,,,,,,,,,0,3,0,2,4
Tracey L Gordon,,,,,,,,,,1,2,1,4
Will Mega,,,,,,,,,,,0,0,4
Omar Sabir,,,,,,,,,,,,0,4
Total,90,69,44,43,10,4,36,32,31,28,11,6,4
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,5
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Lisa M Deeley,Carol A Jenkins,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,5
Kevin M Dougherty,10,41,27,16,4,5,28,24,22,19,4,3,5
Anne E Lazarus,,2,31,19,5,3,27,26,13,25,5,3,5
Christine Donohue,,,1,15,4,3,19,18,13,18,6,4,5
David Wecht,,,,1,1,0,9,13,12,8,5,1,5
John Henry Foradora,,,,,0,1,2,3,4,3,1,0,5
Dwayne D Woodruff,,,,,,0,1,1,4,2,1,2,5
Lisa M Deeley,,,,,,,2,10,6,10,0,2,5
Carol A Jenkins,,,,,,,,0,5,10,2,1,5
Anthony Clark,,,,,,,,,0,4,4,1,5
Tracey L Gordon,,,,,,,,,,0,1,1,5
Will Mega,,,,,,,,,,,0,0,5
Omar Sabir,,,,,,,,,,,,0,5
Total,76,64,46,33,9,6,38,35,31,29,8,5,5
,Justice Of The Supreme Court - Democrat,,,,,,City Commissioners - Democrat,,,,,,6
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,6
Kevin M Dougherty,8,38,15,15,4,2,22,14,15,8,4,4,6
