col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,Sheriff - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jewell Williams,Abbe Fletman,Kai Scott,Rainy Papademetriou,Chris Mallios,Betsy Wahl,Stella Tsai,Mia Roberts Perez,Ken Powell,Brian T Ortelere,Tracy B Roman,Jennifer Schultz,Stephanie M Sawyer,Daine Grey Jr,Anthony Kyriakakis,Chris Mccabe,Scott Diclaudio,Lucretia Clemons,Jodi Lobel,Vincent N Melchiorre,Deborah Watson Stokes,James F Berardinelli,Lyris Younge,Leon Goodman,Marissa Brumbach,Michael Fanning,Lynne M Summers,Thomas Martin,Leon A King Ii,Jon Marshall,Rania Major,Frances Fattah,Vincent Furlong,Joshua Hill,Wayne M D Bennett,Vince Giusini,Edward William Louden Jr,Shanese Johnson,Sherman Toppin,Sandjai Weaver,William J Ciancaglini,Franklin A Bennett Iii,Tangie M Boston,Starr Marshall Cash,All
Jewell Williams,202,782,673,599,516,538,523,533,539,395,526,439,434,440,342,334,469,340,310,333,307,295,358,316,276,269,293,221,188,203,196,208,169,155,169,145,165,146,119,117,94,75,55,54,All
Abbe Fletman,,18,830,608,698,514,507,484,391,399,260,314,350,375,315,290,221,278,264,316,189,197,196,148,144,212,115,165,142,57,87,64,68,98,82,70,49,52,47,40,29,22,13,12,All
Kai Scott,,,9,497,668,407,427,463,336,335,214,233,335,330,290,250,188,255,205,320,178,154,189,127,119,214,86,159,124,37,70,73,42,99,87,64,36,47,42,50,21,22,13,16,All
Rainy Papademetriou,,,,35,394,415,457,318,238,374,134,252,200,207,329,256,113,268,232,210,160,194,99,131,158,123,93,180,112,87,88,51,71,83,57,59,60,35,36,33,39,18,13,16,All
Chris Mallios,,,,,13,336,361,374,306,237,143,173,264,262,251,174,158,157,197,239,135,145,128,90,76,201,34,78,109,20,26,35,31,69,51,48,11,15,17,21,21,10,4,12,All
Betsy Wahl,,,,,,20,421,324,181,197,157,324,260,164,245,200,83,223,263,137,236,121,63,104,209,101,168,76,98,45,115,81,48,70,51,62,36,75,41,52,40,20,25,26,All
Stella Tsai,,,,,,,8,360,207,237,145,303,240,185,270,179,84,211,230,121,213,155,74,104,161,83,141,74,123,46,122,79,57,79,59,61,31,68,33,52,32,19,23,22,All
Mia Roberts Perez,,,,,,,,6,257,157,237,225,339,280,181,109,180,187,172,207,193,113,170,97,162,187,147,63,71,43,95,83,44,74,53,48,35,65,54,52,22,15,23,19,All
Ken Powell,,,,,,,,,5,205,293,172,204,287,165,124,304,73,117,181,75,143,250,170,49,175,76,89,107,132,47,58,64,49,67,57,112,34,53,34,32,32,13,20,All
Brian T Ortelere,,,,,,,,,,25,110,170,111,151,198,247,105,173,115,152,76,149,62,93,54,62,56,134,85,46,52,43,59,53,63,49,46,26,33,27,22,26,12,4,All
Tracy B Roman,,,,,,,,,,,12,193,232,226,69,65,316,99,80,151,111,90,270,136,108,139,159,58,48,103,95,90,60,42,48,47,109,67,42,56,37,20,24,23,All
Jennifer Schultz,,,,,,,,,,,,4,187,141,157,125,110,168,195,45,183,114,84,133,174,48,182,52,98,82,121,77,70,66,64,55,61,73,49,61,26,24,27,27,All
Stephanie M Sawyer,,,,,,,,,,,,,3,245,110,97,168,150,135,192,196,83,158,61,155,164,147,47,42,22,85,74,32,46,44,30,26,65,32,39,30,16,30,26,All
Daine Grey Jr,,,,,,,,,,,,,,1,117,73,216,72,76,169,105,128,195,104,57,163,88,73,60,62,52,65,66,53,70,53,53,51,52,41,21,24,9,16,All
Anthony Kyriakakis,,,,,,,,,,,,,,,19,132,75,145,166,77,98,134,50,96,92,73,50,82,99,66,36,36,53,44,64,63,39,22,36,30,38,14,9,9,All
Chris Mccabe,,,,,,,,,,,,,,,,24,63,143,110,153,97,77,35,63,52,62,61,128,67,30,39,44,41,42,47,32,30,23,24,23,35,15,11,15,All
Scott Diclaudio,,,,,,,,,,,,,,,,,7,46,50,162,53,131,246,134,53,151,77,59,52,120,54,57,78,58,80,72,104,30,45,33,51,38,18,14,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,2,147,125,132,67,48,64,170,63,112,152,58,52,78,63,22,39,44,47,17,69,30,43,19,18,26,18,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,11,57,130,86,32,78,157,58,95,67,70,53,60,42,29,41,34,31,27,47,31,37,30,14,13,12,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,4,58,67,135,43,39,177,38,114,30,18,33,22,40,40,28,44,18,22,16,13,42,19,8,14,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,8,95,47,94,157,50,142,41,53,30,87,87,40,44,39,27,26,73,38,54,29,22,33,39,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,4,47,103,69,50,54,58,57,70,33,39,80,63,72,81,58,25,31,29,50,24,9,15,All
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,6,100,40,123,56,35,40,81,49,46,41,23,28,42,87,34,21,25,12,9,13,7,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,5,55,49,78,71,69,118,42,49,65,69,62,53,103,36,38,38,29,30,15,16,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,1,61,142,60,39,55,99,58,29,29,36,27,24,59,25,40,21,15,25,27,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,59,34,40,21,20,27,42,31,32,14,16,19,10,23,24,13,9,All
