col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Omar Sabir,Will Mega,Todd Eagen,Michael Wojcik,1
Carol A Jenkins,11,13,8,12,2,3,62,15,1
Lisa M Deeley,,1,5,5,2,2,15,9,1
Anthony Clark,,,2,4,1,2,12,11,1
Tracey L Gordon,,,,0,3,0,18,6,1
Omar Sabir,,,,,0,1,3,5,1
Will Mega,,,,,,0,4,4,1
Todd Eagen,,,,,,,6,0,1
Michael Wojcik,,,,,,,,4,1
Total,91,28,26,26,9,8,83,33,1
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,Todd Eagen,Michael Wojcik,2
Carol A Jenkins,11,15,8,9,8,3,64,24,2
Lisa M Deeley,,0,5,3,1,3,19,5,2
Anthony Clark,,,1,3,1,2,15,8,2
Tracey L Gordon,,,,0,1,2,12,4,2
Will Mega,,,,,1,3,4,9,2
Omar Sabir,,,,,,0,6,4,2
Todd Eagen,,,,,,,11,0,2
Michael Wojcik,,,,,,,,5,2
Total,103,29,27,20,17,13,94,40,2
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,3
,Todd Eagen,Michael Wojcik,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,3
Todd Eagen,12,0,60,31,20,13,7,3,3
Michael Wojcik,,8,9,10,11,7,2,4,3
Carol A Jenkins,,,8,24,16,7,1,1,3
Lisa M Deeley,,,,3,4,11,3,2,3
Anthony Clark,,,,,3,3,2,0,3
Tracey L Gordon,,,,,,1,0,1,3
Will Mega,,,,,,,0,2,3
Omar Sabir,,,,,,,,0,3
Total,94,35,83,50,35,25,10,7,3
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,4
,Todd Eagen,Michael Wojcik,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,Anthony Clark,Will Mega,Omar Sabir,4
Todd Eagen,14,0,81,14,16,14,8,2,4
Michael Wojcik,,4,6,9,8,5,1,1,4
Carol A Jenkins,,,8,9,13,6,4,1,4
Tracey L Gordon,,,,1,8,8,0,0,4
Lisa M Deeley,,,,,0,2,0,1,4
Anthony Clark,,,,,,3,3,1,4
Will Mega,,,,,,,0,0,4
Omar Sabir,,,,,,,,0,4
Total,113,21,99,28,27,24,10,3,4
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,5
,Todd Eagen,Michael Wojcik,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,5
Todd Eagen,7,0,26,14,15,7,8,4,5
Michael Wojcik,,3,11,5,5,7,3,3,5
Carol A Jenkins,,,2,14,6,4,4,7,5
Lisa M Deeley,,,,5,3,3,1,0,5
Anthony Clark,,,,,3,4,3,1,5
Tracey L Gordon,,,,,,3,2,1,5
Will Mega,,,,,,,1,0,5
Omar Sabir,,,,,,,,0,5
Total,51,21,45,28,24,18,12,9,5
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,6
,Carol A Jenkins,Anthony Clark,Lisa M Deeley,Will Mega,Tracey L Gordon,Omar Sabir,Todd Eagen,Michael Wojcik,6
Carol A Jenkins,11,11,21,18,11,3,60,19,6
Anthony Clark,,4,7,6,5,1,20,10,6
Lisa M Deeley,,,5,0,1,1,17,13,6
Will Mega,,,,1,0,1,22,3,6
Tracey L Gordon,,,,,0,1,12,5,6
Omar Sabir,,,,,,0,3,3,6
Todd Eagen,,,,,,,16,0,6
Michael Wojcik,,,,,,,,7,6
Total,97,37,37,27,21,7,96,36,6
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,7
,Todd Eagen,Michael Wojcik,Carol A Jenkins,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Will Mega,Omar Sabir,7
Todd Eagen,15,0,63,29,29,18,13,10,7
Michael Wojcik,,8,20,16,7,14,1,2,7
Carol A Jenkins,,,8,15,28,13,2,2,7
Anthony Clark,,,,7,4,10,9,1,7
Lisa M Deeley,,,,,1,6,2,7,7
Tracey L Gordon,,,,,,1,2,1,7
Will Mega,,,,,,,0,0,7
Omar Sabir,,,,,,,,1,7
Total,116,43,100,56,49,37,17,13,7
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,8
,Carol A Jenkins,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Will Mega,Omar Sabir,Todd Eagen,Michael Wojcik,8
Carol A Jenkins,13,10,9,12,5,1,57,16,8
Anthony Clark,,3,7,4,5,3,17,13,8
Tracey L Gordon,,,0,2,2,2,14,8,8
Lisa M Deeley,,,,1,0,1,7,10,8
Will Mega,,,,,0,1,5,7,8
Omar Sabir,,,,,,0,6,3,8
Todd Eagen,,,,,,,11,0,8
Michael Wojcik,,,,,,,,4,8
Total,91,35,25,21,13,9,87,34,8
,City Commissioners - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,9
,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,Todd Eagen,Michael Wojcik,9
Carol A Jenkins,17,19,10,14,7,2,43,22,9
Lisa M Deeley,,0,6,3,2,0,18,9,9
Anthony Clark,,,2,2,0,2,14,10,9
Tracey L Gordon,,,,0,0,1,10,6,9
Will Mega,,,,,0,1,8,2,9
Omar Sabir,,,,,,0,3,3,9
Todd Eagen,,,,,,,10,0,9
Michael Wojcik,,,,,,,,11,9
Total,92,32,28,21,13,7,71,42,9
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,10
,Todd Eagen,Michael Wojcik,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Will Mega,Omar Sabir,10
Todd Eagen,22,0,81,26,19,18,11,6,10
Michael Wojcik,,9,20,15,11,13,3,5,10
Carol A Jenkins,,,18,23,12,14,7,2,10
Lisa M Deeley,,,,2,8,7,1,3,10
Anthony Clark,,,,,6,5,1,1,10
Tracey L Gordon,,,,,,1,2,3,10
Will Mega,,,,,,,1,0,10
Omar Sabir,,,,,,,,0,10
Total,134,45,124,48,39,35,16,12,10
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,11
,Todd Eagen,Michael Wojcik,Carol A Jenkins,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Omar Sabir,Will Mega,11
Todd Eagen,8,0,34,8,9,5,5,5,11
Michael Wojcik,,3,5,8,4,4,1,1,11
Carol A Jenkins,,,4,10,3,10,2,4,11
Lisa M Deeley,,,,3,1,1,2,1,11
Anthony Clark,,,,,2,3,2,1,11
Tracey L Gordon,,,,,,0,0,0,11
Omar Sabir,,,,,,,2,1,11
Will Mega,,,,,,,,0,11
Total,52,16,51,21,16,14,9,7,11
,Judge Of The Commonwealth Court - Democrat,,City Commissioners - Democrat,,,,,,12
,Todd Eagen,Michael Wojcik,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Anthony Clark,Will Mega,Omar Sabir,12
Todd Eagen,11,0,37,25,17,14,6,2,12
Michael Wojcik,,10,18,12,11,8,12,2,12
Carol A Jenkins,,,4,15,12,5,8,1,12
Lisa M Deeley,,,,1,10,5,3,0,12
