col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,All
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,All
Mark F Squilla,"2,100","1,720","1,335",641,573,273,261,All
Anthony Clark,,176,775,188,163,52,107,All
Lisa M Deeley,,,239,185,134,89,35,All
Carol A Jenkins,,,,57,168,25,33,All
Tracey L Gordon,,,,,53,26,37,All
Omar Sabir,,,,,,25,23,All
Will Mega,,,,,,,25,All
Total,"5,093","2,010","1,720",790,692,324,302,All
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,1
,Mark F Squilla,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Anthony Clark,Will Mega,Omar Sabir,1
Mark F Squilla,32,33,16,17,11,5,4,1
Lisa M Deeley,,1,11,2,2,1,2,1
Tracey L Gordon,,,2,3,0,0,1,1
Carol A Jenkins,,,,1,4,3,1,1
Anthony Clark,,,,,4,1,0,1
Will Mega,,,,,,2,0,1
Omar Sabir,,,,,,,0,1
Total,89,35,19,18,16,8,4,1
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,2
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,2
Mark F Squilla,15,108,100,8,7,2,0,2
Anthony Clark,,1,95,1,2,1,0,2
Lisa M Deeley,,,1,2,1,0,0,2
Tracey L Gordon,,,,0,5,0,0,2
Carol A Jenkins,,,,,0,0,0,2
Will Mega,,,,,,0,0,2
Omar Sabir,,,,,,,0,2
Total,134,109,101,9,8,2,0,2
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,3
,Mark F Squilla,Lisa M Deeley,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,3
Mark F Squilla,139,65,63,9,8,5,5,3
Lisa M Deeley,,5,41,3,4,4,1,3
Anthony Clark,,,2,5,3,0,1,3
Carol A Jenkins,,,,2,0,0,0,3
Tracey L Gordon,,,,,1,0,0,3
Omar Sabir,,,,,,0,1,3
Will Mega,,,,,,,1,3
Total,233,72,65,11,9,7,6,3
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,4
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,4
Mark F Squilla,25,29,25,11,10,5,4,4
Anthony Clark,,1,16,3,2,2,0,4
Lisa M Deeley,,,0,2,4,1,1,4
Tracey L Gordon,,,,2,2,0,0,4
Carol A Jenkins,,,,,0,0,1,4
Will Mega,,,,,,0,0,4
Omar Sabir,,,,,,,0,4
Total,76,31,26,13,10,5,4,4
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,5
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Omar Sabir,Will Mega,5
Mark F Squilla,27,21,17,9,9,6,4,5
Anthony Clark,,6,10,4,4,0,1,5
Lisa M Deeley,,,3,3,1,5,1,5
Carol A Jenkins,,,,0,4,1,0,5
Tracey L Gordon,,,,,1,0,0,5
Omar Sabir,,,,,,0,1,5
Will Mega,,,,,,,0,5
Total,67,33,25,13,11,8,4,5
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,6
,Mark F Squilla,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Will Mega,6
Mark F Squilla,22,20,12,6,7,9,6,6
Anthony Clark,,2,3,2,3,4,1,6
Tracey L Gordon,,,1,1,1,2,2,6
Lisa M Deeley,,,,0,5,1,1,6
Omar Sabir,,,,,0,1,1,6
Carol A Jenkins,,,,,,1,0,6
Will Mega,,,,,,,1,6
Total,61,24,14,12,12,10,7,6
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,7
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,7
Mark F Squilla,245,88,69,18,13,13,9,7
Anthony Clark,,1,45,5,4,8,0,7
Lisa M Deeley,,,5,4,2,3,6,7
Tracey L Gordon,,,,2,7,2,0,7
Carol A Jenkins,,,,,1,0,0,7
Will Mega,,,,,,1,0,7
Omar Sabir,,,,,,,0,7
Total,375,90,76,23,17,15,11,7
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,8
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,8
Mark F Squilla,77,64,40,18,15,8,4,8
Anthony Clark,,2,24,7,4,5,0,8
Lisa M Deeley,,,1,5,2,1,3,8
Carol A Jenkins,,,,2,3,1,0,8
Tracey L Gordon,,,,,0,2,1,8
Will Mega,,,,,,2,0,8
Omar Sabir,,,,,,,0,8
Total,171,66,42,21,17,11,5,8
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,9
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,9
Mark F Squilla,42,30,14,8,9,7,4,9
Anthony Clark,,2,11,3,2,2,1,9
Lisa M Deeley,,,1,1,0,1,1,9
Carol A Jenkins,,,,0,6,0,0,9
Tracey L Gordon,,,,,0,1,1,9
Will Mega,,,,,,0,0,9
Omar Sabir,,,,,,,1,9
Total,88,32,16,12,12,7,5,9
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,10
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,10
Mark F Squilla,26,47,20,10,6,7,4,10
Anthony Clark,,6,11,4,1,3,3,10
Lisa M Deeley,,,1,2,4,1,0,10
Tracey L Gordon,,,,2,2,1,1,10
Carol A Jenkins,,,,,0,0,0,10
Omar Sabir,,,,,,0,0,10
Will Mega,,,,,,,2,10
Total,90,55,22,14,7,7,6,10
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,11
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,11
Mark F Squilla,22,22,21,9,3,1,0,11
Anthony Clark,,1,14,2,1,0,0,11
Lisa M Deeley,,,0,2,1,0,0,11
Carol A Jenkins,,,,1,1,0,0,11
Tracey L Gordon,,,,,0,0,0,11
Will Mega,,,,,,1,0,11
Omar Sabir,,,,,,,1,11
Total,58,23,22,11,3,2,1,11
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,12
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Omar Sabir,Will Mega,12
Mark F Squilla,25,19,12,10,8,1,2,12
Anthony Clark,,0,7,4,2,0,0,12
Lisa M Deeley,,,1,0,2,0,1,12
Tracey L Gordon,,,,1,2,1,0,12
Carol A Jenkins,,,,,2,0,0,12
Omar Sabir,,,,,,2,0,12
Will Mega,,,,,,,0,12
Total,60,21,14,12,10,3,2,12
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,13
,Mark F Squilla,Anthony Clark,Omar Sabir,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,Will Mega,13
Mark F Squilla,26,35,27,15,14,11,7,13
Anthony Clark,,4,4,7,3,7,2,13
Omar Sabir,,,2,2,5,0,1,13
Carol A Jenkins,,,,1,4,3,0,13
Tracey L Gordon,,,,,0,0,1,13
Lisa M Deeley,,,,,,0,1,13
Will Mega,,,,,,,0,13
Total,100,40,30,20,16,13,7,13
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,15
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,15
Mark F Squilla,182,73,29,19,18,8,6,15
Anthony Clark,,2,14,10,11,5,1,15
Lisa M Deeley,,,3,2,2,1,3,15
Carol A Jenkins,,,,0,2,0,0,15
Tracey L Gordon,,,,,0,1,0,15
Will Mega,,,,,,1,0,15
Omar Sabir,,,,,,,1,15
Total,286,77,34,20,19,9,7,15
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,16
,Mark F Squilla,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Will Mega,16
Mark F Squilla,12,11,11,7,5,1,0,16
Anthony Clark,,2,3,3,3,1,0,16
Carol A Jenkins,,,2,5,2,0,0,16
Tracey L Gordon,,,,2,1,0,0,16
Lisa M Deeley,,,,,1,0,0,16
Omar Sabir,,,,,,0,0,16
Will Mega,,,,,,,0,16
Total,32,15,14,11,7,1,0,16
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,17
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Carol A Jenkins,Will Mega,17
Mark F Squilla,13,28,11,7,8,5,3,17
Anthony Clark,,2,7,2,5,2,2,17
Lisa M Deeley,,,0,1,2,1,0,17
Tracey L Gordon,,,,2,0,3,0,17
Omar Sabir,,,,,1,0,0,17
Carol A Jenkins,,,,,,1,0,17
Will Mega,,,,,,,0,17
Total,52,30,11,11,9,8,3,17
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,18
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Will Mega,Omar Sabir,Tracey L Gordon,18
Mark F Squilla,4,56,45,4,4,0,0,18
Anthony Clark,,1,38,3,3,0,0,18
Lisa M Deeley,,,0,1,1,0,0,18
Carol A Jenkins,,,,0,0,0,0,18
Will Mega,,,,,0,0,0,18
Omar Sabir,,,,,,1,0,18
Tracey L Gordon,,,,,,,1,18
Total,68,58,45,5,4,1,1,18
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,19
,Mark F Squilla,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Lisa M Deeley,Omar Sabir,Will Mega,19
Mark F Squilla,22,12,8,8,6,3,4,19
Anthony Clark,,2,2,0,3,0,2,19
Tracey L Gordon,,,2,3,0,1,0,19
Carol A Jenkins,,,,0,3,0,1,19
Lisa M Deeley,,,,,1,0,0,19
Omar Sabir,,,,,,1,0,19
Will Mega,,,,,,,0,19
Total,49,14,10,9,8,4,4,19
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,20
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,20
Mark F Squilla,144,80,35,23,20,9,6,20
Anthony Clark,,1,25,9,14,2,1,20
Lisa M Deeley,,,2,3,2,1,2,20
Tracey L Gordon,,,,2,2,3,0,20
Carol A Jenkins,,,,,2,0,2,20
